SRX1898037	TFs and others	RAG1	Blood	REH	30711	282/1005	1/54	-6.04207	-1.88587	15.1522
SRX218228	TFs and others	HSF2	Blood	K-562	383	0/1005	3/54	-3.90078	-1.61711	0
SRX256997	TFs and others	RELA	Blood	Lymphoblastoid cell line	641	0/1005	3/54	-3.90078	-1.61711	0
SRX256998	TFs and others	RELA	Blood	Lymphoblastoid cell line	627	0/1005	3/54	-3.90078	-1.61711	0
SRX2671822	TFs and others	EP300	Pluripotent stem cell	iPS cells	321	0/1005	3/54	-3.90078	-1.61711	0
SRX2671829	TFs and others	EP300	Cardiovascular	Cardiac progenitor cells	366	0/1005	3/54	-3.90078	-1.61711	0
SRX2671836	TFs and others	EP300	Cardiovascular	Endothelial Cells	377	0/1005	3/54	-3.90078	-1.61711	0
SRX2671843	TFs and others	EP300	Pluripotent stem cell	iPS cells	409	0/1005	3/54	-3.90078	-1.61711	0
SRX2671850	TFs and others	EP300	Others	Fibroblasts	385	0/1005	3/54	-3.90078	-1.61711	0
SRX2671857	TFs and others	EP300	Pluripotent stem cell	iPS cells	390	0/1005	3/54	-3.90078	-1.61711	0
SRX275506	TFs and others	TP53	Bone	U2OS	226	0/1005	3/54	-3.90078	-1.61711	0
SRX312239	TFs and others	TFAM	Uterus	HeLa	446	0/1005	3/54	-3.90078	-1.61711	0
SRX312242	TFs and others	TFAM	Uterus	HeLa	455	0/1005	3/54	-3.90078	-1.61711	0
SRX359885	TFs and others	EPAS1	Digestive tract	LoVo	265	0/1005	3/54	-3.90078	-1.61711	0
SRX359888	TFs and others	HES4	Digestive tract	LoVo	245	0/1005	3/54	-3.90078	-1.61711	0
SRX359890	TFs and others	HHEX	Digestive tract	LoVo	312	0/1005	3/54	-3.90078	-1.61711	0
SRX359891	TFs and others	HOXA13	Digestive tract	LoVo	530	0/1005	3/54	-3.90078	-1.61711	0
SRX359895	TFs and others	HOXB4	Digestive tract	LoVo	239	0/1005	3/54	-3.90078	-1.61711	0
SRX359901	TFs and others	KLF15	Digestive tract	LoVo	223	0/1005	3/54	-3.90078	-1.61711	0
SRX359909	TFs and others	NFAT5	Digestive tract	LoVo	241	0/1005	3/54	-3.90078	-1.61711	0
SRX396568	TFs and others	CBX6	Breast	Breast cells	441	0/1005	3/54	-3.90078	-1.61711	0
SRX396569	TFs and others	CBX7	Breast	Breast cells	463	0/1005	3/54	-3.90078	-1.61711	0
SRX396570	TFs and others	CBX8	Breast	Breast cells	558	0/1005	3/54	-3.90078	-1.61711	0
SRX396573	TFs and others	RNF2	Breast	Breast cells	477	0/1005	3/54	-3.90078	-1.61711	0
SRX396579	TFs and others	CBX6	Epidermis	Hs 68	541	0/1005	3/54	-3.90078	-1.61711	0
SRX595693	TFs and others	AR	Prostate	LNCAP	375	0/1005	3/54	-3.90078	-1.61711	0
SRX611330	TFs and others	F2RL1	Kidney	293	317	0/1005	3/54	-3.90078	-1.61711	0
SRX790965	TFs and others	RELA	Blood	L-1236	455	0/1005	3/54	-3.90078	-1.61711	0
SRX790966	TFs and others	RELA	Blood	L-1236	263	0/1005	3/54	-3.90078	-1.61711	0
SRX873804	TFs and others	DNMT3A	Epidermis	Epidermal stem cells	697	0/1005	3/54	-3.90078	-1.61711	0
SRX5738751	TFs and others	Crotonyllysine	Pluripotent stem cell	ES cells	17499	273/1005	3/54	-3.76619	-1.48785	4.88955
SRX8570845	TFs and others	HAP1	Blood	KBM-7	32790	438/1005	10/54	-3.70546	-1.43239	2.35343
SRX5738752	TFs and others	Crotonyllysine	Pluripotent stem cell	ES cells	23186	323/1005	5/54	-3.67528	-1.40741	3.47104
SRX7972427	TFs and others	MKL1	Epidermis	MKL-1	27136	368/1005	7/54	-3.66997	-1.40724	2.82473
SRX9178832	TFs and others	HAP1	Blood	HAP1	15452	502/1005	13/54	-3.65748	-1.39983	2.07486
SRX5738753	TFs and others	Crotonyllysine	Pluripotent stem cell	ES cells	22856	341/1005	6/54	-3.55672	-1.3085	3.05373
SRX4172745	TFs and others	GATA1	Digestive tract	HCT 116	12333	345/1005	6/54	-3.55617	-1.3085	3.08955
SRX5738755	TFs and others	Crotonyllysine	Pluripotent stem cell	hESC derived Endodermal cells	24048	359/1005	7/54	-3.45055	-1.20995	2.75565
SRX9178826	TFs and others	HAP1	Blood	HAP1	14614	450/1005	11/54	-3.44786	-1.20995	2.1981
SRX6840506	TFs and others	HAP1	Blood	KBM-7	16920	147/1005	0/54	-3.39978	-1.16792	inf
SRX9178839	TFs and others	HAP1	Blood	HAP1	6242	150/1005	0/54	-3.39407	-1.16792	inf
SRX027908	TFs and others	RELA	Uterus	HeLa	254	1/1005	3/54	-3.31475	-1.16792	0.0179104
SRX027911	TFs and others	RELA	Uterus	HeLa	246	1/1005	3/54	-3.31475	-1.16792	0.0179104
SRX040562	TFs and others	MYBL2	Uterus	HeLa	320	1/1005	3/54	-3.31475	-1.16792	0.0179104
SRX092299	TFs and others	NR4A1	Blood	K-562	633	1/1005	3/54	-3.31475	-1.16792	0.0179104
SRX092302	TFs and others	HDAC8	Blood	K-562	496	1/1005	3/54	-3.31475	-1.16792	0.0179104
SRX096347	TFs and others	CTNNB1	Digestive tract	LS-180	880	1/1005	3/54	-3.31475	-1.16792	0.0179104
SRX097073	TFs and others	SMAD1	Blood	CD34 Hematopoietic stem cells	4383	1/1005	3/54	-3.31475	-1.16792	0.0179104
SRX100441	TFs and others	BCL11A	Pluripotent stem cell	hESC H1	609	1/1005	3/54	-3.31475	-1.16792	0.0179104
SRX100521	TFs and others	BCL11A	Pluripotent stem cell	hESC H1	271	1/1005	3/54	-3.31475	-1.16792	0.0179104
SRX116429	TFs and others	CREBBP	Blood	K-562	774	1/1005	3/54	-3.31475	-1.16792	0.0179104
SRX117808	TFs and others	VEZF1	Uterus	HeLa	706	1/1005	3/54	-3.31475	-1.16792	0.0179104
SRX1491463	TFs and others	ASH1L	Blood	K-562	363	1/1005	3/54	-3.31475	-1.16792	0.0179104
SRX150504	TFs and others	XRCC4	Blood	K-562	166	1/1005	3/54	-3.31475	-1.16792	0.0179104
SRX186761	TFs and others	NCOR1	Blood	K-562	417	1/1005	3/54	-3.31475	-1.16792	0.0179104
SRX186770	TFs and others	CREBBP	Blood	K-562	788	1/1005	3/54	-3.31475	-1.16792	0.0179104
SRX342209	TFs and others	BRD4	Kidney	293	237	1/1005	3/54	-3.31475	-1.16792	0.0179104
SRX396572	TFs and others	RING1	Breast	Breast cells	402	1/1005	3/54	-3.31475	-1.16792	0.0179104
SRX4708073	TFs and others	HNRNPUL1	Blood	K-562	670	1/1005	3/54	-3.31475	-1.16792	0.0179104
SRX682386	TFs and others	GATA2	Blood	TSU-1621MT	1129	1/1005	3/54	-3.31475	-1.16792	0.0179104
SRX2897208	TFs and others	ESR1	Breast	Breast cancer cells	26916	613/1005	20/54	-3.23642	-1.09349	1.64687
SRX3271002	TFs and others	KDM1A	Pluripotent stem cell	hESC derived pancreatic cells	21954	439/1005	11/54	-3.21614	-1.07707	2.14437
SRX9178809	TFs and others	HAP1	Blood	HAP1	7923	181/1005	1/54	-3.1991	-1.06386	9.72537
SRX1478537	TFs and others	EP300	Kidney	Kidney Cortex	15725	503/1005	14/54	-3.17688	-1.04543	1.93049
SRX8570841	TFs and others	HAP1	Blood	KBM-7	30100	374/1005	8/54	-3.16981	-1.04212	2.51194
SRX7719081	TFs and others	SMAD3	Others	H69	11378	476/1005	13/54	-3.14652	-1.02256	1.96739
SRX3271016	TFs and others	KDM1A	Pluripotent stem cell	hESC derived pancreatic cells	30890	341/1005	7/54	-3.03082	-1.00587	2.61748
SRX150548	TFs and others	STAT2	Blood	K-562	1241	6/1005	4/54	-2.99515	-1.00587	0.080597
SRX8570842	TFs and others	HAP1	Blood	KBM-7	26302	261/1005	4/54	-2.95985	-1.00587	3.50597
SRX5136354	TFs and others	RTA	Blood	BCBL1	5712	89/1005	13/54	-2.95841	-1.00587	0.367853
SRX117807	TFs and others	VEZF1	Uterus	HeLa	2265	2/1005	3/54	-2.9328	-1.00587	0.0358209
SRX130060	TFs and others	POU5F1	Epidermis	BJ	1516	2/1005	3/54	-2.9328	-1.00587	0.0358209
SRX150382	TFs and others	KAT2A	Uterus	HeLa	521	2/1005	3/54	-2.9328	-1.00587	0.0358209
SRX150395	TFs and others	SREBF1	Liver	Hep G2	164	2/1005	3/54	-2.9328	-1.00587	0.0358209
SRX185775	TFs and others	POU5F1	Epidermis	BJ	521	2/1005	3/54	-2.9328	-1.00587	0.0358209
SRX3229137	TFs and others	ESR1	Breast	Breast cancer	646	2/1005	3/54	-2.9328	-1.00587	0.0358209
SRX3554406	TFs and others	CREB1	Breast	MDA-MB-134-VI	447	2/1005	3/54	-2.9328	-1.00587	0.0358209
SRX396583	TFs and others	RING1	Epidermis	Hs 68	712	2/1005	3/54	-2.9328	-1.00587	0.0358209
SRX5738756	TFs and others	Crotonyllysine	Pluripotent stem cell	hESC derived Endodermal cells	27111	405/1005	10/54	-2.8483	-1.00587	2.17612
SRX3241379	TFs and others	ARID1A	Gonad	RMG-I	14107	336/1005	7/54	-2.83476	-1.00587	2.5791
SRX9178850	TFs and others	HAP1	Blood	HAP1	11020	332/1005	7/54	-2.83046	-1.00587	2.5484
SRX4065876	TFs and others	CTCF	Breast	MCF-7	35881	834/1005	35/54	-2.77891	-1.00587	1.28034
SRX8299831	TFs and others	NELFCD	Bone	U2OS	14618	580/1005	19/54	-2.77141	-1.00587	1.64022
SRX9178855	TFs and others	HAP1	Blood	HAP1	6448	123/1005	0/54	-2.76171	-1.00587	inf
SRX7677730	TFs and others	SUPT5H	Digestive tract	DLD-1	4399	192/1005	2/54	-2.71951	-1.00587	5.15821
SRX2251225	TFs and others	BRD4	Prostate	C4-2	24585	369/1005	9/54	-2.68071	-1.00587	2.20299
SRX2270409	TFs and others	JMJD6	Others	Tumor	12999	396/1005	10/54	-2.64813	-1.00587	2.12776
SRX097087	TFs and others	GATA2	Blood	K-562	3457	3/1005	3/54	-2.64774	-1.00587	0.0537313
SRX097088	TFs and others	GATA2	Blood	K-562	3005	3/1005	3/54	-2.64774	-1.00587	0.0537313
SRX1531772	TFs and others	NIPBL	Liver	Hep G2	1304	3/1005	3/54	-2.64774	-1.00587	0.0537313
SRX185776	TFs and others	MYC	Epidermis	BJ	701	3/1005	3/54	-2.64774	-1.00587	0.0537313
SRX9419950	TFs and others	FOXA1	Breast	SK-BR-3	44087	278/1005	5/54	-2.63695	-1.00587	2.98746
SRX7972428	TFs and others	MKL2	Epidermis	MKL-2	31883	414/1005	11/54	-2.60725	-1.00587	2.02225
SRX6473441	TFs and others	Epitope tags	Pluripotent stem cell	hESC derived neural crests	16651	412/1005	11/54	-2.60373	-1.00587	2.01248
DRX002912	TFs and others	SMCHD1	Neural	hTERT RPE-1	814	0/1005	2/54	-2.59271	-1.00587	0
DRX135461	TFs and others	TP53	Lung	NCI-H1299	999	0/1005	2/54	-2.59271	-1.00587	0
DRX135462	TFs and others	TP53	Lung	NCI-H1299	1474	0/1005	2/54	-2.59271	-1.00587	0
SRX027902	TFs and others	NR3C1	Uterus	HeLa	184	0/1005	2/54	-2.59271	-1.00587	0
SRX027904	TFs and others	NR3C1	Uterus	HeLa	178	0/1005	2/54	-2.59271	-1.00587	0
SRX027914	TFs and others	RELA	Uterus	HeLa	203	0/1005	2/54	-2.59271	-1.00587	0
SRX032891	TFs and others	PPARG	Adipocyte	SGBS	521	0/1005	2/54	-2.59271	-1.00587	0
SRX040560	TFs and others	LIN9	Uterus	HeLa	387	0/1005	2/54	-2.59271	-1.00587	0
SRX092574	TFs and others	THAP11	Uterus	HeLa	295	0/1005	2/54	-2.59271	-1.00587	0
SRX1012221	TFs and others	MLLT3	Pluripotent stem cell	hESC derived neural cells	416	0/1005	2/54	-2.59271	-1.00587	0
SRX1012615	TFs and others	PGR	Breast	T-47D	302	0/1005	2/54	-2.59271	-1.00587	0
SRX1012617	TFs and others	PGR	Breast	T-47D	362	0/1005	2/54	-2.59271	-1.00587	0
SRX1012711	TFs and others	PGR	Breast	T-47D	452	0/1005	2/54	-2.59271	-1.00587	0
SRX10131667	TFs and others	MLLT3	Lung	Bronchial tracheal epithelial cells	580	0/1005	2/54	-2.59271	-1.00587	0
SRX1032966	TFs and others	FOS	Blood	Acute myeloid leukemia	724	0/1005	2/54	-2.59271	-1.00587	0
SRX1078844	TFs and others	CDK9	Digestive tract	HCT 116	330	0/1005	2/54	-2.59271	-1.00587	0
SRX1098750	TFs and others	CHD1	Prostate	LNCAP	650	0/1005	2/54	-2.59271	-1.00587	0
SRX1098754	TFs and others	KDM1A	Prostate	LNCAP	502	0/1005	2/54	-2.59271	-1.00587	0
SRX1123848	TFs and others	SMARCC1	Kidney	G-401	382	0/1005	2/54	-2.59271	-1.00587	0
SRX1123849	TFs and others	SMARCA4	Kidney	G-401	352	0/1005	2/54	-2.59271	-1.00587	0
SRX1123853	TFs and others	SMARCC1	Neural	BT-16	409	0/1005	2/54	-2.59271	-1.00587	0
SRX1123966	TFs and others	SMARCA4	Digestive tract	HCT 116	300	0/1005	2/54	-2.59271	-1.00587	0
SRX1161193	TFs and others	FOXA1	Breast	ZR-75-1	382	0/1005	2/54	-2.59271	-1.00587	0
SRX11657274	TFs and others	Epitope tags	Blood	K-562	1137	0/1005	2/54	-2.59271	-1.00587	0
SRX1181988	TFs and others	INO80	Prostate	LNCAP	751	0/1005	2/54	-2.59271	-1.00587	0
SRX1181990	TFs and others	SMARCA1	Prostate	LNCAP	804	0/1005	2/54	-2.59271	-1.00587	0
SRX1213824	TFs and others	WDR5	Blood	THP-1	349	0/1005	2/54	-2.59271	-1.00587	0
SRX1225019	TFs and others	EPCAM	Uterus	RL95-2	495	0/1005	2/54	-2.59271	-1.00587	0
SRX1225020	TFs and others	EPCAM	Uterus	RL95-2	449	0/1005	2/54	-2.59271	-1.00587	0
SRX1225021	TFs and others	EPCAM	Uterus	RL95-2	536	0/1005	2/54	-2.59271	-1.00587	0
SRX1225022	TFs and others	LEF1	Uterus	RL95-2	270	0/1005	2/54	-2.59271	-1.00587	0
SRX1225023	TFs and others	LEF1	Uterus	RL95-2	545	0/1005	2/54	-2.59271	-1.00587	0
SRX1225024	TFs and others	LEF1	Uterus	RL95-2	486	0/1005	2/54	-2.59271	-1.00587	0
SRX1225025	TFs and others	LEF1	Uterus	RL95-2	560	0/1005	2/54	-2.59271	-1.00587	0
SRX130255	TFs and others	LMNB1	Lung	IMR-90	502	0/1005	2/54	-2.59271	-1.00587	0
SRX1397403	TFs and others	GATA2	Blood	CD34+	929	0/1005	2/54	-2.59271	-1.00587	0
SRX143300	TFs and others	SNAPC4	Breast	MCF 10A	463	0/1005	2/54	-2.59271	-1.00587	0
SRX144720	TFs and others	BrdU	Uterus	HeLa	919	0/1005	2/54	-2.59271	-1.00587	0
SRX144725	TFs and others	BrdU	Uterus	HeLa	896	0/1005	2/54	-2.59271	-1.00587	0
SRX144726	TFs and others	BrdU	Uterus	HeLa	331	0/1005	2/54	-2.59271	-1.00587	0
SRX148962	TFs and others	CDK9	Blood	P493-6	359	0/1005	2/54	-2.59271	-1.00587	0
SRX150496	TFs and others	SUPT20H	Blood	GM12878	493	0/1005	2/54	-2.59271	-1.00587	0
SRX150694	TFs and others	SUPT20H	Uterus	HeLa	455	0/1005	2/54	-2.59271	-1.00587	0
SRX1514923	TFs and others	GFP	Kidney	293	340	0/1005	2/54	-2.59271	-1.00587	0
SRX1514950	TFs and others	GFP	Kidney	293	335	0/1005	2/54	-2.59271	-1.00587	0
SRX1514990	TFs and others	GFP	Kidney	293	270	0/1005	2/54	-2.59271	-1.00587	0
SRX1515012	TFs and others	GFP	Kidney	293	1965	0/1005	2/54	-2.59271	-1.00587	0
SRX1515060	TFs and others	GFP	Kidney	293	499	0/1005	2/54	-2.59271	-1.00587	0
SRX1555438	TFs and others	MITF	Epidermis	501A	885	0/1005	2/54	-2.59271	-1.00587	0
SRX155727	TFs and others	HSF1	Breast	MCF 10A	401	0/1005	2/54	-2.59271	-1.00587	0
SRX155733	TFs and others	HSF1	Lung	NCI-H1703	303	0/1005	2/54	-2.59271	-1.00587	0
SRX155734	TFs and others	HSF1	Lung	NCI-H1703	317	0/1005	2/54	-2.59271	-1.00587	0
SRX155739	TFs and others	HSF1	Digestive tract	SW 620	182	0/1005	2/54	-2.59271	-1.00587	0
SRX155740	TFs and others	HSF1	Digestive tract	SW 620	204	0/1005	2/54	-2.59271	-1.00587	0
SRX155746	TFs and others	HSF1	Digestive tract	HT-29	427	0/1005	2/54	-2.59271	-1.00587	0
SRX155775	TFs and others	HSF1	Digestive tract	Colon cancer	167	0/1005	2/54	-2.59271	-1.00587	0
SRX1569772	TFs and others	POU2F1	Prostate	LNCAP	1124	0/1005	2/54	-2.59271	-1.00587	0
SRX1569778	TFs and others	POU2F1	Prostate	VCaP	886	0/1005	2/54	-2.59271	-1.00587	0
SRX1569784	TFs and others	POU2F1	Prostate	LNCAP	289	0/1005	2/54	-2.59271	-1.00587	0
SRX1571798	TFs and others	GFP	Uterus	HeLa	539	0/1005	2/54	-2.59271	-1.00587	0
SRX1674505	TFs and others	MBD3	Uterus	HeLa	453	0/1005	2/54	-2.59271	-1.00587	0
SRX1674507	TFs and others	MBD3	Uterus	HeLa	480	0/1005	2/54	-2.59271	-1.00587	0
SRX1709971	TFs and others	PGR	Breast	T-47D	338	0/1005	2/54	-2.59271	-1.00587	0
SRX1709972	TFs and others	ESR1	Breast	T-47D	360	0/1005	2/54	-2.59271	-1.00587	0
SRX1709978	TFs and others	ESR1	Breast	T-47D	355	0/1005	2/54	-2.59271	-1.00587	0
SRX1709983	TFs and others	PGR	Breast	T-47D	439	0/1005	2/54	-2.59271	-1.00587	0
SRX1709985	TFs and others	PGR	Breast	T-47D	383	0/1005	2/54	-2.59271	-1.00587	0
SRX1709988	TFs and others	ESR1	Breast	T-47D	383	0/1005	2/54	-2.59271	-1.00587	0
SRX181771	TFs and others	AGO2	Prostate	PC-3	826	0/1005	2/54	-2.59271	-1.00587	0
SRX184874	TFs and others	SAG	Lung	A549	175	0/1005	2/54	-2.59271	-1.00587	0
SRX1885178	TFs and others	AR	Prostate	LNCAP	572	0/1005	2/54	-2.59271	-1.00587	0
SRX1885202	TFs and others	RELA	Prostate	LNCAP	537	0/1005	2/54	-2.59271	-1.00587	0
SRX1916934	TFs and others	DNMT3B	Epidermis	Epidermal stem cells	686	0/1005	2/54	-2.59271	-1.00587	0
SRX1916936	TFs and others	DNMT3B	Epidermis	Epidermal stem cells	847	0/1005	2/54	-2.59271	-1.00587	0
SRX1916937	TFs and others	DNMT3A	Epidermis	Epidermal stem cells	1106	0/1005	2/54	-2.59271	-1.00587	0
SRX1916938	TFs and others	DNMT3B	Epidermis	Epidermal stem cells	826	0/1005	2/54	-2.59271	-1.00587	0
SRX1923321	TFs and others	BRD4	Blood	Mutu	1257	0/1005	2/54	-2.59271	-1.00587	0
SRX1923322	TFs and others	BRD2	Blood	Mutu	811	0/1005	2/54	-2.59271	-1.00587	0
SRX1923324	TFs and others	BRD3	Blood	Mutu	477	0/1005	2/54	-2.59271	-1.00587	0
SRX196107	TFs and others	PPARG	Adipocyte	SGBS	751	0/1005	2/54	-2.59271	-1.00587	0
SRX196108	TFs and others	CEBPA	Adipocyte	SGBS	1066	0/1005	2/54	-2.59271	-1.00587	0
SRX2009501	TFs and others	EZH2	Neural	SF8628	421	0/1005	2/54	-2.59271	-1.00587	0
SRX2009519	TFs and others	BRD2	Neural	Diffuse intrinsic pontine glioma	503	0/1005	2/54	-2.59271	-1.00587	0
SRX2009524	TFs and others	SUZ12	Neural	Diffuse intrinsic pontine glioma	708	0/1005	2/54	-2.59271	-1.00587	0
SRX212431	TFs and others	STAT5	Blood	Treg	559	0/1005	2/54	-2.59271	-1.00587	0
SRX2140215	TFs and others	CDKN1B	Blood	MM.1S	341	0/1005	2/54	-2.59271	-1.00587	0
SRX2140286	TFs and others	AR	Prostate	LNCAP	508	0/1005	2/54	-2.59271	-1.00587	0
SRX2140287	TFs and others	AR	Prostate	LNCAP	559	0/1005	2/54	-2.59271	-1.00587	0
SRX2144112	TFs and others	MYC	Neural	BT168	619	0/1005	2/54	-2.59271	-1.00587	0
SRX218224	TFs and others	HSF1	Blood	K-562	113	0/1005	2/54	-2.59271	-1.00587	0
SRX2207927	TFs and others	PSMD1	Epidermis	CS1AN	1481	0/1005	2/54	-2.59271	-1.00587	0
SRX2245086	TFs and others	Epitope tags	Blood	Lymphoblastoid cell line	417	0/1005	2/54	-2.59271	-1.00587	0
SRX2268292	TFs and others	CHD1	Bone	Osteoblasts	564	0/1005	2/54	-2.59271	-1.00587	0
SRX2323866	TFs and others	KMT2A	Kidney	293	427	0/1005	2/54	-2.59271	-1.00587	0
SRX2323894	TFs and others	KMT2A	Kidney	293	359	0/1005	2/54	-2.59271	-1.00587	0
SRX233546	TFs and others	NR5A1	Others	NCI-H295R	1111	0/1005	2/54	-2.59271	-1.00587	0
SRX233547	TFs and others	NR5A1	Others	NCI-H295R	1071	0/1005	2/54	-2.59271	-1.00587	0
SRX2442522	TFs and others	CUX1	Blood	K-562	295	0/1005	2/54	-2.59271	-1.00587	0
SRX2453443	TFs and others	RAD51	Breast	MCF 10A	550	0/1005	2/54	-2.59271	-1.00587	0
SRX2512463	TFs and others	SREBF2	Pancreas	PANC-1	488	0/1005	2/54	-2.59271	-1.00587	0
SRX2514253	TFs and others	ESR1	Uterus	Carcinoma, Endometrioid	696	0/1005	2/54	-2.59271	-1.00587	0
SRX2541234	TFs and others	COBLL1	Prostate	Prostate cancer cells	1155	0/1005	2/54	-2.59271	-1.00587	0
SRX2541235	TFs and others	SFPQ	Prostate	Prostate cancer cells	1386	0/1005	2/54	-2.59271	-1.00587	0
SRX2541237	TFs and others	COBLL1	Prostate	Prostate cancer cells	1120	0/1005	2/54	-2.59271	-1.00587	0
SRX2541239	TFs and others	SFPQ	Prostate	Prostate cancer cells	1288	0/1005	2/54	-2.59271	-1.00587	0
