SRX1898037	TFs and others	RAG1	Blood	REH	30711	148/1680	18/57	-5.68829	-1.44667	0.278968
SRX023649	TFs and others	GATAD1	Uterus	HeLa	3058	311/1680	20/57	-2.48712	-0.464169	0.527589
SRX5316109	TFs and others	O-GlcNAc	Prostate	PC-3	2208	238/1680	17/57	-2.47679	-0.464169	0.475
SRX5360650	TFs and others	KLF4	Epidermis	BJ	6469	290/1680	2/57	-2.46826	-0.464169	4.91964
SRX10030479	TFs and others	AR	Prostate	LNCAP	455	16/1680	4/57	-2.46692	-0.464169	0.135714
SRX150582	TFs and others	ZNF274	Blood	K-562	1476	7/1680	3/57	-2.46664	-0.464169	0.0791667
SRX2375355	TFs and others	MLLT1	Blood	MOLM-13	726	7/1680	3/57	-2.46664	-0.464169	0.0791667
SRX253227	TFs and others	SSRP1	Others	Fibrosarcoma	1653	7/1680	3/57	-2.46664	-0.464169	0.0791667
SRX2533317	TFs and others	BRF1	Pluripotent stem cell	hESC H9	661	7/1680	3/57	-2.46664	-0.464169	0.0791667
SRX2708819	TFs and others	MCRS1	Liver	Hep G2	158	7/1680	3/57	-2.46664	-0.464169	0.0791667
SRX2748847	TFs and others	MYB	Others	Adenoid cystic carcinoma	525	7/1680	3/57	-2.46664	-0.464169	0.0791667
SRX3703148	TFs and others	MEF2B	Blood	DLBCL	1269	7/1680	3/57	-2.46664	-0.464169	0.0791667
SRX4518426	TFs and others	BRD4	Prostate	LNCAP	860	7/1680	3/57	-2.46664	-0.464169	0.0791667
SRX6913047	TFs and others	BRD4	Blood	THP-1	286	7/1680	3/57	-2.46664	-0.464169	0.0791667
SRX666556	TFs and others	HIF1A	Breast	T-47D	75130	1556/1680	46/57	-2.46524	-0.464169	1.14767
SRX5514037	TFs and others	MED12	Uterus	Myometrium	4503	457/1680	6/57	-2.44894	-0.450357	2.58423
SRX2251224	TFs and others	BRD4	Prostate	C4-2	6987	56/1680	7/57	-2.42957	-0.440592	0.271429
SRX209673	TFs and others	EP300	Neural	Fetal brain	4672	72/1680	8/57	-2.42763	-0.440592	0.305357
SRX1690263	TFs and others	MYCN	Neural	Neuroblastoma	862	28/1680	5/57	-2.42694	-0.440592	0.19
SRX2731786	TFs and others	MYCN	Neural	Neuroblastoma	774	28/1680	5/57	-2.42694	-0.440592	0.19
SRX9426431	TFs and others	Epitope tags	Blood	RAMOS	3581	28/1680	5/57	-2.42694	-0.440592	0.19
SRX2319761	TFs and others	VDR	Blood	THP-1	13027	107/1680	10/57	-2.42304	-0.439098	0.363036
SRX5172064	TFs and others	SMARCC1	Breast	MCF-7	3113	179/1680	14/57	-2.41834	-0.43765	0.433801
SRX6977278	TFs and others	Epitope tags	Neural	BE(2)-C	5261	704/1680	13/57	-2.41682	-0.43765	1.83736
SRX367644	TFs and others	KLF5	Digestive tract	KATO III	10358	742/1680	14/57	-2.40269	-0.425887	1.79821
SRX9178811	TFs and others	HAP1	Blood	HAP1	7183	108/1680	10/57	-2.39576	-0.42387	0.366429
SRX8673358	TFs and others	EGR1	Blood	Kasumi-1	22939	1293/1680	34/57	-2.39574	-0.42387	1.29028
SRX5289970	TFs and others	NR3C1	Lung	BEAS-2B	1661	73/1680	8/57	-2.39365	-0.42387	0.309598
SRX2251225	TFs and others	BRD4	Prostate	C4-2	24585	247/1680	17/57	-2.39006	-0.422597	0.492962
SRX366793	TFs and others	BRD3	Blood	MM.1S	3321	421/1680	5/57	-2.37273	-0.409606	2.85679
SRX1842781	TFs and others	MYCN	Neural	Neuroblastoma	338	29/1680	5/57	-2.36876	-0.409606	0.196786
SRX9178818	TFs and others	HAP1	Blood	HAP1	12304	340/1680	21/57	-2.3659	-0.409606	0.54932
SRX367491	TFs and others	ASXL1	Kidney	293	13822	916/1680	20/57	-2.36293	-0.409606	1.55393
SRX5577160	TFs and others	AR	Prostate	LNCAP	1657	74/1680	8/57	-2.36024	-0.409606	0.313839
SRX6913067	TFs and others	BRD4	Blood	THP-1	1381	74/1680	8/57	-2.36024	-0.409606	0.313839
SRX1514969	TFs and others	GFP	Kidney	293	8359	486/1680	7/57	-2.35594	-0.409606	2.35561
SRX2355073	TFs and others	JUN	Cardiovascular	HAEC	35523	855/1680	18/57	-2.34985	-0.409606	1.61161
SRX361198	TFs and others	TP53	Bone	Saos-2	647	43/1680	6/57	-2.34908	-0.409606	0.243155
SRX4741791	TFs and others	HIF1A	Cardiovascular	EA.hy926	2338	43/1680	6/57	-2.34908	-0.409606	0.243155
SRX9178819	TFs and others	HAP1	Blood	HAP1	4079	43/1680	6/57	-2.34908	-0.409606	0.243155
SRX5289973	TFs and others	NR3C1	Lung	BEAS-2B	5524	342/1680	21/57	-2.34774	-0.409606	0.552551
SRX1013334	TFs and others	SMC1A	Liver	HuCCT1	62148	823/1680	17/57	-2.34619	-0.409606	1.64254
SRX9178809	TFs and others	HAP1	Blood	HAP1	7923	110/1680	10/57	-2.34223	-0.409606	0.373214
SRX4599937	TFs and others	Epitope tags	Kidney	293	533	8/1680	3/57	-2.33851	-0.409606	0.0904762
SRX5803018	TFs and others	POLR3C	Kidney	293	1862	8/1680	3/57	-2.33851	-0.409606	0.0904762
SRX5803019	TFs and others	POLR3C	Kidney	293	1992	8/1680	3/57	-2.33851	-0.409606	0.0904762
SRX186618	TFs and others	MAZ	Lung	IMR-90	18778	1087/1680	26/57	-2.33736	-0.409606	1.41848
SRX150715	TFs and others	NRF1	Uterus	HeLa	1881	227/1680	1/57	-2.3338	-0.408852	7.70179
SRX360577	TFs and others	NIPBL	Digestive tract	GP5d	2644	149/1680	12/57	-2.33241	-0.408852	0.42128
SRX2267463	TFs and others	BRD4	Others	RT-112	11568	415/1680	24/57	-2.3156	-0.394125	0.586682
SRX7902979	TFs and others	EGR1	Blood	Macrophages	458	30/1680	5/57	-2.31272	-0.393318	0.203571
SRX8037076	TFs and others	KLF5	Lung	HARA	10215	630/1680	11/57	-2.30975	-0.392933	1.94318
SRX9178832	TFs and others	HAP1	Blood	HAP1	15452	493/1680	27/57	-2.30625	-0.392933	0.619511
SRX268451	TFs and others	GRHL2	Lung	Tracheal epithelial cells	25019	165/1680	0/57	-2.30524	-0.392933	inf
SRX6935383	TFs and others	MYC	Neural	SK-N-SH	3288	254/1680	17/57	-2.30414	-0.392933	0.506933
SRX9178839	TFs and others	HAP1	Blood	HAP1	6242	76/1680	8/57	-2.29512	-0.385937	0.322321
SRX5527615	TFs and others	EP300	Cardiovascular	HUVEC	27870	255/1680	17/57	-2.29101	-0.385191	0.508929
SRX5289965	TFs and others	NR3C1	Lung	BEAS-2B	1858	112/1680	10/57	-2.29	-0.385191	0.38
SRX359887	TFs and others	GLI2	Digestive tract	LoVo	4599	513/1680	28/57	-2.28621	-0.385191	0.62162
SRX100562	TFs and others	RAD21	Liver	Hep G2	51580	322/1680	3/57	-2.28414	-0.385191	3.64167
SRX186633	TFs and others	RAD21	Neural	SK-N-SH	50262	326/1680	3/57	-2.28295	-0.385191	3.6869
SRX190233	TFs and others	CEBPD	Liver	Hep G2	5908	276/1680	2/57	-2.28242	-0.385191	4.68214
SRX8699643	TFs and others	INTS3	Digestive tract	DLD-1	1677	94/1680	9/57	-2.28004	-0.384772	0.354365
DRX234811	TFs and others	MEAF6	Kidney	293	13230	228/1680	16/57	-2.27221	-0.379209	0.483482
SRX1514988	TFs and others	GFP	Kidney	293	2633	31/1680	5/57	-2.25867	-0.379209	0.210357
SRX10657964	TFs and others	Epitope tags	Blood	NALM-6	3653	95/1680	9/57	-2.25192	-0.379209	0.358135
SRX5738751	TFs and others	Crotonyllysine	Pluripotent stem cell	ES cells	17499	165/1680	13/57	-2.2472	-0.379209	0.430632
SRX4708083	TFs and others	RBM22	Blood	K-562	5681	273/1680	18/57	-2.24231	-0.379209	0.514583
SRX10030481	TFs and others	AR	Prostate	LNCAP	663	19/1680	4/57	-2.23695	-0.379209	0.161161
SRX5771666	TFs and others	SOX2	Gonad	N2102Ep	18011	19/1680	4/57	-2.23695	-0.379209	0.161161
SRX130267	TFs and others	TET3	Kidney	293	349	9/1680	3/57	-2.22374	-0.379209	0.101786
SRX3422687	TFs and others	MYC	Kidney	293	737	9/1680	3/57	-2.22374	-0.379209	0.101786
SRX359879	TFs and others	ARNT2	Digestive tract	LoVo	358	9/1680	3/57	-2.22374	-0.379209	0.101786
SRX5803016	TFs and others	POLR3C	Kidney	293	1770	9/1680	3/57	-2.22374	-0.379209	0.101786
SRX5803017	TFs and others	POLR3C	Kidney	293	1876	9/1680	3/57	-2.22374	-0.379209	0.101786
SRX8907438	TFs and others	CHD4	Muscle	SCMC	337	9/1680	3/57	-2.22374	-0.379209	0.101786
SRX7902981	TFs and others	EGR1	Blood	Macrophages	1096	134/1680	11/57	-2.22268	-0.379209	0.413312
SRX3342251	TFs and others	HIF1A	Prostate	PC-3	29162	1306/1680	35/57	-2.22214	-0.379209	1.26602
SRX1280451	TFs and others	NRF1	Breast	HCC1954	12889	970/1680	22/57	-2.22054	-0.379209	1.49594
SRX2734626	TFs and others	MYC	Digestive tract	HCT 116	838	46/1680	6/57	-2.21911	-0.379209	0.260119
DRX156349	TFs and others	MGMT	Neural	U-87 MG	812	2/1680	2/57	-2.21567	-0.379209	0.0339286
