SRX3873726	TFs and others	MYC	Lung	SW 1271	19168	98/180	781/2511	-9.24029	-5.27326	1.75045
SRX7692441	TFs and others	POLR2C	Digestive tract	HCT 116	15724	80/180	676/2511	-5.91454	-3.40474	1.65089
SRX7692436	TFs and others	POLR2C	Digestive tract	HCT 116	17944	88/180	775/2511	-5.88687	-3.38449	1.584
SRX9317685	TFs and others	EP300	Blood	Fujioka	12598	43/180	268/2511	-5.86181	-3.36673	2.23825
SRX10913936	TFs and others	SP1	Epidermis	Dermal fibroblast	3777	41/180	251/2511	-5.83474	-3.3502	2.27869
SRX9055420	TFs and others	KLF1	Blood	HUDEP-2	13166	75/180	619/2511	-5.82473	-3.3502	1.69023
SRX4708046	TFs and others	XRCC5	Liver	Hep G2	20017	72/180	584/2511	-5.82409	-3.3502	1.71986
SRX265420	TFs and others	KDM5B	Breast	T-47D	55824	100/180	931/2511	-5.81382	-3.34677	1.49839
SRX10382426	TFs and others	TET1	Pluripotent stem cell	hESC H1	20673	62/180	471/2511	-5.79493	-3.33461	1.83631
SRX6366602	TFs and others	Epitope tags	Uterus	Ishikawa	4670	52/180	362/2511	-5.77686	-3.3239	2.00387
SRX8337455	TFs and others	NFYA	Blood	HUDEP-2	7683	65/180	504/2511	-5.77106	-3.3239	1.79911
SRX8080568	TFs and others	POU2F1	Breast	Mammary gland ductal carcinoma	18399	87/180	767/2511	-5.74043	-3.30211	1.58233
SRX250093	TFs and others	FOXA1	Breast	MDA-MB-453	62978	112/180	1098/2511	-5.73649	-3.30211	1.42295
SRX4708116	TFs and others	YY1	Liver	Hep G2	13946	71/180	573/2511	-5.71871	-3.29058	1.72853
SRX8037077	TFs and others	KLF5	Digestive tract	HT-29	20557	104/180	987/2511	-5.7105	-3.28853	1.46991
SRX6366601	TFs and others	Epitope tags	Uterus	Ishikawa	4192	49/180	332/2511	-5.67979	-3.27855	2.05889
SRX3857000	TFs and others	CDKN1B	Breast	MDA-MB-231	29267	116/180	1160/2511	-5.67185	-3.27855	1.395
SRX6602363	TFs and others	ARNTL	Neural	Glioma stem cells	7860	37/180	217/2511	-5.66295	-3.27855	2.37857
SRX2442440	TFs and others	FGFR1	Pluripotent stem cell	iPS derived neural cells	13470	66/180	519/2511	-5.66213	-3.27855	1.77399
SRX190264	TFs and others	CREB1	Liver	Hep G2	26190	89/180	794/2511	-5.65193	-3.27855	1.56366
SRX150639	TFs and others	RFX5	Uterus	HeLa	18692	93/180	849/2511	-5.64682	-3.27855	1.52809
SRX2731518	TFs and others	NCAPH2	Kidney	293	9884	40/180	246/2511	-5.64504	-3.27855	2.26829
SRX100495	TFs and others	TAF1	Pluripotent stem cell	hESC H1	19565	72/180	586/2511	-5.64125	-3.27855	1.71399
SRX9867025	TFs and others	BCL11B	Blood	TALL-1	31691	85/180	746/2511	-5.63602	-3.27855	1.58948
SRX1726515	TFs and others	E2F1	Blood	MM.1S	5900	55/180	397/2511	-5.63438	-3.27855	1.93262
SRX4708107	TFs and others	RBM25	Liver	Hep G2	32999	59/180	442/2511	-5.63353	-3.27855	1.8621
SRX10045364	TFs and others	ASXL1	Blood	THP-1	11513	64/180	496/2511	-5.63271	-3.27855	1.8
SRX1497394	TFs and others	MYC	Blood	RAJI	13084	57/180	422/2511	-5.58845	-3.2395	1.88424
SRX3857001	TFs and others	CDKN1B	Breast	MDA-MB-231	25604	110/180	1080/2511	-5.5672	-3.22339	1.42083
SRX4155858	TFs and others	MYCN	Neural	KELLY	23632	70/180	567/2511	-5.55774	-3.21901	1.72222
SRX8380464	TFs and others	BRD4	Uterus	HeLa	35757	127/180	1322/2511	-5.54501	-3.2113	1.34013
SRX3789539	TFs and others	RUNX1	Blood	Acute myeloid leukemia	3079	41/180	256/2511	-5.53104	-3.20281	2.23418
SRX8080570	TFs and others	POU2F1	Breast	Mammary gland ductal carcinoma	19246	87/180	776/2511	-5.52665	-3.20281	1.56398
SRX186636	TFs and others	MXI1	Neural	SK-N-SH	29389	76/180	643/2511	-5.50679	-3.19296	1.64883
SRX8449942	TFs and others	BAHCC1	Blood	Jurkat	25122	73/180	607/2511	-5.50462	-3.19296	1.67768
SRX4046308	TFs and others	RBBP5	Blood	Erythroblasts	14348	67/180	538/2511	-5.5024	-3.19296	1.73727
SRX6483138	TFs and others	SMARCA4	Neural	NGP	12235	58/180	435/2511	-5.48814	-3.18339	1.86
SRX1041842	TFs and others	TRIM24	Prostate	LNCAP	13175	43/180	275/2511	-5.47872	-3.18242	2.18127
SRX5075168	TFs and others	SMARCA4	Neural	Neural progenitor cells	28648	68/180	548/2511	-5.47344	-3.18242	1.73102
SRX7196715	TFs and others	BMI1	Neural	SU-DIPG-IV	22502	36/180	212/2511	-5.47338	-3.18242	2.36887
SRX5821024	TFs and others	CTCF	Blood	CD34+	27803	54/180	394/2511	-5.42648	-3.14079	1.91193
SRX6366607	TFs and others	Epitope tags	Uterus	Ishikawa	16620	81/180	706/2511	-5.4228	-3.14079	1.6005
SRX190269	TFs and others	SP1	Lung	A549	29606	128/180	1342/2511	-5.39581	-3.12305	1.33055
SRX4342283	TFs and others	AHR	Blood	GM17212	3177	38/180	232/2511	-5.3937	-3.12305	2.28491
SRX129084	TFs and others	MAX	Blood	P493-6	20600	72/180	596/2511	-5.39196	-3.12305	1.68523
SRX063917	TFs and others	ERG	Breast	MCF-7	14218	50/180	354/2511	-5.37341	-3.10878	1.97034
SRX6780894	TFs and others	CREB1	Pluripotent stem cell	iPS derived neural cells	16335	72/180	599/2511	-5.36881	-3.10841	1.67679
SRX2565135	TFs and others	E2F1	Prostate	LNCAP	17511	75/180	637/2511	-5.34972	-3.09763	1.64246
SRX5661982	TFs and others	CREB1	Kidney	Kidney Cortex	32278	115/180	1160/2511	-5.34628	-3.09763	1.38297
SRX9932043	TFs and others	STAT5A	Breast	MCF-7	8189	66/180	532/2511	-5.34556	-3.09763	1.73064
SRX265229	TFs and others	ELF1	Blood	ME-1	9790	41/180	264/2511	-5.32366	-3.07991	2.16648
SRX7692437	TFs and others	POLR2C	Digestive tract	HCT 116	18669	87/180	785/2511	-5.31874	-3.07991	1.54605
SRX3881554	TFs and others	O-GlcNAc	Prostate	LNCAP	10561	67/180	542/2511	-5.31546	-3.07991	1.72445
SRX7135363	TFs and others	HDAC2	Blood	K-562	3766	45/180	303/2511	-5.31175	-3.07991	2.07178
SRX2281260	TFs and others	KMT2A	Blood	Bone marrow mononuclear cells	31999	83/180	736/2511	-5.30467	-3.07676	1.57317
SRX334247	TFs and others	E2F1	Unclassified	Unclassified	4919	42/180	270/2511	-5.29838	-3.07437	2.17
SRX054576	TFs and others	Epitope tags	Breast	MCF-7	15068	76/180	651/2511	-5.28903	-3.06888	1.62857
SRX9498730	TFs and others	TBP	Blood	K-562	8715	62/180	487/2511	-5.27905	-3.06272	1.77598
SRX6665793	TFs and others	Epitope tags	Kidney	HK-2	5470	67/180	546/2511	-5.26708	-3.05789	1.71181
SRX9932053	TFs and others	STAT5A	Breast	MCF-7	12796	77/180	660/2511	-5.2635	-3.05789	1.6275
SRX210718	TFs and others	MYC	Kidney	293	10626	65/180	520/2511	-5.26294	-3.05789	1.74375
SRX4708115	TFs and others	YY1	Liver	Hep G2	12034	65/180	521/2511	-5.25385	-3.0525	1.7404
SRX1515062	TFs and others	GFP	Kidney	293	9351	47/180	326/2511	-5.24552	-3.04783	2.0112
SRX2711485	TFs and others	USP7	Blood	Jurkat	16463	58/180	441/2511	-5.23466	-3.04061	1.83469
SRX8449940	TFs and others	BAHCC1	Blood	Jurkat	22309	71/180	592/2511	-5.22148	-3.03103	1.67306
SRX4342282	TFs and others	AHR	Blood	GM17212	2570	35/180	209/2511	-5.21226	-3.02539	2.33612
SRX8726297	TFs and others	BMI1	Others	Tumor	14115	42/180	276/2511	-5.19374	-3.01228	2.12283
SRX725582	TFs and others	MYB	Blood	Jurkat	30015	71/180	595/2511	-5.19209	-3.01228	1.66462
SRX4708108	TFs and others	RBM25	Liver	Hep G2	35968	63/180	501/2511	-5.18657	-3.01025	1.75419
SRX5821031	TFs and others	GATA1	Blood	CD34+	12681	48/180	335/2511	-5.16572	-2.9948	1.99881
SRX8337454	TFs and others	NFYA	Blood	HUDEP-1	7206	61/180	477/2511	-5.16214	-2.9948	1.78396
SRX5821025	TFs and others	CTCF	Blood	CD34+	26706	50/180	356/2511	-5.16082	-2.9948	1.95927
SRX5770333	TFs and others	Epitope tags	Digestive tract	HCT 116	10537	54/180	401/2511	-5.1556	-2.99296	1.87855
SRX7551119	TFs and others	SETD1A	Uterus	HeLa	14212	75/180	644/2511	-5.14439	-2.9851	1.62461
SRX4374942	TFs and others	RBPJ	Breast	HCC1599	13661	79/180	690/2511	-5.13767	-2.98171	1.59717
SRX4155859	TFs and others	MYCN	Neural	KELLY	33256	78/180	683/2511	-5.13311	-2.98045	1.59312
SRX4792908	TFs and others	RAD21	Breast	T-47D	25585	50/180	359/2511	-5.12823	-2.97885	1.9429
SRX7551117	TFs and others	SETD1A	Uterus	HeLa	14498	72/180	610/2511	-5.11482	-2.96869	1.64656
SRX8536118	TFs and others	NFYB	Blood	HUDEP-2	11191	64/180	515/2511	-5.09791	-2.95622	1.73359
SRX4374941	TFs and others	RBPJ	Breast	HCC1599	15498	83/180	745/2511	-5.09591	-2.95622	1.55416
SRX1514973	TFs and others	GFP	Kidney	293	19348	80/180	707/2511	-5.06878	-2.93227	1.5785
SRX6066493	TFs and others	POLR2C	Digestive tract	HCT 116	18544	84/180	759/2511	-5.05269	-2.91934	1.54387
SRX6602360	TFs and others	ARNTL	Neural	Glioma stem cells	6718	33/180	193/2511	-5.04554	-2.91532	2.38523
SRX1293531	TFs and others	KMT2A	Blood	MV-4-11	26361	70/180	589/2511	-5.03864	-2.91154	1.65789
SRX100388	TFs and others	GABPA	Liver	Hep G2	11161	55/180	415/2511	-5.03403	-2.91002	1.8488
SRX250091	TFs and others	MYC	Breast	MDA-MB-453	26756	81/180	720/2511	-5.0241	-2.90316	1.56938
SRX265230	TFs and others	ERG	Blood	ME-1	26409	70/180	591/2511	-5.01443	-2.89812	1.65228
SRX129107	TFs and others	MAX	Lung	NCI-H128	32315	81/180	722/2511	-5.01299	-2.89812	1.56503
SRX4046307	TFs and others	MEN1	Blood	Erythroblasts	6594	53/180	394/2511	-5.00759	-2.89573	1.87652
SRX5289972	TFs and others	NR3C1	Lung	BEAS-2B	11672	86/180	783/2511	-4.98964	-2.88076	1.53218
SRX3472375	TFs and others	TP53BP1	Pluripotent stem cell	hESC H9	29510	82/180	736/2511	-4.96613	-2.86021	1.55421
SRX9867024	TFs and others	BCL11B	Blood	TALL-1	29842	82/180	737/2511	-4.95983	-2.85686	1.5521
SRX063918	TFs and others	ERG	Breast	MCF-7	15396	49/180	354/2511	-4.95593	-2.8559	1.93093
SRX275409	TFs and others	E2F1	Blood	OCI-LY1	6237	43/180	293/2511	-4.95304	-2.8559	2.04727
SRX3856998	TFs and others	JUN	Breast	MDA-MB-231	27108	108/180	1079/2511	-4.93117	-2.83691	1.39629
SRX3934085	TFs and others	INTS13	Blood	HL-60	15372	69/180	578/2511	-4.92709	-2.83688	1.66531
SRX4385550	TFs and others	SUPT5H	Digestive tract	HCT 116	13715	75/180	653/2511	-4.92542	-2.83688	1.60222
SRX1212234	TFs and others	CREB1	Prostate	LNCAP	8435	66/180	546/2511	-4.90778	-2.82207	1.68626
SRX2355078	TFs and others	RELA	Cardiovascular	HAEC	9316	63/180	514/2511	-4.88513	-2.80223	1.70982
SRX6027693	TFs and others	ESR1	Uterus	Ishikawa	32832	101/180	985/2511	-4.88211	-2.802	1.43041
SRX4065876	TFs and others	CTCF	Breast	MCF-7	35881	113/180	1153/2511	-4.87647	-2.80109	1.36717
SRX5661984	TFs and others	CREB1	Kidney	Kidney Cortex	31397	112/180	1140/2511	-4.87567	-2.80109	1.37053
SRX6596847	TFs and others	EGR1	Others	Fibroblasts	4338	28/180	151/2511	-4.86673	-2.79489	2.58675
SRX1165095	TFs and others	Epitope tags	Liver	Hep G2	16032	69/180	585/2511	-4.86358	-2.79447	1.64538
SRX734410	TFs and others	AR	Prostate	CWR22Pc	62142	66/180	550/2511	-4.86023	-2.79382	1.674
SRX2897197	TFs and others	ESR1	Breast	Breast cancer cells	19527	94/180	897/2511	-4.85582	-2.7921	1.46187
SRX5600898	TFs and others	OLIG2	Neural	Prefrontal Cortex	3765	34/180	204/2511	-4.82599	-2.76564	2.325
SRX4561210	TFs and others	EHMT2	Muscle	RH-41	11819	52/180	391/2511	-4.81736	-2.76564	1.85524
SRX159138	TFs and others	NOTCH1	Blood	HPB-ALL	38405	81/180	730/2511	-4.81637	-2.76564	1.54788
SRX326885	TFs and others	GABPA	Prostate	VCaP	12665	59/180	469/2511	-4.81521	-2.76564	1.7549
SRX3852892	TFs and others	NELFE	Blood	K-562	11730	59/180	469/2511	-4.81521	-2.76564	1.7549
SRX7549659	TFs and others	TFAP2C	Pluripotent stem cell	hESC UCLA1	27736	61/180	494/2511	-4.81356	-2.76564	1.72257
SRX992662	TFs and others	E2F1	Prostate	LNCAP	17851	77/180	682/2511	-4.81087	-2.76552	1.575
SRX204413	TFs and others	MAX	Blood	P493-6	14582	62/180	502/2511	-4.79881	-2.76088	1.72291
SRX2529782	TFs and others	Epitope tags	Blood	RAJI	17249	62/180	502/2511	-4.79881	-2.76088	1.72291
SRX1514930	TFs and others	GFP	Kidney	293	9163	28/180	153/2511	-4.79859	-2.76088	2.55294
SRX8536119	TFs and others	NFYB	Blood	HUDEP-2	8252	57/180	446/2511	-4.78857	-2.75558	1.78285
SRX5416008	TFs and others	WDR5	Liver	SMMC-7721	22521	27/180	142/2511	-4.78824	-2.75558	2.65246
SRX2281252	TFs and others	KMT2A	Blood	SEM	7460	48/180	349/2511	-4.7851	-2.75558	1.91862
SRX6366603	TFs and others	Epitope tags	Uterus	Ishikawa	3505	46/180	328/2511	-4.7833	-2.75558	1.9564
SRX4708036	TFs and others	RBM25	Liver	Hep G2	34959	82/180	743/2511	-4.77667	-2.75141	1.53957
SRX190354	TFs and others	MAX	Pluripotent stem cell	hESC H1	41716	71/180	613/2511	-4.74101	-2.72279	1.61574
SRX1674510	TFs and others	GATAD2B	Uterus	HeLa	2753	22/180	104/2511	-4.73782	-2.72279	2.95096
SRX6384756	TFs and others	MED26	Digestive tract	HCT 116	17745	93/180	885/2511	-4.73716	-2.72279	1.46593
SRX5316104	TFs and others	O-GlcNAc	Prostate	LNCAP	9397	65/180	542/2511	-4.73595	-2.72279	1.67297
SRX8949797	TFs and others	ASCL1	Unclassified	Unclassified	22112	65/180	542/2511	-4.73595	-2.72279	1.67297
SRX8949802	TFs and others	ASCL1	Unclassified	Unclassified	20597	50/180	374/2511	-4.73262	-2.72184	1.86497
SRX3657349	TFs and others	Epitope tags	Kidney	293	78227	93/180	888/2511	-4.72586	-2.71745	1.46098
SRX250092	TFs and others	AR	Breast	MDA-MB-453	37368	87/180	813/2511	-4.71975	-2.71369	1.4928
SRX037418	TFs and others	NFYA	Blood	K-562	8885	60/180	484/2511	-4.71555	-2.7132	1.72934
SRX2314264	TFs and others	SUPT5H	Blood	MOLT-4	15448	68/180	579/2511	-4.71459	-2.7132	1.63834
SRX3068920	TFs and others	AR	Prostate	22Rv1	2294	34/180	211/2511	-4.68445	-2.68864	2.24787
SRX9055419	TFs and others	KLF1	Blood	HUDEP-2	11015	63/180	520/2511	-4.68249	-2.68864	1.6901
SRX4708020	TFs and others	HNRNPC	Liver	Hep G2	10020	37/180	241/2511	-4.68132	-2.68864	2.1417
SRX5323892	TFs and others	STAT3	Breast	T-47D	31528	79/180	714/2511	-4.68084	-2.68864	1.54349
SRX4892335	TFs and others	Epitope tags	Kidney	293	7305	43/180	298/2511	-4.67625	-2.68632	2.01292
SRX10382402	TFs and others	QSER1	Pluripotent stem cell	hESC H1	34365	60/180	488/2511	-4.66423	-2.67655	1.71516
SRX7692440	TFs and others	POLR2C	Digestive tract	HCT 116	15049	73/180	636/2511	-4.65798	-2.67255	1.60118
SRX10881821	TFs and others	SS18L1	Kidney	G-401	20099	66/180	557/2511	-4.65526	-2.67206	1.65296
SRX359960	TFs and others	TAL1	Digestive tract	LoVo	8703	73/180	638/2511	-4.64921	-2.66875	1.59616
SRX10313958	TFs and others	ZBTB7A	Blood	HUDEP-2	25125	85/180	787/2511	-4.64684	-2.66875	1.50667
SRX6961668	TFs and others	SUPT5H	Digestive tract	HCT 116	16208	76/180	678/2511	-4.64532	-2.66875	1.56372
SRX6027685	TFs and others	ESR1	Uterus	Ishikawa	13760	70/180	601/2511	-4.63642	-2.66204	1.62479
SRX4342285	TFs and others	AHR	Blood	GM17212	3566	39/180	262/2511	-4.6325	-2.6603	2.07653
SRX1046558	TFs and others	RAG2	Blood	Thymus	21556	70/180	603/2511	-4.6264	-2.65636	1.6194
SRX326887	TFs and others	GABPA	Blood	Jurkat	23665	67/180	567/2511	-4.62127	-2.65339	1.64841
SRX5391526	TFs and others	MYC	Blood	RAJI	7080	49/180	366/2511	-4.61431	-2.64857	1.86762
SRX3856993	TFs and others	JUN	Breast	MDA-MB-231	33713	126/180	1352/2511	-4.6026	-2.64183	1.30007
SRX3857005	TFs and others	CDKN1B	Breast	MDA-MB-231	35232	126/180	1352/2511	-4.6026	-2.64183	1.30007
SRX3186360	TFs and others	Epitope tags	Lung	HCC95	3629	30/180	174/2511	-4.59927	-2.64183	2.40517
SRX471877	TFs and others	ERG	Prostate	VCaP	6616	34/180	214/2511	-4.59909	-2.64183	2.21636
SRX5661983	TFs and others	CREB1	Kidney	Kidney Cortex	29137	110/180	1123/2511	-4.59105	-2.63588	1.36643
SRX3857002	TFs and others	CDKN1B	Breast	MDA-MB-231	35051	124/180	1323/2511	-4.58638	-2.63329	1.30748
SRX3229145	TFs and others	ESR1	Breast	Breast cancer	21764	82/180	752/2511	-4.58358	-2.63257	1.52114
SRX6365882	TFs and others	TOP2B	Neural	BT142	14105	45/180	325/2511	-4.57821	-2.62926	1.93154
SRX5323888	TFs and others	STAT3	Breast	T-47D	29284	78/180	703/2511	-4.57368	-2.62678	1.5478
SRX8080569	TFs and others	POU2F1	Breast	Mammary gland ductal carcinoma	11925	59/180	478/2511	-4.56567	-2.62082	1.72186
SRX4046310	TFs and others	KDM6A	Blood	Erythroblasts	15219	36/180	234/2511	-4.55435	-2.6127	2.14615
SRX8536121	TFs and others	NFYB	Blood	HUDEP-2	6206	54/180	423/2511	-4.55112	-2.6127	1.78085
SRX4611696	TFs and others	ESR1	Breast	MCF-7	42265	52/180	399/2511	-4.5499	-2.6127	1.81805
SRX1165104	TFs and others	Epitope tags	Liver	Hep G2	10162	65/180	546/2511	-4.54947	-2.6127	1.66071
SRX5289960	TFs and others	NR3C1	Lung	BEAS-2B	25106	118/180	1242/2511	-4.54516	-2.61061	1.32536
SRX2314262	TFs and others	SUPT5H	Blood	MOLT-4	13732	65/180	547/2511	-4.5434	-2.61061	1.65768
SRX9419923	TFs and others	BRD4	Breast	SK-BR-3	25843	88/180	832/2511	-4.53069	-2.59988	1.47548
SRX5416007	TFs and others	PTEN	Liver	SMMC-7721	22609	26/180	140/2511	-4.5239	-2.5964	2.59071
SRX3345954	TFs and others	INTS13	Blood	HL-60	12535	57/180	456/2511	-4.52328	-2.5964	1.74375
SRX2014504	TFs and others	RUNX1	Blood	Jurkat	33270	46/180	334/2511	-4.50588	-2.58095	1.92126
SRX7196721	TFs and others	BMI1	Neural	SF8628	19935	33/180	206/2511	-4.50354	-2.58055	2.23471
SRX218419	TFs and others	KLF1	Blood	Erythroid Cells	54700	89/180	846/2511	-4.50032	-2.57927	1.46755
SRX7902981	TFs and others	EGR1	Blood	Macrophages	1096	23/180	117/2511	-4.48595	-2.56683	2.74231
SRX189238	TFs and others	MAX	Lung	NCI-H128	24130	76/180	684/2511	-4.46939	-2.55218	1.55
SRX10913937	TFs and others	SP1	Epidermis	Dermal fibroblast	2327	30/180	179/2511	-4.46137	-2.54607	2.33799
SRX4370436	TFs and others	CTCF	Neural	Anterior temporal cortex	7145	32/180	195/2511	-4.45141	-2.54212	2.28923
SRX8949803	TFs and others	ASCL1	Unclassified	Unclassified	20255	53/180	412/2511	-4.44937	-2.54212	1.79454
SRX7030928	TFs and others	NELFA	Breast	MCF-7	13756	69/180	601/2511	-4.44824	-2.54212	1.60158
SRX752909	TFs and others	CREB1	Prostate	LNCAP	12469	69/180	601/2511	-4.44824	-2.54212	1.60158
SRX666556	TFs and others	HIF1A	Breast	T-47D	75130	125/180	1344/2511	-4.448	-2.54212	1.29743
SRX3857006	TFs and others	CDKN1B	Breast	MDA-MB-231	12902	76/180	687/2511	-4.44444	-2.54123	1.54323
SRX204905	TFs and others	BRD4	Blood	MM.1S	21154	73/180	647/2511	-4.44339	-2.54123	1.57396
SRX6027688	TFs and others	ESR1	Uterus	Ishikawa	21394	63/180	531/2511	-4.42991	-2.52959	1.65508
SRX213628	TFs and others	MYC	Uterus	HeLa	11770	70/180	611/2511	-4.42032	-2.52184	1.5982
SRX4892338	TFs and others	Epitope tags	Kidney	293	78191	92/180	889/2511	-4.41378	-2.51712	1.44364
