SRX7972427	TFs and others	MKL1	Epidermis	MKL-1	27136	10/67	275/528	-8.47599	-4.20547	0.286567
SRX190351	TFs and others	TEAD4	Blood	K-562	34673	11/67	199/528	-3.40708	-0.846069	0.435611
SRX9178811	TFs and others	HAP1	Blood	HAP1	7183	5/67	139/528	-3.40651	-0.846069	0.283475
SRX100443	TFs and others	SPI1	Blood	GM12891	42742	5/67	136/528	-3.39837	-0.846069	0.289728
SRX116442	TFs and others	RBBP5	Blood	K-562	12326	21/67	287/528	-3.37923	-0.846069	0.576629
SRX5574364	TFs and others	SPI1	Blood	Dendritic Cells	64281	2/67	100/528	-3.37661	-0.846069	0.157612
SRX5574342	TFs and others	SPI1	Blood	Monocytes	31990	2/67	97/528	-3.3708	-0.846069	0.162487
SRX093183	TFs and others	SPI1	Blood	Monocytes	23021	4/67	125/528	-3.36746	-0.846069	0.252179
SRX4001818	TFs and others	SPI1	Blood	Macrophages	63875	4/67	126/528	-3.36382	-0.846069	0.250178
SRX186645	TFs and others	RBBP5	Blood	K-562	12117	21/67	286/528	-3.36071	-0.846069	0.578645
SRX5574509	TFs and others	SPI1	Blood	TALL-1	58010	3/67	113/528	-3.3502	-0.843112	0.209219
SRX2510812	TFs and others	NELFA	Uterus	HeLa	5374	10/67	188/528	-3.29117	-0.791506	0.419181
SRX100442	TFs and others	POU2F2	Blood	GM12891	13378	14/67	225/528	-3.2748	-0.788424	0.490348
SRX190299	TFs and others	SPI1	Blood	HL-60	56026	6/67	146/528	-3.27361	-0.788424	0.32386
SRX5702624	TFs and others	ESR1	Breast	Breast cancer cells	10400	25/67	95/528	-3.26234	-0.784216	2.07384
SRX5416007	TFs and others	PTEN	Liver	SMMC-7721	22609	33/67	145/528	-3.24867	-0.777495	1.79352
SRX6743819	TFs and others	TFEB	Pluripotent stem cell	iPS cells	13773	33/67	147/528	-3.2173	-0.752965	1.76911
SRX5527617	TFs and others	EP300	Cardiovascular	HUVEC	26078	23/67	301/528	-3.20477	-0.747168	0.602172
SRX8570844	TFs and others	HAP1	Blood	KBM-7	30809	21/67	285/528	-3.18577	-0.734798	0.580676
SRX5738755	TFs and others	Crotonyllysine	Pluripotent stem cell	hESC derived Endodermal cells	24048	19/67	267/528	-3.17666	-0.732219	0.560792
SRX1424881	TFs and others	KMT2A	Blood	SEM	5529	4/67	122/528	-3.1627	-0.724693	0.25838
SRX100429	TFs and others	SPI1	Blood	K-562	24448	3/67	108/528	-3.1517	-0.720033	0.218905
SRX3229155	TFs and others	ESR1	Breast	Breast cancer	3363	18/67	58/528	-3.11883	-0.693412	2.4457
SRX3285556	TFs and others	ESR1	Breast	C70R	7265	10/67	20/528	-3.09102	-0.675076	3.9403
SRX198034	TFs and others	BRD4	Blood	CD4+ T cells	6950	10/67	183/528	-3.08826	-0.675076	0.430634
SRX5574373	TFs and others	SPI1	Blood	Monocytes	15801	0/67	60/528	-3.06512	-0.657927	0
SRX1880279	TFs and others	MYC	Blood	Jurkat	2143	0/67	61/528	-3.05613	-0.657695	0
SRX4792910	TFs and others	RAD21	Breast	T-47D	3120	12/67	29/528	-3.05315	-0.657695	3.26094
SRX8570842	TFs and others	HAP1	Blood	KBM-7	26302	11/67	194/528	-3.03454	-0.644838	0.446838
SRX327752	TFs and others	BRD4	Neural	U-87 MG	33845	25/67	310/528	-2.98762	-0.639007	0.635532
SRX3271002	TFs and others	KDM1A	Pluripotent stem cell	hESC derived pancreatic cells	21954	22/67	289/528	-2.98007	-0.639007	0.599907
SRX8053100	TFs and others	KDM5A	Blood	MM.1S	9929	23/67	295/528	-2.97509	-0.639007	0.614419
SRX518680	TFs and others	SPI1	Blood	NCI-H929	10313	2/67	91/528	-2.97498	-0.639007	0.1732
SRX4001819	TFs and others	SPI1	Blood	Macrophages	95501	9/67	171/528	-2.97497	-0.639007	0.414768
SRX5574361	TFs and others	SPI1	Blood	Dendritic Cells	72021	9/67	171/528	-2.97497	-0.639007	0.414768
SRX6913074	TFs and others	BRD2	Blood	K-562	5230	9/67	171/528	-2.97497	-0.639007	0.414768
SRX219372	TFs and others	BRD4	Blood	MM.1S	16934	17/67	244/528	-2.97349	-0.639007	0.549058
SRX9029206	TFs and others	CEBPB	Blood	Neutrophils	18500	2/67	92/528	-2.97065	-0.639007	0.171317
SRX5574514	TFs and others	SPI1	Liver	Hep G2	34933	4/67	116/528	-2.96692	-0.639007	0.271745
SRX5574457	TFs and others	SPI1	Blood	CTV-1	37594	2/67	93/528	-2.95853	-0.639007	0.169475
SRX5527615	TFs and others	EP300	Cardiovascular	HUVEC	27870	20/67	270/528	-2.95841	-0.639007	0.583748
SRX190185	TFs and others	MTA3	Blood	GM12878	13093	4/67	115/528	-2.95797	-0.639007	0.274108
SRX1089833	TFs and others	SPI1	Blood	Hematopoietic Stem Cells	78791	7/67	149/528	-2.95528	-0.639007	0.370229
SRX9029208	TFs and others	SPI1	Blood	Neutrophils	36069	10/67	180/528	-2.90596	-0.594484	0.437811
SRX10760632	TFs and others	BRD4	Blood	MM.1S	12641	14/67	217/528	-2.88844	-0.58171	0.508426
SRX017889	TFs and others	RELA	Blood	GM10847	159	3/67	0/528	-2.86283	-0.564673	inf
SRX4792909	TFs and others	RAD21	Breast	T-47D	4861	16/67	50/528	-2.86206	-0.564673	2.52179
SRX5574356	TFs and others	SPI1	Blood	Monocytes	28613	1/67	73/528	-2.85273	-0.559937	0.107953
SRX7748766	TFs and others	BRD2	Digestive tract	DLD-1	25358	32/67	361/528	-2.83785	-0.549606	0.698557
SRX2770859	TFs and others	SMC1A	Blood	Macrophages	29541	6/67	7/528	-2.82719	-0.543446	6.7548
SRX150545	TFs and others	MYC	Blood	K-562	5759	5/67	126/528	-2.82161	-0.54232	0.312722
SRX2770854	TFs and others	SPI1	Blood	Macrophages	47143	5/67	124/528	-2.81378	-0.538901	0.317766
SRX9498684	TFs and others	TBP	Blood	K-562	4525	9/67	168/528	-2.79168	-0.521164	0.422175
SRX7368256	TFs and others	MITF	Epidermis	Hermes 3C	48664	12/67	196/528	-2.78657	-0.520375	0.482486
SRX2194283	TFs and others	BRD4	Breast	SUM 159PT	19859	22/67	284/528	-2.77401	-0.515941	0.610469
SRX5574345	TFs and others	SPI1	Blood	Monocytes	32163	4/67	114/528	-2.77362	-0.515941	0.276512
SRX7624161	TFs and others	ESR1	Breast	T-47D	21300	29/67	127/528	-2.76894	-0.515458	1.79951
SRX2198831	TFs and others	LARP7	Uterus	HeLa	12073	3/67	101/528	-2.75534	-0.506013	0.234077
SRX8570843	TFs and others	HAP1	Blood	KBM-7	23581	13/67	205/528	-2.74401	-0.498799	0.499745
SRX4976905	TFs and others	TP63	Pluripotent stem cell	hESC H9	1902	4/67	2/528	-2.7302	-0.491662	15.7612
SRX9932054	TFs and others	STAT5A	Breast	MCF-7	2334	24/67	97/528	-2.72754	-0.491662	1.94984
SRX9600660	TFs and others	G-quadruplex	Blood	K-562	424	10/67	23/528	-2.72475	-0.491662	3.42635
SRX3800729	TFs and others	RAD21	Breast	T-47D	1805	7/67	11/528	-2.7081	-0.478978	5.01493
SRX7944501	TFs and others	ESR1	Uterus	Ishikawa	12110	29/67	131/528	-2.69299	-0.467797	1.74456
SRX9600661	TFs and others	G-quadruplex	Blood	K-562	434	9/67	19/528	-2.68719	-0.465893	3.73291
SRX1136734	TFs and others	JUND	Epidermis	Melanoma	4003	11/67	182/528	-2.64409	-0.438386	0.4763
SRX5574363	TFs and others	SPI1	Blood	Dendritic Cells	43358	0/67	52/528	-2.642	-0.438386	0
SRX5574365	TFs and others	SPI1	Blood	Dendritic Cells	39562	0/67	52/528	-2.642	-0.438386	0
SRX9932059	TFs and others	STAT5A	Breast	MCF-7	3585	30/67	138/528	-2.64102	-0.438386	1.71317
SRX4342285	TFs and others	AHR	Blood	GM17212	3566	24/67	100/528	-2.6379	-0.438386	1.89134
SRX023653	TFs and others	PHF8	Uterus	HeLa	2966	5/67	122/528	-2.63447	-0.438386	0.322975
SRX100576	TFs and others	SPI1	Blood	GM12878	36094	5/67	123/528	-2.62972	-0.438386	0.320349
SRX2268286	TFs and others	SPI1	Blood	THP-1	70468	5/67	123/528	-2.62972	-0.438386	0.320349
SRX5360651	TFs and others	Epitope tags	Epidermis	BJ	12819	15/67	48/528	-2.61632	-0.428589	2.46269
SRX5574449	TFs and others	SPI1	Blood	CTV-1	94595	9/67	163/528	-2.60761	-0.426076	0.435125
SRX11399798	TFs and others	HDAC1	Lung	NCI-H1963	5769	12/67	192/528	-2.60607	-0.426076	0.492537
SRX5702623	TFs and others	ESR1	Breast	Breast cancer cells	16957	35/67	172/528	-2.60253	-0.426076	1.60361
SRX150398	TFs and others	MAX	Uterus	HeLa	14944	18/67	245/528	-2.59622	-0.426076	0.578983
SRX190332	TFs and others	MYBL2	Liver	Hep G2	15320	18/67	245/528	-2.59622	-0.426076	0.578983
SRX2268287	TFs and others	SPI1	Blood	THP-1	79474	7/67	141/528	-2.5879	-0.425795	0.391235
SRX6913085	TFs and others	BRD2	Blood	K-562	9098	19/67	253/528	-2.58133	-0.425795	0.591823
SRX6913083	TFs and others	BRD4	Blood	K-562	16748	23/67	287/528	-2.58021	-0.425795	0.631546
SRX4792908	TFs and others	RAD21	Breast	T-47D	25585	45/67	248/528	-2.57915	-0.425795	1.42995
SRX3737118	TFs and others	NELFA	Kidney	293	10813	25/67	301/528	-2.57904	-0.425795	0.654535
SRX2268284	TFs and others	SPI1	Blood	THP-1	65678	3/67	97/528	-2.56499	-0.42158	0.24373
SRX5574453	TFs and others	SPI1	Blood	CTV-1	40532	3/67	97/528	-2.56499	-0.42158	0.24373
SRX9029207	TFs and others	CEBPB	Blood	Neutrophils	23390	3/67	97/528	-2.56499	-0.42158	0.24373
SRX4119730	TFs and others	Epitope tags	Kidney	293	354	8/67	16/528	-2.54027	-0.403293	3.9403
SRX5136353	TFs and others	RTA	Blood	BCBL1	2148	8/67	16/528	-2.54027	-0.403293	3.9403
SRX3591432	TFs and others	BRD4	Blood	B-CLL cells	7794	14/67	210/528	-2.52518	-0.391384	0.525373
SRX150490	TFs and others	MYC	Blood	K-562	5967	6/67	130/528	-2.51679	-0.386153	0.36372
SRX12129506	TFs and others	BRD4	Blood	T cells	3915	6/67	129/528	-2.51326	-0.385758	0.366539
SRX1079384	TFs and others	SUMO2	Prostate	VCaP	20720	11/67	181/528	-2.48277	-0.375782	0.478931
SRX9600665	TFs and others	G-quadruplex	Blood	K-562	659	12/67	35/528	-2.47681	-0.375782	2.70192
SRX2194271	TFs and others	BRD4	Breast	SUM 159PT	37180	34/67	367/528	-2.47173	-0.375782	0.730083
SRX190194	TFs and others	GATA3	Neural	SK-N-SH	67373	11/67	178/528	-2.46996	-0.375782	0.487003
SRX7701213	TFs and others	BRD4	Lung	NCI-H1963	4282	11/67	178/528	-2.46996	-0.375782	0.487003
SRX3110721	TFs and others	ESR1	Breast	MCF-7	7179	17/67	61/528	-2.46569	-0.375782	2.19623
SRX190205	TFs and others	REST	Lung	A549	11946	16/67	225/528	-2.46191	-0.375782	0.560398
SRX7805370	TFs and others	ZFX	Kidney	293	7180	23/67	97/528	-2.45615	-0.375782	1.8686
SRX100545	TFs and others	JUND	Liver	Hep G2	19848	16/67	224/528	-2.4557	-0.375782	0.5629
SRX3881553	TFs and others	MYC	Prostate	LNCAP	2341	1/67	66/528	-2.45399	-0.375782	0.119403
SRX5574461	TFs and others	SPI1	Blood	CTV-1	40626	5/67	117/528	-2.45141	-0.375782	0.336778
SRX190337	TFs and others	NFIC	Blood	GM12878	21528	5/67	119/528	-2.44708	-0.375782	0.331118
SRX2355077	TFs and others	RELA	Cardiovascular	HAEC	546	6/67	9/528	-2.44258	-0.375782	5.25373
SRX4792912	TFs and others	RAD21	Breast	T-47D	16942	39/67	207/528	-2.44045	-0.375782	1.48475
SRX5416008	TFs and others	WDR5	Liver	SMMC-7721	22521	29/67	136/528	-2.4392	-0.375782	1.68042
SRX2922232	TFs and others	ESR1	Breast	SUM 44PE	16346	24/67	101/528	-2.43724	-0.375782	1.87262
SRX7760063	TFs and others	FOS	Pancreas	CFPAC-1	13879	0/67	48/528	-2.43165	-0.375782	0
SRX190236	TFs and others	ATF2	Blood	GM12878	20349	9/67	159/528	-2.43141	-0.375782	0.446072
SRX702546	TFs and others	CHD8	Pluripotent stem cell	iPS derived neural cells	12295	28/67	320/528	-2.42618	-0.375782	0.689552
SRX10119386	TFs and others	JUNB	Breast	MCF 10A	22168	0/67	50/528	-2.42553	-0.375782	0
SRX5574381	TFs and others	SPI1	Blood	ML-2	20120	0/67	50/528	-2.42553	-0.375782	0
SRX1514976	TFs and others	GFP	Kidney	293	8220	34/67	169/528	-2.42401	-0.375782	1.58545
SRX7748767	TFs and others	BRD2	Digestive tract	DLD-1	5598	7/67	138/528	-2.41653	-0.375782	0.39974
SRX190184	TFs and others	MAX	Lung	A549	29303	41/67	411/528	-2.41191	-0.375782	0.786142
SRX2020843	TFs and others	STAT3	Breast	HCC70	21054	7/67	137/528	-2.41114	-0.375782	0.402658
SRX5234453	TFs and others	SMARCA4	Pluripotent stem cell	iPS cells	10540	10/67	26/528	-2.40855	-0.375782	3.031
SRX2510822	TFs and others	SUPT5H	Uterus	HeLa	1746	0/67	51/528	-2.40644	-0.375782	0
SRX471867	TFs and others	BRD2	Prostate	VCaP	2780	0/67	51/528	-2.40644	-0.375782	0
SRX7760064	TFs and others	FOS	Pancreas	CFPAC-1	16204	0/67	51/528	-2.40644	-0.375782	0
SRX2770850	TFs and others	MAF	Blood	Macrophages	17267	4/67	3/528	-2.40073	-0.375782	10.5075
SRX5794311	TFs and others	TCF7	Breast	Breast organoids	997	4/67	3/528	-2.40073	-0.375782	10.5075
SRX1637465	TFs and others	BRD4	Blood	MOLT-4	14897	20/67	259/528	-2.39992	-0.375782	0.60854
SRX190188	TFs and others	CBX3	Blood	K-562	23765	19/67	248/528	-2.39565	-0.375782	0.603755
SRX7115500	TFs and others	RBBP4	Muscle	RH-4	19056	26/67	304/528	-2.39296	-0.375782	0.673998
SRX9932056	TFs and others	STAT5A	Breast	MCF-7	1752	19/67	74/528	-2.38922	-0.375782	2.0234
SRX116465	TFs and others	PHF8	Pluripotent stem cell	hESC H1	10414	22/67	274/528	-2.38841	-0.375782	0.632749
SRX113706	TFs and others	SP1	Digestive tract	HCT 116	16733	47/67	272/528	-2.38398	-0.375782	1.36172
SRX627430	TFs and others	SPI1	Blood	Dendritic Cells	48125	2/67	78/528	-2.38334	-0.375782	0.202067
SRX1287852	TFs and others	BRD4	Blood	MOLM-14	19222	25/67	296/528	-2.38218	-0.375782	0.665591
SRX359916	TFs and others	RELA	Digestive tract	LoVo	5895	23/67	281/528	-2.38212	-0.375782	0.645031
SRX186705	TFs and others	PHF8	Pluripotent stem cell	hESC H1	10408	22/67	273/528	-2.38184	-0.375782	0.635066
SRX5738754	TFs and others	Crotonyllysine	Pluripotent stem cell	hESC derived Endodermal cells	24362	22/67	273/528	-2.38184	-0.375782	0.635066
SRX3345949	TFs and others	CPSF3L	Blood	HL-60	5216	13/67	195/528	-2.38012	-0.375782	0.525373
SRX627428	TFs and others	SPI1	Blood	Dendritic Cells	53273	2/67	81/528	-2.37954	-0.375782	0.194583
SRX4001868	TFs and others	RAD21	Blood	THP-1	19061	13/67	39/528	-2.37756	-0.375782	2.62687
SRX7030922	TFs and others	KDM4B	Breast	MCF-7	882	13/67	39/528	-2.37756	-0.375782	2.62687
SRX3102569	TFs and others	TP53	Digestive tract	SW 480	24841	20/67	255/528	-2.37237	-0.375782	0.618086
SRX100417	TFs and others	REST	Neural	U-87 MG	11834	22/67	272/528	-2.37214	-0.375782	0.637401
SRX2270409	TFs and others	JMJD6	Others	Tumor	12999	22/67	272/528	-2.37214	-0.375782	0.637401
SRX6435405	TFs and others	SUPT5H	Kidney	293	4303	10/67	169/528	-2.36525	-0.374568	0.466308
SRX6913066	TFs and others	BRD4	Blood	THP-1	7915	10/67	167/528	-2.3651	-0.374568	0.471892
SRX658610	TFs and others	MYB	Blood	Jurkat	26768	21/67	263/528	-2.36405	-0.374568	0.629249
SRX9932057	TFs and others	STAT5A	Breast	MCF-7	4751	31/67	150/528	-2.34998	-0.362766	1.62866
SRX2837383	TFs and others	RELB	Blood	GM12878	10687	9/67	22/528	-2.34441	-0.360946	3.22388
SRX3075718	TFs and others	DNMT3A	Breast	MCF-7	17594	18/67	67/528	-2.34366	-0.360946	2.11718
SRX1514930	TFs and others	GFP	Kidney	293	9163	22/67	92/528	-2.33682	-0.358051	1.88449
SRX6840506	TFs and others	HAP1	Blood	KBM-7	16920	6/67	125/528	-2.33631	-0.358051	0.378269
SRX1023791	TFs and others	SPI1	Blood	Macrophages	47290	8/67	145/528	-2.32389	-0.347841	0.434792
SRX4342283	TFs and others	AHR	Blood	GM17212	3177	22/67	93/528	-2.30955	-0.337904	1.86423
SRX9550859	TFs and others	FOXA1	Prostate	Prostate cancer	34888	30/67	334/528	-2.30896	-0.337904	0.707838
SRX6102131	TFs and others	SUPT5H	Uterus	HeLa	6514	11/67	175/528	-2.30739	-0.337904	0.495352
SRX1299480	TFs and others	Epitope tags	Kidney	293	1685	3/67	1/528	-2.29749	-0.33447	23.6418
SRX1299482	TFs and others	Epitope tags	Kidney	293	1318	3/67	1/528	-2.29749	-0.33447	23.6418
SRX470067	TFs and others	Epitope tags	Kidney	293	225	3/67	1/528	-2.29749	-0.33447	23.6418
SRX063918	TFs and others	ERG	Breast	MCF-7	15396	51/67	306/528	-2.29099	-0.330104	1.31343
SRX359884	TFs and others	E2F3	Digestive tract	LoVo	8440	29/67	326/528	-2.28339	-0.324628	0.701035
SRX3395152	TFs and others	PDX1	Pluripotent stem cell	iPS derived pancreatic cells	3699	6/67	10/528	-2.27854	-0.321891	4.72836
SRX5718164	TFs and others	RAD21	Kidney	293	25762	38/67	203/528	-2.27479	-0.320245	1.47519
SRX100485	TFs and others	REST	Blood	K-562	14570	5/67	112/528	-2.26848	-0.31811	0.351812
SRX6840507	TFs and others	HAP1	Blood	KBM-7	15400	5/67	112/528	-2.26848	-0.31811	0.351812
SRX4911601	TFs and others	FOXA2	Uterus	Endometrium	3896	12/67	184/528	-2.26098	-0.313256	0.513952
SRX1531796	TFs and others	ESR1	Breast	MCF-7	17761	23/67	98/528	-2.25949	-0.313256	1.84953
SRX116437	TFs and others	PHF8	Blood	K-562	21221	34/67	362/528	-2.25142	-0.311728	0.740167
SRX9498730	TFs and others	TBP	Blood	K-562	8715	29/67	323/528	-2.2487	-0.311728	0.707546
SRX5574375	TFs and others	SPI1	Blood	Macrophages	36388	1/67	64/528	-2.24791	-0.311728	0.123134
SRX12118515	TFs and others	POU2F2	Blood	OCI-LY-7	27492	18/67	237/528	-2.24725	-0.311728	0.598526
SRX5574492	TFs and others	SPI1	Blood	CTV-1	51007	7/67	135/528	-2.24388	-0.311728	0.408624
SRX015142	TFs and others	MYC	Blood	K-562	5982	7/67	134/528	-2.24355	-0.311728	0.411673
SRX9178813	TFs and others	HAP1	Blood	HAP1	6985	7/67	134/528	-2.24355	-0.311728	0.411673
SRX105186	TFs and others	TP63	Epidermis	Keratinocytes	3308	9/67	23/528	-2.2418	-0.311728	3.08371
SRX3230417	TFs and others	ZNF335	Liver	Hep G2	11807	19/67	246/528	-2.23479	-0.308376	0.608664
SRX9237233	TFs and others	SUPT5H	Blood	K-562	9971	26/67	303/528	-2.2345	-0.308376	0.676223
SRX10119126	TFs and others	LYL1	Blood	MV-4-11	19425	0/67	45/528	-2.22792	-0.306693	0
SRX5574379	TFs and others	SPI1	Blood	EM-3	19722	0/67	45/528	-2.22792	-0.306693	0
SRX190178	TFs and others	PML	Blood	K-562	12938	20/67	254/528	-2.22375	-0.306693	0.620519
SRX3230378	TFs and others	CBX1	Liver	Hep G2	11209	20/67	254/528	-2.22375	-0.306693	0.620519
SRX5574462	TFs and others	SPI1	Blood	CTV-1	33498	4/67	100/528	-2.2231	-0.306693	0.315224
SRX1079389	TFs and others	SUMO2	Prostate	VCaP	16194	13/67	193/528	-2.21906	-0.30457	0.530817
SRX9237231	TFs and others	SUPT5H	Blood	K-562	9961	25/67	293/528	-2.21531	-0.303542	0.672406
SRX4792907	TFs and others	RAD21	Breast	T-47D	11545	21/67	86/528	-2.21406	-0.303542	1.92433
SRX7701212	TFs and others	BRD4	Lung	NCI-H1963	7185	22/67	270/528	-2.21233	-0.303542	0.642123
SRX5738756	TFs and others	Crotonyllysine	Pluripotent stem cell	hESC derived Endodermal cells	27111	24/67	284/528	-2.2012	-0.29731	0.665966
SRX9498732	TFs and others	TBP	Blood	K-562	6943	22/67	268/528	-2.20077	-0.29731	0.646915
SRX475793	TFs and others	SPI1	Blood	GM12878	23557	2/67	75/528	-2.20047	-0.29731	0.210149
SRX1165096	TFs and others	Epitope tags	Liver	Hep G2	11626	24/67	283/528	-2.19015	-0.290702	0.668319
SRX190212	TFs and others	FOSL1	Digestive tract	HCT 116	28296	24/67	283/528	-2.19015	-0.290702	0.668319
SRX553658	TFs and others	TRIM28	Pluripotent stem cell	hESC H1	21138	5/67	7/528	-2.17984	-0.283653	5.629
SRX5313221	TFs and others	Biotin	Digestive tract	HCT 116	7812	30/67	147/528	-2.17942	-0.283653	1.60829
SRX747574	TFs and others	EP300	Blood	Kasumi-1	8096	14/67	199/528	-2.17559	-0.281651	0.554414
SRX9498731	TFs and others	TBP	Blood	K-562	5074	14/67	198/528	-2.16747	-0.275352	0.557214
SRX2897209	TFs and others	ESR1	Breast	Breast cancer cells	5967	6/67	121/528	-2.16391	-0.273606	0.390773
SRX3800733	TFs and others	RAD21	Breast	T-47D	6783	17/67	64/528	-2.16073	-0.272231	2.09328
SRX7030925	TFs and others	KDM4C	Breast	MCF-7	1585	19/67	76/528	-2.15811	-0.27141	1.97015
SRX1998423	TFs and others	MYOD1	Muscle	Rhabdomyosarcoma	17281	8/67	141/528	-2.15604	-0.271131	0.447126
SRX266856	TFs and others	FOXA2	Pluripotent stem cell	hESC derived mesendodermal cells	18201	15/67	208/528	-2.14835	-0.267244	0.568312
SRX3800732	TFs and others	RAD21	Breast	T-47D	2424	9/67	24/528	-2.14432	-0.267244	2.95522
