SRX3271002	TFs and others	KDM1A	Pluripotent stem cell	hESC derived pancreatic cells	21954	337/3077	14/26	-6.926	-2.6655	0.203398
SRX8418557	TFs and others	AFF1	Blood	Bone Marrow Cells	6243	282/3077	9/26	-3.43374	-1.20262	0.26476
SRX3256873	TFs and others	BCOR	Pluripotent stem cell	hESC H1	20179	423/3077	11/26	-3.42468	-1.20249	0.324933
SRX6913045	TFs and others	BRD4	Blood	THP-1	6439	283/3077	9/26	-3.42245	-1.20249	0.265699
SRX7972428	TFs and others	MKL2	Epidermis	MKL-2	31883	501/3077	12/26	-3.4216	-1.20249	0.352779
SRX10760646	TFs and others	BRD2	Blood	MM.1S	16161	584/3077	13/26	-3.41762	-1.20244	0.379591
SRX8949802	TFs and others	ASCL1	Unclassified	Unclassified	20597	672/3077	14/26	-3.41256	-1.20128	0.40559
SRX8080551	TFs and others	Epitope tags	Breast	Mammary gland ductal carcinoma	18657	673/3077	14/26	-3.40556	-1.19814	0.406193
SRX8570844	TFs and others	HAP1	Blood	KBM-7	30809	353/3077	10/26	-3.39813	-1.19453	0.298278
SRX5234495	TFs and others	SMARCA4	Kidney	TTC1240	6304	286/3077	9/26	-3.38886	-1.18906	0.268516
SRX8037078	TFs and others	KLF5	Digestive tract	HT-55	4408	288/3077	9/26	-3.3667	-1.17621	0.270393
SRX2897209	TFs and others	ESR1	Breast	Breast cancer cells	5967	75/3077	5/26	-3.36455	-1.17621	0.126747
SRX2731517	TFs and others	NCAPH2	Kidney	293	10745	592/3077	13/26	-3.35792	-1.17621	0.38479
SRX8080547	TFs and others	Epitope tags	Breast	Mammary gland ductal carcinoma	4602	169/3077	7/26	-3.35709	-1.17621	0.204002
SRX9562886	TFs and others	SMARCA4	Muscle	RH-4	7405	169/3077	7/26	-3.35709	-1.17621	0.204002
SRX9178826	TFs and others	HAP1	Blood	HAP1	14614	358/3077	10/26	-3.34919	-1.17621	0.302502
SRX3511931	TFs and others	TFAP2A	Pluripotent stem cell	iPS cells	16159	510/3077	12/26	-3.34891	-1.17621	0.359116
SRX9702212	TFs and others	IRF3	Blood	MM.1S	20658	967/3077	17/26	-3.34257	-1.17621	0.480644
SRX9187409	TFs and others	HDAC1	Pancreas	MIA Paca-2	8355	511/3077	12/26	-3.34094	-1.17621	0.35982
SRX265228	TFs and others	FLI1	Blood	ME-1	1439	41/3077	4/26	-3.33973	-1.17621	0.0866103
SRX359886	TFs and others	ETV5	Digestive tract	LoVo	4659	683/3077	14/26	-3.33634	-1.17621	0.412229
SRX5738753	TFs and others	Crotonyllysine	Pluripotent stem cell	ES cells	22856	228/3077	8/26	-3.33176	-1.17506	0.240819
SRX3631512	TFs and others	ETS1	Others	SCC-25	4024	435/3077	11/26	-3.319	-1.16571	0.334151
SRX10484575	TFs and others	AFF1	Blood	RS4-11	10250	362/3077	10/26	-3.31065	-1.16074	0.305882
SRX6840507	TFs and others	HAP1	Blood	KBM-7	15400	78/3077	5/26	-3.29001	-1.14345	0.131817
SRX4931242	TFs and others	KMT2D	Kidney	293	3488	232/3077	8/26	-3.28196	-1.13873	0.245044
SRX7196715	TFs and others	BMI1	Neural	SU-DIPG-IV	22502	440/3077	11/26	-3.27605	-1.13612	0.337992
SRX6366603	TFs and others	Epitope tags	Uterus	Ishikawa	3505	693/3077	14/26	-3.26846	-1.13181	0.418265
SRX6743819	TFs and others	TFEB	Pluripotent stem cell	iPS cells	13773	298/3077	9/26	-3.25862	-1.12522	0.279782
SRX10881816	TFs and others	BRD9	Kidney	G-401	17965	985/3077	17/26	-3.25487	-1.1247	0.489591
SRX8949796	TFs and others	ASCL1	Prostate	NCI-H660	31713	863/3077	16/26	-3.24892	-1.12196	0.45576
SRX8080543	TFs and others	Epitope tags	Breast	Mammary gland ductal carcinoma	2893	177/3077	7/26	-3.23898	-1.11567	0.213659
SRX190302	TFs and others	EGR1	Digestive tract	HCT 116	17592	1576/3077	22/26	-3.23612	-1.11567	0.605312
SRX5213646	TFs and others	BRD4	Breast	HCC1937	4170	236/3077	8/26	-3.23316	-1.11567	0.249269
SRX9498738	TFs and others	GTF2B	Blood	K-562	3858	447/3077	11/26	-3.21695	-1.10258	0.343369
SRX2043226	TFs and others	TCF3	Blood	SEM	7021	127/3077	6/26	-3.20223	-1.09402	0.178854
SRX4172744	TFs and others	GATA1	Digestive tract	HCT 116	10091	127/3077	6/26	-3.20223	-1.09402	0.178854
SRX6473440	TFs and others	Epitope tags	Pluripotent stem cell	hESC derived neural crests	16269	239/3077	8/26	-3.1972	-1.09204	0.252437
SRX8037074	TFs and others	KLF5	Digestive tract	NCI-H508	8889	705/3077	14/26	-3.18872	-1.08658	0.425507
SRX3256876	TFs and others	KDM2B	Pluripotent stem cell	hESC H1	29582	884/3077	16/26	-3.17809	-1.08034	0.466851
SRX3868792	TFs and others	REST	Digestive tract	Colorectal cancer organoid	10615	452/3077	11/26	-3.17545	-1.08034	0.34721
SRX3285614	TFs and others	KDM5B	Breast	C70R	8944	241/3077	8/26	-3.17352	-1.08034	0.25455
SRX10657963	TFs and others	Epitope tags	Blood	NALM-6	3498	129/3077	6/26	-3.16751	-1.07727	0.18167
SRX1660873	TFs and others	TRIM25	Breast	Breast cancer cells	25717	454/3077	11/26	-3.15901	-1.0766	0.348746
SRX9237232	TFs and others	SUPT5H	Blood	K-562	10020	710/3077	14/26	-3.15603	-1.0766	0.428525
SRX2731518	TFs and others	NCAPH2	Kidney	293	9884	535/3077	12/26	-3.15542	-1.0766	0.37672
SRX4708034	TFs and others	RBFOX2	Liver	Hep G2	18845	1101/3077	18/26	-3.15249	-1.0766	0.516845
SRX3591429	TFs and others	BRD4	Blood	B-CLL cells	6066	243/3077	8/26	-3.15008	-1.0766	0.256662
SRX3030206	TFs and others	RUNX1	Blood	ME-1	4934	309/3077	9/26	-3.14471	-1.0766	0.290109
SRX3472380	TFs and others	TP53BP1	Pluripotent stem cell	hESC derived neural cells	3097	309/3077	9/26	-3.14471	-1.0766	0.290109
SRX5076294	TFs and others	ZBTB7A	Prostate	VCaP	963	19/3077	3/26	-3.14027	-1.0766	0.0535153
SRX9178852	TFs and others	HAP1	Blood	HAP1	3235	19/3077	3/26	-3.14027	-1.0766	0.0535153
SRX4172742	TFs and others	GATA1	Digestive tract	HCT 116	10123	244/3077	8/26	-3.13844	-1.0766	0.257719
SRX2166889	TFs and others	BRD4	Neural	Retina	11208	457/3077	11/26	-3.13454	-1.07544	0.35105
SRX1272808	TFs and others	BRD4	Digestive tract	COLO 741	8894	382/3077	10/26	-3.12557	-1.07189	0.322782
SRX4708020	TFs and others	HNRNPC	Liver	Hep G2	10020	539/3077	12/26	-3.12556	-1.07189	0.379536
SRX2059876	TFs and others	TRIM28	Blood	BJAB	21875	899/3077	16/26	-3.11704	-1.06834	0.474773
SRX1902742	TFs and others	AFF1	Blood	THP-1	1637	132/3077	6/26	-3.11654	-1.06834	0.185895
SRX9975610	TFs and others	FLI1	Bone	A-673	6563	186/3077	7/26	-3.11323	-1.06834	0.224523
SRX8080550	TFs and others	Epitope tags	Breast	Mammary gland ductal carcinoma	19838	541/3077	12/26	-3.11073	-1.06834	0.380945
SRX2014504	TFs and others	RUNX1	Blood	Jurkat	33270	627/3077	13/26	-3.10873	-1.06834	0.40754
SRX8080573	TFs and others	CTCF	Breast	Mammary gland ductal carcinoma	23303	628/3077	13/26	-3.10188	-1.066	0.40819
SRX8037075	TFs and others	KLF5	Lung	HARA	12247	903/3077	16/26	-3.09967	-1.066	0.476885
SRX8037088	TFs and others	BRD4	Lung	HARA	24967	1877/3077	24/26	-3.09861	-1.066	0.660844
SRX1041842	TFs and others	TRIM24	Prostate	LNCAP	13175	543/3077	12/26	-3.09598	-1.06593	0.382353
SRX673750	TFs and others	MED1	Breast	MCF-7	4106	315/3077	9/26	-3.08464	-1.06204	0.295743
SRX3186359	TFs and others	Epitope tags	Lung	HCC95	2289	134/3077	6/26	-3.08328	-1.06204	0.188712
SRX7902033	TFs and others	POU5F1	Prostate	22Rv1	1878	20/3077	3/26	-3.08199	-1.06204	0.0563319
SRX7981736	TFs and others	EP300	Prostate	Prostate cancer	2074	20/3077	3/26	-3.08199	-1.06204	0.0563319
SRX1177905	TFs and others	HEXIM1	Digestive tract	HCT 116	17690	465/3077	11/26	-3.07026	-1.0528	0.357196
SRX6913090	TFs and others	BRD4	Blood	K-562	1018	49/3077	4/26	-3.06609	-1.05179	0.10351
SRX3460916	TFs and others	IKZF3	Blood	Pre-B cells	12917	466/3077	11/26	-3.06233	-1.05179	0.357964
SRX4377541	TFs and others	BRD2	Breast	MDA-MB-231	11960	725/3077	14/26	-3.05984	-1.05179	0.437578
SRX5010965	TFs and others	BCOR	Prostate	VCaP	25317	251/3077	8/26	-3.05855	-1.05179	0.265112
SRX684292	TFs and others	SUPT5H	Uterus	HeLa	20213	1128/3077	18/26	-3.0492	-1.05179	0.52952
SRX1514998	TFs and others	GFP	Kidney	293	7339	191/3077	7/26	-3.04637	-1.05179	0.230559
SRX4892334	TFs and others	Epitope tags	Kidney	293	27849	1129/3077	18/26	-3.04506	-1.05179	0.52999
SRX7030912	TFs and others	HEXIM1	Breast	MCF-7	10916	550/3077	12/26	-3.04491	-1.05179	0.387282
SRX1968074	TFs and others	BCL11B	Blood	Thymus	1143	89/3077	5/26	-3.04071	-1.05179	0.150406
SRX2281247	TFs and others	KMT2A	Blood	SEM	12471	469/3077	11/26	-3.03866	-1.05179	0.360268
SRX116463	TFs and others	KDM4A	Pluripotent stem cell	hESC H1	14674	320/3077	9/26	-3.03566	-1.05179	0.300437
SRX5307511	TFs and others	MYC	Blood	P493-6	1558	50/3077	4/26	-3.03515	-1.05179	0.105622
SRX6961668	TFs and others	SUPT5H	Digestive tract	HCT 116	16208	1231/3077	19/26	-3.03228	-1.05179	0.547457
SRX1079389	TFs and others	SUMO2	Prostate	VCaP	16194	470/3077	11/26	-3.03081	-1.05179	0.361036
SRX2550933	TFs and others	MYCN	Neural	NGP	17518	552/3077	12/26	-3.03048	-1.05179	0.38869
SRX4473682	TFs and others	SMARCC1	Gonad	BIN-67	8193	639/3077	13/26	-3.02753	-1.05179	0.41534
SRX6473437	TFs and others	Epitope tags	Pluripotent stem cell	hESC derived neural crests	25439	639/3077	13/26	-3.02753	-1.05179	0.41534
SRX4937338	TFs and others	MED1	Digestive tract	HCT 116	9134	21/3077	3/26	-3.02642	-1.05179	0.0591485
SRX6366602	TFs and others	Epitope tags	Uterus	Ishikawa	4670	786/3077	15/26	-3.02449	-1.05179	0.442769
SRX190205	TFs and others	REST	Lung	A549	11946	731/3077	14/26	-3.02212	-1.05165	0.4412
SRX6913089	TFs and others	BRD4	Blood	K-562	2291	138/3077	6/26	-3.01839	-1.05015	0.194345
SRX116436	TFs and others	PHF8	Blood	K-562	20135	733/3077	14/26	-3.00964	-1.04507	0.442407
SRX3256875	TFs and others	KDM2B	Pluripotent stem cell	hESC H1	30407	923/3077	16/26	-3.00791	-1.04507	0.487447
SRX186675	TFs and others	KDM4A	Pluripotent stem cell	hESC H1	14730	323/3077	9/26	-3.00672	-1.04507	0.303254
SRX5646089	TFs and others	IRF1	Blood	K-562	6910	257/3077	8/26	-2.99217	-1.0327	0.271449
SRX1477661	TFs and others	Epitope tags	Lung	MRC-5	5921	325/3077	9/26	-2.98761	-1.0318	0.305131
SRX6066492	TFs and others	POLR2C	Digestive tract	HCT 116	18389	1247/3077	19/26	-2.98695	-1.0318	0.554573
SRX1055109	TFs and others	Epitope tags	Kidney	293	53968	1349/3077	20/26	-2.97859	-1.03075	0.569938
SRX5385026	TFs and others	BRD3	Pluripotent stem cell	hESC H1	3279	92/3077	5/26	-2.97847	-1.03075	0.155476
SRX5089498	TFs and others	HDAC1	Breast	MCF-7	5499	326/3077	9/26	-2.97811	-1.03075	0.30607
SRX7030930	TFs and others	NELFA	Breast	MCF-7	14210	809/3077	15/26	-2.97511	-1.03075	0.455725
SRX4611696	TFs and others	ESR1	Breast	MCF-7	42265	647/3077	13/26	-2.97454	-1.03075	0.420539
SRX1690205	TFs and others	MYCN	Neural	BE(2)-C	20362	1001/3077	17/26	-2.97257	-1.03075	0.497543
SRX3285565	TFs and others	KDM5B	Breast	C70R	5615	141/3077	6/26	-2.9711	-1.03075	0.19857
SRX1055111	TFs and others	Epitope tags	Kidney	293	51526	1365/3077	20/26	-2.95076	-1.01248	0.576698
SRX265412	TFs and others	KDM5B	Breast	MCF-7	19926	651/3077	13/26	-2.94838	-1.01216	0.423139
SRX5824578	TFs and others	BRD2	Breast	SUM 159PT	14897	1263/3077	19/26	-2.93354	-1.00224	0.561689
SRX6602361	TFs and others	ARNTL	Neural	Glioma stem cells	5924	331/3077	9/26	-2.93116	-1.00224	0.310764
SRX8570841	TFs and others	HAP1	Blood	KBM-7	30100	331/3077	9/26	-2.93116	-1.00224	0.310764
SRX391683	TFs and others	TRIM28	Blood	CD34 Hematopoietic stem cells	101941	1374/3077	20/26	-2.9303	-1.00224	0.5805
SRX673743	TFs and others	EP300	Breast	MCF-7	6969	405/3077	10/26	-2.92727	-1.00122	0.342216
SRX017325	TFs and others	PHF8	Neural	SH-SY5Y	3879	145/3077	6/26	-2.9098	-0.985757	0.204203
SRX190292	TFs and others	USF1	Digestive tract	HCT 116	16932	1503/3077	21/26	-2.90691	-0.985043	0.604763
SRX8726297	TFs and others	BMI1	Others	Tumor	14115	570/3077	12/26	-2.90365	-0.985043	0.401365
SRX4404391	TFs and others	MYCN	Prostate	LNCAP	13410	658/3077	13/26	-2.90312	-0.985043	0.427689
SRX6473441	TFs and others	Epitope tags	Pluripotent stem cell	hESC derived neural crests	16651	335/3077	9/26	-2.89422	-0.978112	0.31452
SRX335071	TFs and others	NFATC1	Cardiovascular	HUVEC	6248	660/3077	13/26	-2.89031	-0.977693	0.428989
SRX689472	TFs and others	BCOR	Blood	OCI-LY1	16155	572/3077	12/26	-2.88989	-0.977693	0.402773
SRX182682	TFs and others	BRCA1	Breast	MCF 10A	3960	489/3077	11/26	-2.88576	-0.976648	0.375632
SRX4367431	TFs and others	TBP	Lung	Bronchial tracheal epithelial cells	11034	1039/3077	17/26	-2.88326	-0.976648	0.516431
SRX4404395	TFs and others	MYCN	Prostate	LNCAP	12003	573/3077	12/26	-2.88304	-0.976648	0.403477
SRX4473687	TFs and others	SMARCC1	Gonad	BIN-67	9375	662/3077	13/26	-2.87756	-0.974334	0.430289
SRX6102128	TFs and others	SUPT5H	Uterus	HeLa	17900	1041/3077	17/26	-2.8769	-0.974334	0.517425
SRX9571478	TFs and others	Epitope tags	Blood	K-562	4895	24/3077	3/26	-2.87375	-0.973083	0.0675983
SRX286201	TFs and others	ING2	Digestive tract	RKO	15001	491/3077	11/26	-2.87093	-0.972156	0.377168
SRX190362	TFs and others	CEBPD	Blood	K-562	12532	269/3077	8/26	-2.86488	-0.967991	0.284124
SRX5323900	TFs and others	STAT3	Breast	T-47D	34482	1046/3077	17/26	-2.86045	-0.966536	0.519911
SRX8673354	TFs and others	EGR1	Blood	Kasumi-1	16179	842/3077	15/26	-2.85968	-0.966536	0.474315
SRX4211810	TFs and others	PAX5	Blood	NALM-6	17220	493/3077	11/26	-2.85617	-0.965156	0.378704
