SRX190361	TFs and others	SIN3A	Digestive tract	HCT 116	24165	58/89	856/993	-5.6861	-2.16449	0.755986
SRX8406460	TFs and others	AR	Prostate	Prostatic Neoplasms, Castration-Resistant	1663	6/89	3/993	-4.74253	-2.16449	22.3146
SRX8512749	TFs and others	CBX5	Digestive tract	HCT 116	504	6/89	3/993	-4.74253	-2.16449	22.3146
SRX852986	TFs and others	RUNX1	Breast	MCF-7	771	6/89	3/993	-4.74253	-2.16449	22.3146
SRX9628505	TFs and others	JUN	Gonad	BIN-67	237	6/89	3/993	-4.74253	-2.16449	22.3146
SRX039137	TFs and others	FOXA1	Breast	MCF-7	3135	5/89	1/993	-4.72084	-2.16449	55.7865
SRX039138	TFs and others	FOXA1	Breast	MCF-7	1192	5/89	1/993	-4.72084	-2.16449	55.7865
SRX456684	TFs and others	GFP	Blood	K-562	113	5/89	1/993	-4.72084	-2.16449	55.7865
SRX497606	TFs and others	PIAS1	Prostate	VCaP	495	5/89	1/993	-4.72084	-2.16449	55.7865
SRX6066492	TFs and others	POLR2C	Digestive tract	HCT 116	18389	60/89	855/993	-4.68096	-2.16449	0.782969
SRX3461647	TFs and others	KDM1A	Blood	OCI-LY1	970	7/89	6/993	-4.6358	-2.16449	13.0169
SRX4155874	TFs and others	CTCFL	Bone	TC-71	696	7/89	6/993	-4.6358	-2.16449	13.0169
SRX433202	TFs and others	AR	Prostate	PC-3	24176	7/89	6/993	-4.6358	-2.16449	13.0169
ERX626864	TFs and others	SPI1	Blood	U-937	6164	8/89	10/993	-4.46824	-2.16449	8.92584
SRX7692440	TFs and others	POLR2C	Digestive tract	HCT 116	15049	57/89	828/993	-4.42063	-2.16449	0.768075
SRX100551	TFs and others	RXRA	Pluripotent stem cell	hESC H1	800	6/89	4/993	-4.37423	-2.16449	16.736
SRX1133781	TFs and others	KDM1A	Blood	SKNO-1	1902	6/89	4/993	-4.37423	-2.16449	16.736
SRX116419	TFs and others	SETDB1	Blood	K-562	469	6/89	4/993	-4.37423	-2.16449	16.736
SRX116427	TFs and others	CBX3	Blood	K-562	814	6/89	4/993	-4.37423	-2.16449	16.736
SRX11657274	TFs and others	Epitope tags	Blood	K-562	1137	6/89	4/993	-4.37423	-2.16449	16.736
SRX1225019	TFs and others	EPCAM	Uterus	RL95-2	495	6/89	4/993	-4.37423	-2.16449	16.736
SRX1225020	TFs and others	EPCAM	Uterus	RL95-2	449	6/89	4/993	-4.37423	-2.16449	16.736
SRX1225023	TFs and others	LEF1	Uterus	RL95-2	545	6/89	4/993	-4.37423	-2.16449	16.736
SRX1225024	TFs and others	LEF1	Uterus	RL95-2	486	6/89	4/993	-4.37423	-2.16449	16.736
SRX1547998	TFs and others	TP53	Epidermis	Dermal fibroblast	2504	6/89	4/993	-4.37423	-2.16449	16.736
SRX186669	TFs and others	CHD7	Pluripotent stem cell	hESC H1	507	6/89	4/993	-4.37423	-2.16449	16.736
SRX186680	TFs and others	EZH2	Muscle	HSMM	605	6/89	4/993	-4.37423	-2.16449	16.736
SRX186762	TFs and others	KAT2B	Blood	K-562	366	6/89	4/993	-4.37423	-2.16449	16.736
SRX186764	TFs and others	CBX3	Blood	K-562	815	6/89	4/993	-4.37423	-2.16449	16.736
SRX1967785	TFs and others	EHF	Epidermis	Keratinocytes	947	6/89	4/993	-4.37423	-2.16449	16.736
SRX1995012	TFs and others	HIF1A	Bone	U2OS	498	6/89	4/993	-4.37423	-2.16449	16.736
SRX2207925	TFs and others	ERCC6	Epidermis	CS1AN	1400	6/89	4/993	-4.37423	-2.16449	16.736
SRX2207927	TFs and others	PSMD1	Epidermis	CS1AN	1481	6/89	4/993	-4.37423	-2.16449	16.736
SRX222274	TFs and others	ESR1	Prostate	VCaP	1553	6/89	4/993	-4.37423	-2.16449	16.736
SRX253231	TFs and others	SSRP1	Others	Fibrosarcoma	2210	6/89	4/993	-4.37423	-2.16449	16.736
SRX338784	TFs and others	PPARG	Cardiovascular	HUVEC	629	6/89	4/993	-4.37423	-2.16449	16.736
SRX338785	TFs and others	PPARG	Cardiovascular	HUVEC	598	6/89	4/993	-4.37423	-2.16449	16.736
SRX355611	TFs and others	ESR1	Breast	MDA-MB-134-VI	827	6/89	4/993	-4.37423	-2.16449	16.736
SRX3768715	TFs and others	MLLT3	Blood	CD34 Hematopoietic stem cells	653	6/89	4/993	-4.37423	-2.16449	16.736
SRX3768737	TFs and others	MLLT3	Blood	CD34 Hematopoietic stem cells	337	6/89	4/993	-4.37423	-2.16449	16.736
SRX3923526	TFs and others	FOXA1	Breast	ZR-75-1	5206	6/89	4/993	-4.37423	-2.16449	16.736
SRX396570	TFs and others	CBX8	Breast	Breast cells	558	6/89	4/993	-4.37423	-2.16449	16.736
SRX4155873	TFs and others	CTCFL	Bone	TC-71	611	6/89	4/993	-4.37423	-2.16449	16.736
SRX433196	TFs and others	AR	Prostate	PC-3	1417	6/89	4/993	-4.37423	-2.16449	16.736
SRX502072	TFs and others	AR	Prostate	Prostate cancer	8326	6/89	4/993	-4.37423	-2.16449	16.736
SRX5089394	TFs and others	ARID1A	Breast	MCF-7	1215	6/89	4/993	-4.37423	-2.16449	16.736
SRX5431455	TFs and others	Epitope tags	Digestive tract	Colorectal adenocarcinoma	1037	6/89	4/993	-4.37423	-2.16449	16.736
SRX5431456	TFs and others	Epitope tags	Digestive tract	Colorectal adenocarcinoma	965	6/89	4/993	-4.37423	-2.16449	16.736
SRX5431457	TFs and others	Epitope tags	Digestive tract	Colorectal adenocarcinoma	1084	6/89	4/993	-4.37423	-2.16449	16.736
SRX5624363	TFs and others	GFP	Blood	Macrophages	819	6/89	4/993	-4.37423	-2.16449	16.736
SRX6430575	TFs and others	EZH2	Blood	KMS-28BM	659	6/89	4/993	-4.37423	-2.16449	16.736
SRX6757657	TFs and others	ESR1	Breast	MCF-7	2924	6/89	4/993	-4.37423	-2.16449	16.736
SRX747806	TFs and others	ESR1	Breast	MCF-7	3016	6/89	4/993	-4.37423	-2.16449	16.736
SRX7972448	TFs and others	MKL1	Epidermis	MKL-1	588	6/89	4/993	-4.37423	-2.16449	16.736
SRX8023112	TFs and others	TP53	Breast	MCF 10A	1081	6/89	4/993	-4.37423	-2.16449	16.736
SRX9628504	TFs and others	JUN	Gonad	BIN-67	239	6/89	4/993	-4.37423	-2.16449	16.736
SRX041292	TFs and others	STAT5B	Blood	T cells	58	4/89	0/993	-4.36661	-2.16449	inf
SRX5025679	TFs and others	DCP1A	Neural	SH-EP	133	4/89	0/993	-4.36661	-2.16449	inf
SRX6370177	TFs and others	JARID2	Pluripotent stem cell	NT2-D1	249	4/89	0/993	-4.36661	-2.16449	inf
SRX186779	TFs and others	EP300	Blood	K-562	2551	7/89	7/993	-4.3647	-2.16449	11.1573
SRX8299830	TFs and others	NELFCD	Bone	U2OS	14909	42/89	685/993	-4.29192	-2.16449	0.684097
SRX8299810	TFs and others	MYC	Bone	U2OS	14949	38/89	644/993	-4.28885	-2.16449	0.65835
SRX4411675	TFs and others	AR	Prostate	LNCAP	47713	9/89	15/993	-4.26686	-2.16449	6.69438
SRX4824368	TFs and others	BRD4	Prostate	22Rv1	20220	41/89	676/993	-4.26102	-2.16449	0.6767
SRX023135	TFs and others	PRDM14	Pluripotent stem cell	ES cells	3156	8/89	11/993	-4.26097	-2.16449	8.1144
SRX021983	TFs and others	ATRX	Blood	Erythroblasts	246	5/89	2/993	-4.20592	-2.16449	27.8933
SRX059367	TFs and others	NR2F1	Pluripotent stem cell	hESC derived neural crests	488	5/89	2/993	-4.20592	-2.16449	27.8933
SRX1070163	TFs and others	AR	Breast	MDA-MB-453	9833	5/89	2/993	-4.20592	-2.16449	27.8933
SRX116433	TFs and others	WHSC1	Blood	K-562	246	5/89	2/993	-4.20592	-2.16449	27.8933
SRX116461	TFs and others	KDM5B	Pluripotent stem cell	hESC H1	453	5/89	2/993	-4.20592	-2.16449	27.8933
SRX150409	TFs and others	ZNF274	Blood	GM08714	1019	5/89	2/993	-4.20592	-2.16449	27.8933
SRX159090	TFs and others	FOXA1	Liver	HuH-7	3176	5/89	2/993	-4.20592	-2.16449	27.8933
SRX176057	TFs and others	AR	Prostate	22Rv1	314	5/89	2/993	-4.20592	-2.16449	27.8933
SRX186653	TFs and others	KDM5B	Pluripotent stem cell	hESC H1	446	5/89	2/993	-4.20592	-2.16449	27.8933
SRX186688	TFs and others	WHSC1	Blood	K-562	235	5/89	2/993	-4.20592	-2.16449	27.8933
SRX186767	TFs and others	HDAC6	Pluripotent stem cell	hESC H1	429	5/89	2/993	-4.20592	-2.16449	27.8933
SRX220000	TFs and others	AR	Prostate	LNCAP	4464	5/89	2/993	-4.20592	-2.16449	27.8933
SRX2578866	TFs and others	ESR1	Breast	MDA-MB-231	188	5/89	2/993	-4.20592	-2.16449	27.8933
SRX2844299	TFs and others	CTNNB1	Pluripotent stem cell	hESC H1	1362	5/89	2/993	-4.20592	-2.16449	27.8933
SRX3080209	TFs and others	JUN	Breast	MCF-7	986	5/89	2/993	-4.20592	-2.16449	27.8933
SRX338782	TFs and others	PPARG	Cardiovascular	HUVEC	487	5/89	2/993	-4.20592	-2.16449	27.8933
SRX3441731	TFs and others	GATA2	Pluripotent stem cell	iPS cells	339	5/89	2/993	-4.20592	-2.16449	27.8933
SRX3587645	TFs and others	MYC	Kidney	G-401	1137	5/89	2/993	-4.20592	-2.16449	27.8933
SRX3666508	TFs and others	TP53	Blood	T cells	833	5/89	2/993	-4.20592	-2.16449	27.8933
SRX3881591	TFs and others	FOXN3	Liver	Hep G2	2754	5/89	2/993	-4.20592	-2.16449	27.8933
SRX4525848	TFs and others	BRD9	Kidney	TTC-1240	936	5/89	2/993	-4.20592	-2.16449	27.8933
SRX4711138	TFs and others	LMNB1	Adipocyte	Adipose stem cells	1339	5/89	2/993	-4.20592	-2.16449	27.8933
SRX481456	TFs and others	ARRB1	Prostate	C4-2	290	5/89	2/993	-4.20592	-2.16449	27.8933
SRX490263	TFs and others	TP53	Epidermis	BJ	497	5/89	2/993	-4.20592	-2.16449	27.8933
SRX490264	TFs and others	TP53	Epidermis	BJ	1634	5/89	2/993	-4.20592	-2.16449	27.8933
SRX6384791	TFs and others	RAD21	Digestive tract	HCT 116	315	5/89	2/993	-4.20592	-2.16449	27.8933
SRX673740	TFs and others	ESR1	Breast	MCF-7	174	5/89	2/993	-4.20592	-2.16449	27.8933
SRX7030915	TFs and others	CBX5	Breast	MCF-7	1341	5/89	2/993	-4.20592	-2.16449	27.8933
SRX732509	TFs and others	KDM3A	Blood	Jurkat	6080	5/89	2/993	-4.20592	-2.16449	27.8933
SRX7551121	TFs and others	SETD1A	Uterus	HeLa	1509	5/89	2/993	-4.20592	-2.16449	27.8933
SRX8023128	TFs and others	TP53	Breast	MCF 10A	1142	5/89	2/993	-4.20592	-2.16449	27.8933
SRX8406423	TFs and others	AR	Prostate	Prostate	2827	5/89	2/993	-4.20592	-2.16449	27.8933
SRX950756	TFs and others	TOP2B	Breast	MCF-7	400	5/89	2/993	-4.20592	-2.16449	27.8933
SRX1531793	TFs and others	NIPBL	Breast	MCF-7	1103	7/89	8/993	-4.12162	-2.16449	9.76264
SRX9600653	TFs and others	G-quadruplex	Blood	K-562	331	7/89	8/993	-4.12162	-2.16449	9.76264
SRX100495	TFs and others	TAF1	Pluripotent stem cell	hESC H1	19565	60/89	844/993	-4.11537	-2.16449	0.793173
SRX180824	TFs and others	E2F7	Lung	IMR-90	1209	8/89	12/993	-4.06921	-2.16449	7.4382
DRX002915	TFs and others	SMCHD1	Neural	hTERT RPE-1	412	6/89	5/993	-4.06143	-2.16449	13.3888
SRX11657276	TFs and others	Epitope tags	Blood	K-562	1066	6/89	5/993	-4.06143	-2.16449	13.3888
SRX150693	TFs and others	JUN	Pluripotent stem cell	hESC H1	740	6/89	5/993	-4.06143	-2.16449	13.3888
SRX1531784	TFs and others	NIPBL	Lung	A549	573	6/89	5/993	-4.06143	-2.16449	13.3888
SRX1995013	TFs and others	HIF1A	Bone	U2OS	337	6/89	5/993	-4.06143	-2.16449	13.3888
SRX2947200	TFs and others	RBPJ	Breast	MDA-MB-231	1125	6/89	5/993	-4.06143	-2.16449	13.3888
SRX383816	TFs and others	AR	Prostate	LNCAP	6105	6/89	5/993	-4.06143	-2.16449	13.3888
SRX4976907	TFs and others	TP63	Pluripotent stem cell	hESC H9	1950	6/89	5/993	-4.06143	-2.16449	13.3888
SRX5026354	TFs and others	BRD4	Adipocyte	402-91	761	6/89	5/993	-4.06143	-2.16449	13.3888
SRX5128108	TFs and others	AR	Breast	ZR-75-1	4572	6/89	5/993	-4.06143	-2.16449	13.3888
SRX5255114	TFs and others	Epitope tags	Kidney	HK-2	699	6/89	5/993	-4.06143	-2.16449	13.3888
SRX5255115	TFs and others	Epitope tags	Kidney	HK-2	798	6/89	5/993	-4.06143	-2.16449	13.3888
SRX5255117	TFs and others	Epitope tags	Kidney	HK-2	963	6/89	5/993	-4.06143	-2.16449	13.3888
SRX5486414	TFs and others	ZIC5	Digestive tract	HCT 116	691	6/89	5/993	-4.06143	-2.16449	13.3888
SRX667404	TFs and others	Epitope tags	Breast	MCF-7	500	6/89	5/993	-4.06143	-2.16449	13.3888
SRX736065	TFs and others	AR	Prostate	LNCAP	18339	6/89	5/993	-4.06143	-2.16449	13.3888
SRX8089615	TFs and others	AR	Prostate	VCaP	3144	6/89	5/993	-4.06143	-2.16449	13.3888
SRX8550424	TFs and others	RNF2	Bone	A-673	664	6/89	5/993	-4.06143	-2.16449	13.3888
SRX8616842	TFs and others	JUNB	Lung	A549	579	6/89	5/993	-4.06143	-2.16449	13.3888
SRX9163074	TFs and others	TEAD1	Lung	Bronchial epithelial cells	1103	6/89	5/993	-4.06143	-2.16449	13.3888
SRX9600613	TFs and others	G-quadruplex	Blood	K-562	317	6/89	5/993	-4.06143	-2.16449	13.3888
SRX6027693	TFs and others	ESR1	Uterus	Ishikawa	32832	63/89	867/993	-4.05005	-2.16449	0.810738
SRX502070	TFs and others	AR	Prostate	Prostate cancer	16719	10/89	22/993	-3.91243	-2.16449	5.0715
SRX1133787	TFs and others	KDM1A	Blood	Kasumi-1	2844	7/89	9/993	-3.90165	-2.16449	8.6779
SRX3586329	TFs and others	NR3C1	Blood	Macrophages	935	7/89	9/993	-3.90165	-2.16449	8.6779
SRX4824360	TFs and others	AR	Prostate	22Rv1	27445	7/89	9/993	-3.90165	-2.16449	8.6779
SRX7494163	TFs and others	HIF1A	Blood	K-562	1161	7/89	9/993	-3.90165	-2.16449	8.6779
ERX626851	TFs and others	SPI1	Blood	U-937	6014	8/89	13/993	-3.89102	-2.16449	6.86603
SRX026641	TFs and others	ERG	Blood	Acute myeloid leukemia	610	8/89	13/993	-3.89102	-2.16449	6.86603
SRX7692436	TFs and others	POLR2C	Digestive tract	HCT 116	17944	62/89	857/993	-3.86045	-2.16449	0.807179
DRX002912	TFs and others	SMCHD1	Neural	hTERT RPE-1	814	5/89	3/993	-3.80907	-2.16449	18.5955
SRX029437	TFs and others	TAL1	Blood	CD34+	799	5/89	3/993	-3.80907	-2.16449	18.5955
SRX032890	TFs and others	PPARG	Adipocyte	SGBS	334	5/89	3/993	-3.80907	-2.16449	18.5955
SRX039145	TFs and others	FOXA1	Breast	T-47D	2024	5/89	3/993	-3.80907	-2.16449	18.5955
SRX080258	TFs and others	AFF4	Digestive tract	HCT 116	265	5/89	3/993	-3.80907	-2.16449	18.5955
SRX083229	TFs and others	NR3C1	Prostate	LNCAP	3931	5/89	3/993	-3.80907	-2.16449	18.5955
SRX092299	TFs and others	NR4A1	Blood	K-562	633	5/89	3/993	-3.80907	-2.16449	18.5955
SRX092302	TFs and others	HDAC8	Blood	K-562	496	5/89	3/993	-3.80907	-2.16449	18.5955
SRX1012763	TFs and others	PGR	Breast	MCF-7	443	5/89	3/993	-3.80907	-2.16449	18.5955
SRX1044415	TFs and others	RELA	Breast	MDA-MB-231	644	5/89	3/993	-3.80907	-2.16449	18.5955
SRX10511721	TFs and others	Epitope tags	Digestive tract	HCT 116	1114	5/89	3/993	-3.80907	-2.16449	18.5955
SRX1085072	TFs and others	KDM2B	Blood	K-562	618	5/89	3/993	-3.80907	-2.16449	18.5955
SRX1092379	TFs and others	Epitope tags	Blood	K-562	440	5/89	3/993	-3.80907	-2.16449	18.5955
SRX1098750	TFs and others	CHD1	Prostate	LNCAP	650	5/89	3/993	-3.80907	-2.16449	18.5955
SRX11136855	TFs and others	KDM6A	Blood	THP-1	966	5/89	3/993	-3.80907	-2.16449	18.5955
SRX11320616	TFs and others	CUL3	Digestive tract	DLD-1	361	5/89	3/993	-3.80907	-2.16449	18.5955
SRX11320620	TFs and others	CUL3	Digestive tract	DLD-1	418	5/89	3/993	-3.80907	-2.16449	18.5955
SRX1161179	TFs and others	NR3C1	Breast	ZR-75-1	1185	5/89	3/993	-3.80907	-2.16449	18.5955
SRX116416	TFs and others	CHD1	Blood	K-562	230	5/89	3/993	-3.80907	-2.16449	18.5955
SRX116425	TFs and others	HDAC6	Blood	K-562	233	5/89	3/993	-3.80907	-2.16449	18.5955
SRX116426	TFs and others	HDAC6	Blood	K-562	377	5/89	3/993	-3.80907	-2.16449	18.5955
SRX116431	TFs and others	CHD4	Blood	K-562	178	5/89	3/993	-3.80907	-2.16449	18.5955
SRX116449	TFs and others	SUZ12	Blood	K-562	174	5/89	3/993	-3.80907	-2.16449	18.5955
SRX116460	TFs and others	KDM5A	Pluripotent stem cell	hESC H1	380	5/89	3/993	-3.80907	-2.16449	18.5955
SRX119642	TFs and others	Epitope tags	Lung	A549	1207	5/89	3/993	-3.80907	-2.16449	18.5955
SRX1212810	TFs and others	CARM1	Breast	MCF-7	355	5/89	3/993	-3.80907	-2.16449	18.5955
SRX1212811	TFs and others	MED12	Breast	MCF-7	380	5/89	3/993	-3.80907	-2.16449	18.5955
SRX1293533	TFs and others	AFF1	Blood	MV-4-11	986	5/89	3/993	-3.80907	-2.16449	18.5955
SRX150496	TFs and others	SUPT20H	Blood	GM12878	493	5/89	3/993	-3.80907	-2.16449	18.5955
SRX150663	TFs and others	ZNF274	Pluripotent stem cell	NT2-D1	862	5/89	3/993	-3.80907	-2.16449	18.5955
SRX1531772	TFs and others	NIPBL	Liver	Hep G2	1304	5/89	3/993	-3.80907	-2.16449	18.5955
SRX1531776	TFs and others	NIPBL	Liver	Hep G2	498	5/89	3/993	-3.80907	-2.16449	18.5955
SRX1531788	TFs and others	NIPBL	Breast	MCF-7	953	5/89	3/993	-3.80907	-2.16449	18.5955
SRX155746	TFs and others	HSF1	Digestive tract	HT-29	427	5/89	3/993	-3.80907	-2.16449	18.5955
SRX1569430	TFs and others	BRD4	Digestive tract	HCT 116	203	5/89	3/993	-3.80907	-2.16449	18.5955
SRX1569772	TFs and others	POU2F1	Prostate	LNCAP	1124	5/89	3/993	-3.80907	-2.16449	18.5955
SRX159089	TFs and others	FOXA1	Liver	HuH-7	3315	5/89	3/993	-3.80907	-2.16449	18.5955
SRX159091	TFs and others	FOXA1	Liver	HuH-7	1832	5/89	3/993	-3.80907	-2.16449	18.5955
SRX159186	TFs and others	NCOA1	Digestive tract	LS-180	163	5/89	3/993	-3.80907	-2.16449	18.5955
SRX159189	TFs and others	CREBBP	Digestive tract	LS-180	369	5/89	3/993	-3.80907	-2.16449	18.5955
SRX159192	TFs and others	NCOR1	Digestive tract	LS-180	375	5/89	3/993	-3.80907	-2.16449	18.5955
SRX173199	TFs and others	NR3C1	Prostate	LNCAP	5916	5/89	3/993	-3.80907	-2.16449	18.5955
SRX1738253	TFs and others	MCM3	Unclassified	Unclassified	1054	5/89	3/993	-3.80907	-2.16449	18.5955
SRX1738255	TFs and others	GFP	Unclassified	Unclassified	751	5/89	3/993	-3.80907	-2.16449	18.5955
SRX1738256	TFs and others	GFP	Unclassified	Unclassified	625	5/89	3/993	-3.80907	-2.16449	18.5955
SRX1738258	TFs and others	GFP	Unclassified	Unclassified	787	5/89	3/993	-3.80907	-2.16449	18.5955
SRX1756592	TFs and others	AML1-ETO	Blood	Kasumi-1	356	5/89	3/993	-3.80907	-2.16449	18.5955
SRX1772416	TFs and others	NEDD4	Breast	MCF-7	356	5/89	3/993	-3.80907	-2.16449	18.5955
SRX1772418	TFs and others	NEDD4	Breast	MCF-7	418	5/89	3/993	-3.80907	-2.16449	18.5955
SRX1781651	TFs and others	LMNA	Epidermis	Dermal fibroblast	944	5/89	3/993	-3.80907	-2.16449	18.5955
SRX1781655	TFs and others	LMNA	Epidermis	Dermal fibroblast	643	5/89	3/993	-3.80907	-2.16449	18.5955
SRX186741	TFs and others	SUZ12	Blood	K-562	169	5/89	3/993	-3.80907	-2.16449	18.5955
SRX1923321	TFs and others	BRD4	Blood	Mutu	1257	5/89	3/993	-3.80907	-2.16449	18.5955
SRX200052	TFs and others	LMNA	Epidermis	Forearm skin	484	5/89	3/993	-3.80907	-2.16449	18.5955
SRX204171	TFs and others	SUMO1	Lung	WI-38	612	5/89	3/993	-3.80907	-2.16449	18.5955
SRX212358	TFs and others	EPAS1	Blood	Macrophages	469	5/89	3/993	-3.80907	-2.16449	18.5955
SRX2140286	TFs and others	AR	Prostate	LNCAP	508	5/89	3/993	-3.80907	-2.16449	18.5955
SRX2140301	TFs and others	AR	Pluripotent stem cell	hESC derived neural cells	537	5/89	3/993	-3.80907	-2.16449	18.5955
SRX2143793	TFs and others	MEN1	Bone	HT-1080	366	5/89	3/993	-3.80907	-2.16449	18.5955
SRX2144104	TFs and others	MYC	Neural	U-87 MG	369	5/89	3/993	-3.80907	-2.16449	18.5955
SRX220079	TFs and others	AR	Prostate	LNCAP	21780	5/89	3/993	-3.80907	-2.16449	18.5955
SRX2207930	TFs and others	ERCC8	Epidermis	CS1AN	4382	5/89	3/993	-3.80907	-2.16449	18.5955
SRX2343922	TFs and others	NOTCH1	Cardiovascular	Large pulmonary artery endothelial cells	903	5/89	3/993	-3.80907	-2.16449	18.5955
SRX237290	TFs and others	SRCAP	Blood	CD4+ T cells	1034	5/89	3/993	-3.80907	-2.16449	18.5955
SRX2514255	TFs and others	ESR1	Uterus	Carcinoma, Endometrioid	425	5/89	3/993	-3.80907	-2.16449	18.5955
SRX2527760	TFs and others	SMARCC1	Neural	SK-N-MC	507	5/89	3/993	-3.80907	-2.16449	18.5955
SRX2546003	TFs and others	METTL14	Blood	MOLM-13	403	5/89	3/993	-3.80907	-2.16449	18.5955
SRX2652445	TFs and others	ZBTB48	Bone	U2OS	2825	5/89	3/993	-3.80907	-2.16449	18.5955
SRX271854	TFs and others	EZH2	Blood	OCI-LY-7	410	5/89	3/993	-3.80907	-2.16449	18.5955
SRX271855	TFs and others	EZH2	Blood	Farage	1436	5/89	3/993	-3.80907	-2.16449	18.5955
SRX2737719	TFs and others	AR	Prostate	C4-2	210	5/89	3/993	-3.80907	-2.16449	18.5955
SRX2747227	TFs and others	KAT2A	Neural	U-251 MG	1062	5/89	3/993	-3.80907	-2.16449	18.5955
SRX278610	TFs and others	MED1	Breast	MCF-7	446	5/89	3/993	-3.80907	-2.16449	18.5955
SRX2821738	TFs and others	FOSL1	Blood	CD4+ T cells	446	5/89	3/993	-3.80907	-2.16449	18.5955
SRX2844311	TFs and others	SMAD2	Pluripotent stem cell	hESC H1	1404	5/89	3/993	-3.80907	-2.16449	18.5955
SRX306514	TFs and others	AR	Prostate	DU 145	355	5/89	3/993	-3.80907	-2.16449	18.5955
SRX3229134	TFs and others	AR	Breast	MCF-7	565	5/89	3/993	-3.80907	-2.16449	18.5955
SRX3235585	TFs and others	FANCD2	Bone	U2OS	419	5/89	3/993	-3.80907	-2.16449	18.5955
SRX3279751	TFs and others	NFATC1	Blood	CD4+ T cells	463	5/89	3/993	-3.80907	-2.16449	18.5955
