SRX7196715	TFs and others	BMI1	Neural	SU-DIPG-IV	22502	157/271	75/450	-29.5469	-25.2826	3.47601
SRX10881821	TFs and others	SS18L1	Kidney	G-401	20099	221/271	222/450	-17.8735	-15.0863	1.65304
SRX063913	TFs and others	RUNX1	Blood	SKNO-1	21649	216/271	212/450	-17.846	-15.0835	1.69185
SRX6743819	TFs and others	TFEB	Pluripotent stem cell	iPS cells	13773	124/271	69/450	-17.8427	-15.0835	2.98412
SRX2043230	TFs and others	TCF3	Blood	RCH-ACV	41561	237/271	258/450	-17.7253	-14.9795	1.52536
SRX5600898	TFs and others	OLIG2	Neural	Prefrontal Cortex	3765	122/271	68/450	-17.5555	-14.8226	2.97916
SRX3657349	TFs and others	Epitope tags	Kidney	293	78227	230/271	243/450	-17.5002	-14.7886	1.57168
SRX1046558	TFs and others	RAG2	Blood	Thymus	21556	235/271	254/450	-17.4966	-14.7886	1.5363
SRX5576990	TFs and others	CRTC2	Lung	A549	19080	235/271	255/450	-17.4335	-14.7467	1.53028
SRX1280452	TFs and others	NRF1	Breast	HCC1955	11004	177/271	144/450	-17.4313	-14.7467	2.04105
SRX1280448	TFs and others	NRF1	Breast	HMEC	10790	169/271	132/450	-17.3967	-14.7315	2.12596
SRX063922	TFs and others	ERG	Blood	K-562	20765	178/271	146/450	-17.3938	-14.7315	2.02447
SRX5576992	TFs and others	CREB1	Lung	A549	18211	244/271	277/450	-17.3437	-14.6921	1.46269
SRX992662	TFs and others	E2F1	Prostate	LNCAP	17851	235/271	256/450	-17.1889	-14.5478	1.5243
SRX4892338	TFs and others	Epitope tags	Kidney	293	78191	229/271	242/450	-17.1371	-14.5062	1.57132
SRX2513053	TFs and others	TET2	Blood	Jurkat	25447	198/271	182/450	-16.9521	-14.3312	1.8065
SRX250091	TFs and others	MYC	Breast	MDA-MB-453	26756	235/271	257/450	-16.9363	-14.3252	1.51837
SRX212648	TFs and others	STAT1	Blood	Monocytes-CD14+	45249	235/271	258/450	-16.6747	-14.0731	1.51249
SRX150626	TFs and others	CCNT2	Blood	K-562	11614	158/271	119/450	-16.6264	-14.0342	2.20472
SRX063918	TFs and others	ERG	Breast	MCF-7	15396	186/271	163/450	-16.6007	-14.0176	1.89482
SRX1041842	TFs and others	TRIM24	Prostate	LNCAP	13175	166/271	131/450	-16.5504	-13.9763	2.10417
SRX971780	TFs and others	KMT2D	Blood	OCI-LY-7	20210	228/271	243/450	-16.4991	-13.9337	1.55802
SRX8449942	TFs and others	BAHCC1	Blood	Jurkat	25122	227/271	242/450	-16.3806	-13.8264	1.55759
SRX7214021	TFs and others	KLF3	Epidermis	Keratinocytes	15248	182/271	157/450	-16.3747	-13.8264	1.92493
SRX10382441	TFs and others	BCOR	Pluripotent stem cell	hESC H1	37724	239/271	269/450	-16.362	-13.8219	1.47533
SRX7214022	TFs and others	KLF3	Epidermis	Keratinocytes	15744	187/271	166/450	-16.3023	-13.7703	1.87058
SRX10881824	TFs and others	SS18L1	Kidney	G-401	23219	231/271	251/450	-16.244	-13.7278	1.5282
SRX4708082	TFs and others	RBFOX2	Blood	K-562	23841	231/271	251/450	-16.244	-13.7278	1.5282
SRX4708024	TFs and others	HNRNPLL	Liver	Hep G2	14085	211/271	210/450	-16.1891	-13.6806	1.66842
SRX1293531	TFs and others	KMT2A	Blood	MV-4-11	26361	224/271	237/450	-16.1158	-13.6149	1.56943
SRX2198835	TFs and others	LARP7	Uterus	HeLa	31176	230/271	250/450	-16.1051	-13.6116	1.52768
SRX8673357	TFs and others	EGR1	Blood	Kasumi-1	6763	126/271	78/450	-16.0626	-13.5764	2.68237
SRX1280449	TFs and others	NRF1	Breast	HMEC	12241	171/271	141/450	-16.0277	-13.5487	2.01382
SRX117010	TFs and others	FLI1	Blood	U-937	12322	185/271	164/450	-16.0151	-13.5431	1.87314
SRX9867025	TFs and others	BCL11B	Blood	TALL-1	31691	231/271	253/450	-15.9412	-13.4762	1.51612
SRX666559	TFs and others	NRF1	Breast	T-47D	7819	153/271	115/450	-15.8888	-13.4306	2.20921
SRX8949803	TFs and others	ASCL1	Unclassified	Unclassified	20255	177/271	151/450	-15.8697	-13.4183	1.94643
SRX1660872	TFs and others	TRIM25	Breast	Breast cancer cells	16755	115/271	65/450	-15.8476	-13.4028	2.93784
SRX10382402	TFs and others	QSER1	Pluripotent stem cell	hESC H1	34365	201/271	193/450	-15.8404	-13.4021	1.72935
SRX3433644	TFs and others	USP7	Blood	CUTLL1	22404	232/271	256/450	-15.7816	-13.3558	1.50484
SRX9867024	TFs and others	BCL11B	Blood	TALL-1	29842	229/271	249/450	-15.7813	-13.3558	1.52714
SRX3881554	TFs and others	O-GlcNAc	Prostate	LNCAP	10561	222/271	234/450	-15.7477	-13.3285	1.57536
SRX5416008	TFs and others	WDR5	Liver	SMMC-7721	22521	110/271	60/450	-15.7239	-13.3108	3.04428
SRX2281252	TFs and others	KMT2A	Blood	SEM	7460	184/271	164/450	-15.6984	-13.2914	1.86302
SRX4155858	TFs and others	MYCN	Neural	KELLY	23632	221/271	233/450	-15.6409	-13.2399	1.575
SRX3472375	TFs and others	TP53BP1	Pluripotent stem cell	hESC H9	29510	233/271	259/450	-15.6261	-13.231	1.49382
SRX1091814	TFs and others	CTCFL	Blood	K-562	19775	167/271	137/450	-15.5464	-13.1607	2.02413
SRX9571475	TFs and others	Epitope tags	Blood	K-562	30470	219/271	229/450	-15.5415	-13.1607	1.588
SRX6366606	TFs and others	Epitope tags	Uterus	Ishikawa	18247	232/271	257/450	-15.5386	-13.1607	1.49899
SRX9523535	TFs and others	NABP2	Bone	HT-1080	12504	183/271	163/450	-15.4665	-13.0942	1.86426
SRX10382399	TFs and others	BCOR	Pluripotent stem cell	hESC H1	35625	236/271	266/450	-15.4606	-13.0939	1.47324
SRX6060974	TFs and others	KLF5	Digestive tract	ESO-26	12778	186/271	168/450	-15.4513	-13.09	1.83843
SRX5705796	TFs and others	ETS1	Pluripotent stem cell	hESC derived cardiac cells	11129	162/271	130/450	-15.4327	-13.0768	2.06926
SRX10382404	TFs and others	TET1	Pluripotent stem cell	hESC H1	20239	173/271	147/450	-15.3644	-13.0139	1.95421
SRX1690205	TFs and others	MYCN	Neural	BE(2)-C	20362	202/271	197/450	-15.3369	-12.994	1.70266
SRX7061820	TFs and others	MED12	Blood	SEM	29959	227/271	247/450	-15.3341	-12.994	1.52606
SRX2550934	TFs and others	MYCN	Neural	KELLY	22030	208/271	209/450	-15.2406	-12.9057	1.65257
SRX250092	TFs and others	AR	Breast	MDA-MB-453	37368	231/271	256/450	-15.1887	-12.8589	1.49836
SRX5770333	TFs and others	Epitope tags	Digestive tract	HCT 116	10537	187/271	171/450	-15.1655	-12.8407	1.81589
SRX6366607	TFs and others	Epitope tags	Uterus	Ishikawa	16620	231/271	257/450	-15.1479	-12.828	1.49253
SRX6102130	TFs and others	SUPT5H	Uterus	HeLa	21479	225/271	244/450	-15.1366	-12.8216	1.53121
SRX186618	TFs and others	MAZ	Lung	IMR-90	18778	211/271	215/450	-15.1182	-12.8081	1.62962
SRX8037077	TFs and others	KLF5	Digestive tract	HT-29	20557	224/271	242/450	-15.0807	-12.7754	1.53701
SRX9055420	TFs and others	KLF1	Blood	HUDEP-2	13166	214/271	222/450	-14.9773	-12.6767	1.60068
SRX1514975	TFs and others	GFP	Kidney	293	9616	141/271	102/450	-14.8705	-12.5746	2.29542
SRX4046302	TFs and others	CXXC1	Blood	Erythroblasts	9882	204/271	203/450	-14.8571	-12.5659	1.6687
SRX117011	TFs and others	FLI1	Blood	U-937	13833	187/271	173/450	-14.8523	-12.5657	1.79489
SRX1055111	TFs and others	Epitope tags	Kidney	293	51526	234/271	265/450	-14.7185	-12.4364	1.46627
SRX129107	TFs and others	MAX	Lung	NCI-H128	32315	234/271	266/450	-14.6935	-12.4159	1.46076
SRX9055419	TFs and others	KLF1	Blood	HUDEP-2	11015	196/271	189/450	-14.6782	-12.4051	1.72202
SRX3934085	TFs and others	INTS13	Blood	HL-60	15372	207/271	210/450	-14.6691	-12.4004	1.63679
SRX10313956	TFs and others	ZBTB7A	Blood	HUDEP-2	14385	193/271	184/450	-14.6381	-12.3771	1.74174
SRX2281249	TFs and others	KMT2A	Blood	SEM	17528	180/271	162/450	-14.6371	-12.3771	1.84502
SRX1514953	TFs and others	GFP	Kidney	293	32991	221/271	238/450	-14.6154	-12.3597	1.54191
SRX1873451	TFs and others	MED1	Blood	SEM	19169	212/271	220/450	-14.6105	-12.359	1.60013
SRX4708116	TFs and others	YY1	Liver	Hep G2	13946	220/271	236/450	-14.561	-12.3137	1.54794
SRX4708034	TFs and others	RBFOX2	Liver	Hep G2	18845	210/271	216/450	-14.5477	-12.3045	1.61439
SRX1055109	TFs and others	Epitope tags	Kidney	293	53968	229/271	255/450	-14.4858	-12.2495	1.49121
SRX189238	TFs and others	MAX	Lung	NCI-H128	24130	223/271	243/450	-14.4845	-12.2495	1.52385
SRX4708115	TFs and others	YY1	Liver	Hep G2	12034	214/271	224/450	-14.4771	-12.2462	1.58639
SRX2281260	TFs and others	KMT2A	Blood	Bone marrow mononuclear cells	31999	229/271	256/450	-14.4603	-12.2372	1.48538
SRX4155859	TFs and others	MYCN	Neural	KELLY	33256	234/271	267/450	-14.4576	-12.2372	1.45528
SRX186635	TFs and others	NRF1	Neural	SK-N-SH	7744	151/271	118/450	-14.4562	-12.2372	2.1249
SRX6066491	TFs and others	POLR2C	Digestive tract	HCT 116	17991	225/271	248/450	-14.3611	-12.146	1.50652
SRX3934096	TFs and others	INTS13	Blood	Monocytes	4804	128/271	87/450	-14.3321	-12.1208	2.44306
SRX9206198	TFs and others	GFP	Digestive tract	HCT 116	13858	227/271	252/450	-14.3142	-12.1068	1.49578
SRX265229	TFs and others	ELF1	Blood	ME-1	9790	160/271	132/450	-14.3019	-12.0983	2.01275
SRX666557	TFs and others	ARNT	Breast	T-47D	40225	239/271	279/450	-14.2809	-12.081	1.42245
SRX8449940	TFs and others	BAHCC1	Blood	Jurkat	22309	220/271	238/450	-14.2647	-12.0685	1.53493
SRX2059875	TFs and others	SUPT5H	Blood	BJAB	16599	219/271	236/450	-14.2227	-12.0302	1.5409
SRX265230	TFs and others	ERG	Blood	ME-1	26409	221/271	241/450	-14.0813	-11.8925	1.52271
SRX4561210	TFs and others	EHMT2	Muscle	RH-41	11819	188/271	178/450	-14.0652	-11.88	1.7538
SRX4484988	TFs and others	ERG	Blood	SEM	50919	237/271	276/450	-14.0387	-11.8571	1.42588
SRX7677719	TFs and others	NELFCD	Digestive tract	DLD-1	14904	216/271	231/450	-14.0349	-11.8569	1.55269
SRX212650	TFs and others	STAT1	Blood	Monocytes-CD14+	59790	239/271	281/450	-14.0181	-11.8437	1.41233
SRX5316104	TFs and others	O-GlcNAc	Prostate	LNCAP	9397	215/271	229/450	-13.9998	-11.8289	1.559
SRX682375	TFs and others	ERG	Blood	TSU-1621MT	20208	209/271	217/450	-13.9891	-11.8217	1.5993
SRX7549659	TFs and others	TFAP2C	Pluripotent stem cell	hESC UCLA1	27736	172/271	153/450	-13.8795	-11.7155	1.86672
SRX7030928	TFs and others	NELFA	Breast	MCF-7	13756	217/271	234/450	-13.8425	-11.682	1.53988
SRX2963102	TFs and others	RUNX1	Blood	PBMC	20938	190/271	183/450	-13.8058	-11.6487	1.72403
SRX757325	TFs and others	YAP1	Lung	H2052	56147	36/271	177/450	-13.7897	-11.6359	0.337732
SRX2513052	TFs and others	TET2	Blood	Jurkat	12358	153/271	124/450	-13.7421	-11.5917	2.04886
SRX150363	TFs and others	MAZ	Blood	GM12878	13206	183/271	172/450	-13.7283	-11.5812	1.76671
SRX4892339	TFs and others	Epitope tags	Kidney	293	25651	171/271	152/450	-13.6692	-11.5254	1.86808
SRX6102128	TFs and others	SUPT5H	Uterus	HeLa	17900	207/271	215/450	-13.6546	-11.5141	1.59873
SRX6602364	TFs and others	ARNTL	Neural	Glioma stem cells	3294	70/271	25/450	-13.6075	-11.4722	4.64945
SRX1514976	TFs and others	GFP	Kidney	293	8220	122/271	82/450	-13.603	-11.4722	2.47052
SRX667411	TFs and others	Epitope tags	Breast	MCF-7	13949	122/271	82/450	-13.603	-11.4722	2.47052
SRX265420	TFs and others	KDM5B	Breast	T-47D	55824	245/271	298/450	-13.5869	-11.4593	1.36519
SRX10567335	TFs and others	HMGB1	Cardiovascular	HUVEC	8991	94/271	49/450	-13.568	-11.4435	3.18548
SRX063919	TFs and others	ERG	Blood	K-562	6497	56/271	14/450	-13.5558	-11.4345	6.64207
SRX2565135	TFs and others	E2F1	Prostate	LNCAP	17511	230/271	263/450	-13.5476	-11.4294	1.45216
SRX8673358	TFs and others	EGR1	Blood	Kasumi-1	22939	232/271	267/450	-13.5169	-11.4018	1.44285
SRX5576993	TFs and others	CRTC2	Lung	A549	17175	229/271	261/450	-13.4759	-11.3638	1.45693
SRX6867661	TFs and others	RUNX1T1	Pluripotent stem cell	hESC H9	6676	138/271	104/450	-13.4422	-11.3336	2.20338
SRX5757570	TFs and others	SMAD3	Breast	WHIM12	15711	226/271	255/450	-13.4396	-11.3336	1.47167
SRX8949798	TFs and others	NEUROD1	Unclassified	Unclassified	34927	233/271	271/450	-13.3242	-11.2212	1.42768
SRX334246	TFs and others	E2F1	Unclassified	Unclassified	10415	193/271	191/450	-13.3106	-11.2106	1.6779
SRX063917	TFs and others	ERG	Breast	MCF-7	14218	177/271	164/450	-13.2755	-11.1785	1.79214
SRX10382426	TFs and others	TET1	Pluripotent stem cell	hESC H1	20673	201/271	206/450	-13.2158	-11.1217	1.62021
SRX265222	TFs and others	RUNX1	Blood	ME-1	14180	151/271	124/450	-13.1886	-11.0974	2.02208
SRX129111	TFs and others	MAX	Lung	NCI-H2171	48835	234/271	274/450	-13.1835	-11.0952	1.41811
SRX1873447	TFs and others	KDM2B	Blood	SEM	23294	217/271	238/450	-13.0978	-11.0124	1.514
SRX159138	TFs and others	NOTCH1	Blood	HPB-ALL	38405	230/271	265/450	-13.0871	-11.0046	1.4412
SRX1892834	TFs and others	TFAP4	Digestive tract	SNU-1750	27215	204/271	213/450	-13.0265	-10.9468	1.59035
SRX682379	TFs and others	RARA	Blood	TSU-1621MT	11605	183/271	175/450	-13.0014	-10.9246	1.73643
SRX7677723	TFs and others	SUPT5H	Digestive tract	DLD-1	17114	223/271	251/450	-12.9861	-10.9121	1.47528
SRX695951	TFs and others	MAZ	Adipocyte	T778	12964	179/271	169/450	-12.9756	-10.9044	1.75877
SRX5757564	TFs and others	SMAD3	Breast	SUM 159PT	15952	225/271	255/450	-12.9233	-10.8549	1.46516
SRX10045344	TFs and others	ASXL1	Blood	THP-1	12309	206/271	217/450	-12.8775	-10.8118	1.57634
SRX5821030	TFs and others	GATA1	Blood	CD34+	20184	173/271	160/450	-12.7869	-10.724	1.79543
SRX9206199	TFs and others	GFP	Digestive tract	HCT 116	13651	226/271	258/450	-12.7588	-10.6986	1.45456
SRX7692443	TFs and others	POLR2C	Breast	MCF-7	11108	182/271	175/450	-12.7333	-10.6758	1.72694
SRX150623	TFs and others	HMGN3	Blood	K-562	8353	144/271	116/450	-12.7003	-10.6455	2.06133
SRX8706937	TFs and others	E2F1	Prostate	LNCAP	13977	218/271	242/450	-12.6921	-10.6399	1.49584
SRX3873725	TFs and others	MYC	Lung	SW 1271	38123	213/271	232/450	-12.6727	-10.6232	1.52453
SRX1515062	TFs and others	GFP	Kidney	293	9351	136/271	105/450	-12.6223	-10.5754	2.15076
SRX3852892	TFs and others	NELFE	Blood	K-562	11730	195/271	198/450	-12.5926	-10.5484	1.63536
SRX1091551	TFs and others	TFAP2A	Pluripotent stem cell	hESC derived neural crests	46427	203/271	213/450	-12.5362	-10.4972	1.58256
SRX129083	TFs and others	MAX	Blood	P493-6	16089	203/271	213/450	-12.5362	-10.4972	1.58256
SRX6066493	TFs and others	POLR2C	Digestive tract	HCT 116	18544	222/271	251/450	-12.4742	-10.4377	1.46866
SRX5307507	TFs and others	MAX	Blood	P493-6	8622	123/271	88/450	-12.4575	-10.4236	2.32095
SRX7692444	TFs and others	POLR2C	Breast	MCF-7	11032	185/271	182/450	-12.4479	-10.4166	1.68789
SRX100412	TFs and others	TAF1	Liver	Hep G2	17790	200/271	209/450	-12.4099	-10.3836	1.58901
SRX334238	TFs and others	E2F1	Unclassified	Unclassified	12609	200/271	209/450	-12.4099	-10.3836	1.58901
SRX7692440	TFs and others	POLR2C	Digestive tract	HCT 116	15049	212/271	231/450	-12.3932	-10.3694	1.52394
SRX1212238	TFs and others	CREB1	Prostate	LNCAP	12839	217/271	242/450	-12.3737	-10.3524	1.48898
SRX189237	TFs and others	MAX	Lung	NCI-H2171	53418	235/271	280/450	-12.3658	-10.347	1.39365
SRX6961668	TFs and others	SUPT5H	Digestive tract	HCT 116	16208	216/271	240/450	-12.3371	-10.3207	1.49446
SRX1799531	TFs and others	TRIM28	Blood	CD4+ T cells	19462	196/271	202/450	-12.3329	-10.319	1.61119
SRX113706	TFs and others	SP1	Digestive tract	HCT 116	16733	159/271	140/450	-12.3302	-10.3187	1.88587
SRX1726514	TFs and others	TFDP1	Blood	MM.1S	7635	172/271	161/450	-12.2791	-10.27	1.77397
SRX5391680	TFs and others	SMC3	Blood	Neutrophils	19658	170/271	158/450	-12.2751	-10.2684	1.78663
SRX1091549	TFs and others	TFAP2A	Pluripotent stem cell	hESC derived neural crests	33580	175/271	166/450	-12.2503	-10.246	1.75054
SRX8673354	TFs and others	EGR1	Blood	Kasumi-1	16179	188/271	188/450	-12.2446	-10.2427	1.66052
SRX204413	TFs and others	MAX	Blood	P493-6	14582	190/271	192/450	-12.2247	-10.2252	1.64322
SRX5503030	TFs and others	Epitope tags	Kidney	293	13109	186/271	185/450	-12.2069	-10.2097	1.66949
SRX1510969	TFs and others	ZNF143	Breast	MCF-7	21913	200/271	210/450	-12.191	-10.1962	1.58144
SRX10131665	TFs and others	NELFCD	Lung	Bronchial tracheal epithelial cells	10829	183/271	180/450	-12.1885	-10.196	1.68819
SRX5624369	TFs and others	SREBF2	Blood	Macrophages	31892	224/271	257/450	-12.1387	-10.1485	1.4473
SRX3256876	TFs and others	KDM2B	Pluripotent stem cell	hESC H1	29582	198/271	207/450	-12.1143	-10.1264	1.58832
SRX1177905	TFs and others	HEXIM1	Digestive tract	HCT 116	17690	140/271	113/450	-12.0793	-10.0937	2.05728
SRX150417	TFs and others	MAZ	Blood	K-562	29714	219/271	248/450	-12.0222	-10.0389	1.46634
SRX7692437	TFs and others	POLR2C	Digestive tract	HCT 116	18669	222/271	254/450	-11.9979	-10.0169	1.45132
SRX1091550	TFs and others	TFAP2A	Pluripotent stem cell	hESC derived neural crests	43176	187/271	188/450	-11.9708	-9.99201	1.65168
SRX1892835	TFs and others	TFAP4	Digestive tract	COLO 320	36160	188/271	190/450	-11.9556	-9.97906	1.64304
SRX7141989	TFs and others	O-GlcNAc	Adipocyte	Adipocytes	4052	73/271	32/450	-11.9364	-9.96209	3.78805
SRX6483138	TFs and others	SMARCA4	Neural	NGP	12235	162/271	147/450	-11.9332	-9.96111	1.82996
SRX3852890	TFs and others	NELFA	Blood	K-562	13716	199/271	210/450	-11.9024	-9.93252	1.57354
SRX4892335	TFs and others	Epitope tags	Kidney	293	7305	134/271	105/450	-11.8997	-9.93202	2.11914
SRX150415	TFs and others	MAZ	Liver	Hep G2	6772	126/271	94/450	-11.8972	-9.93171	2.2258
SRX667410	TFs and others	Epitope tags	Breast	MCF-7	6458	82/271	42/450	-11.8483	-9.88555	3.24196
SRX6066490	TFs and others	POLR2C	Digestive tract	HCT 116	18388	211/271	233/450	-11.8467	-9.88555	1.50373
SRX10119396	TFs and others	JUNB	Breast	MDA-MB-231	24949	19/271	125/450	-11.8297	-9.87255	0.252399
SRX6027684	TFs and others	ESR1	Uterus	Ishikawa	25029	194/271	201/450	-11.8294	-9.87255	1.60269
SRX5212362	TFs and others	SMARCA4	Others	Mel270	30427	25/271	140/450	-11.7988	-9.84408	0.296521
SRX3852898	TFs and others	NELFA	Blood	K-562	12018	190/271	194/450	-11.7802	-9.82761	1.62628
SRX10913936	TFs and others	SP1	Epidermis	Dermal fibroblast	3777	117/271	83/450	-11.7462	-9.79573	2.34073
SRX757326	TFs and others	YAP1	Lung	H2052	49213	29/271	150/450	-11.7441	-9.79573	0.321033
SRX3229161	TFs and others	ESR1	Breast	Breast cancer	28396	188/271	191/450	-11.7395	-9.79322	1.63444
SRX265231	TFs and others	SPI1	Blood	ME-1	2778	61/271	22/450	-11.7197	-9.7755	4.60416
SRX10657967	TFs and others	Epitope tags	Blood	NALM-6	19994	178/271	174/450	-11.7145	-9.77237	1.69869
SRX9562887	TFs and others	SMARCA4	Muscle	RH-4	14459	125/271	95/450	-11.5572	-9.61859	2.18489
SRX4708041	TFs and others	NONO	Liver	Hep G2	13398	192/271	199/450	-11.5566	-9.61859	1.60211
SRX8080569	TFs and others	POU2F1	Breast	Mammary gland ductal carcinoma	11925	190/271	195/450	-11.5487	-9.61273	1.61794
SRX10333914	TFs and others	NELFA	Digestive tract	DLD-1	12641	172/271	165/450	-11.5228	-9.58887	1.73096
SRX10333912	TFs and others	NELFA	Digestive tract	DLD-1	10941	170/271	162/450	-11.5179	-9.58599	1.74252
SRX8706938	TFs and others	E2F1	Prostate	LNCAP	12750	213/271	238/450	-11.5035	-9.57361	1.48609
SRX10657969	TFs and others	Epitope tags	Blood	NALM-6	21537	184/271	185/450	-11.4976	-9.56971	1.65154
SRX100459	TFs and others	EGR1	Blood	K-562	32501	181/271	180/450	-11.488	-9.56211	1.66974
SRX100493	TFs and others	HEY1	Liver	Hep G2	26419	207/271	227/450	-11.4794	-9.5555	1.51422
SRX129082	TFs and others	MAX	Blood	P493-6	15482	198/271	210/450	-11.4514	-9.53001	1.56563
SRX7551117	TFs and others	SETD1A	Uterus	HeLa	14498	206/271	225/450	-11.4499	-9.53001	1.5203
SRX100495	TFs and others	TAF1	Pluripotent stem cell	hESC H1	19565	212/271	237/450	-11.448	-9.53001	1.48536
SRX4367431	TFs and others	TBP	Lung	Bronchial tracheal epithelial cells	11034	198/271	211/450	-11.4065	-9.49046	1.55821
SRX2442440	TFs and others	FGFR1	Pluripotent stem cell	iPS derived neural cells	13470	204/271	222/450	-11.3727	-9.4586	1.52588
SRX7692441	TFs and others	POLR2C	Digestive tract	HCT 116	15724	215/271	244/450	-11.3296	-9.41744	1.46316
SRX3433645	TFs and others	USP7	Blood	CUTLL1	18429	209/271	232/450	-11.3158	-9.40748	1.4959
SRX734411	TFs and others	AR	Prostate	CWR22Pc	47825	209/271	232/450	-11.3158	-9.40748	1.4959
SRX8080571	TFs and others	POU2F1	Breast	Mammary gland ductal carcinoma	10476	171/271	164/450	-11.3113	-9.40679	1.73139
SRX9867040	TFs and others	CTCF	Blood	CD4+ T cells	22754	171/271	164/450	-11.3113	-9.40679	1.73139
SRX752907	TFs and others	CREB1	Prostate	LNCAP	16061	218/271	250/450	-11.2886	-9.38598	1.44797
SRX2043232	TFs and others	PBX1	Blood	RCH-ACV	23760	178/271	176/450	-11.2573	-9.35657	1.67939
SRX1510971	TFs and others	ZNF143	Breast	MCF-7	17376	176/271	173/450	-11.2525	-9.35587	1.68931
SRX4708036	TFs and others	RBM25	Liver	Hep G2	34959	225/271	265/450	-11.2513	-9.35587	1.40987
SRX7692436	TFs and others	POLR2C	Digestive tract	HCT 116	17944	221/271	256/450	-11.251	-9.35587	1.43349
SRX1058479	TFs and others	MAX	Epidermis	MKL-1	26543	206/271	227/450	-11.1979	-9.30462	1.5069
SRX204905	TFs and others	BRD4	Blood	MM.1S	21154	220/271	255/450	-11.1629	-9.27147	1.4326
SRX4374939	TFs and others	RBPJ	Breast	HCC1599	16857	211/271	237/450	-11.1562	-9.2666	1.47835
SRX7044869	TFs and others	MAZ	Blood	Erythroid Cells	1769	75/271	37/450	-11.1358	-9.24803	3.36591
SRX265220	TFs and others	MYH11	Blood	ME-1	6124	73/271	35/450	-11.1314	-9.24545	3.46336
SRX1165097	TFs and others	CREB1	Liver	Hep G2	21871	219/271	253/450	-11.1205	-9.23637	1.43736
SRX026657	TFs and others	ERG	Blood	Acute promyelocytic leukemia	16464	192/271	201/450	-11.1064	-9.22407	1.58617
SRX4385550	TFs and others	SUPT5H	Digestive tract	HCT 116	13715	209/271	233/450	-11.1008	-9.22027	1.48948
SRX6961666	TFs and others	SUPT5H	Digestive tract	HCT 116	18211	201/271	218/450	-11.0621	-9.18336	1.53103
