SRX2207918	TFs and others	ATF3	Epidermis	CS1AN	30101	418/822	640/993	-8.28023	-4.42061	0.788994
SRX2731518	TFs and others	NCAPH2	Kidney	293	9884	275/822	442/993	-5.75541	-3.20154	0.751602
SRX204905	TFs and others	BRD4	Blood	MM.1S	21154	526/822	739/993	-5.75325	-3.20154	0.859842
SRX2343935	TFs and others	EP300	Cardiovascular	Large pulmonary artery endothelial cells	2268	53/822	20/993	-5.74922	-3.20154	3.20128
SRX129111	TFs and others	MAX	Lung	NCI-H2171	48835	555/822	770/993	-5.66275	-3.13034	0.870722
SRX8949797	TFs and others	ASCL1	Unclassified	Unclassified	22112	430/822	629/993	-5.66163	-3.13034	0.825839
SRX190296	TFs and others	FOSL2	Neural	SK-N-SH	33847	252/822	208/993	-5.62757	-3.11041	1.46357
SRX063917	TFs and others	ERG	Breast	MCF-7	14218	348/822	531/993	-5.6259	-3.11041	0.791703
SRX5576990	TFs and others	CRTC2	Lung	A549	19080	560/822	774/993	-5.5952	-3.08739	0.874026
SRX3881554	TFs and others	O-GlcNAc	Prostate	LNCAP	10561	484/822	690/993	-5.56195	-3.06869	0.847371
SRX1004563	TFs and others	TEAD1	Lung	MSTO-211H	10879	119/822	75/993	-5.56152	-3.06869	1.91674
SRX10119371	TFs and others	TEAD1	Breast	MCF 10A	4102	95/822	54/993	-5.54609	-3.06056	2.12524
SRX10119388	TFs and others	YAP1	Breast	MDA-MB-231	16604	187/822	141/993	-5.52545	-3.05897	1.60214
SRX1672124	TFs and others	NR3C1	Lung	BEAS-2B	18400	244/822	200/993	-5.5245	-3.05897	1.4738
SRX063918	TFs and others	ERG	Breast	MCF-7	15396	349/822	531/993	-5.52331	-3.05897	0.793978
SRX6066493	TFs and others	POLR2C	Digestive tract	HCT 116	18544	552/822	765/993	-5.49658	-3.04229	0.871676
SRX2565135	TFs and others	E2F1	Prostate	LNCAP	17511	534/822	745/993	-5.4923	-3.04229	0.865889
SRX1013331	TFs and others	MED1	Liver	HuCCT1	7056	231/822	187/993	-5.48643	-3.04229	1.49227
SRX026657	TFs and others	ERG	Blood	Acute promyelocytic leukemia	16464	425/822	621/993	-5.4391	-3.00149	0.826751
SRX359408	TFs and others	CREBBP	Kidney	293	7325	235/822	387/993	-5.42732	-2.99615	0.733558
SRX10881855	TFs and others	ARID2	Others	BT-16	2165	70/822	34/993	-5.4195	-2.99467	2.48712
SRX2609661	TFs and others	NR3C1	Lung	HASM2	25190	186/822	141/993	-5.40533	-2.98674	1.59357
SRX2343937	TFs and others	EP300	Cardiovascular	Large pulmonary artery endothelial cells	1996	47/822	17/993	-5.33334	-2.92917	3.33985
SRX9571475	TFs and others	Epitope tags	Blood	K-562	30470	519/822	727/993	-5.33052	-2.92917	0.862403
SRX9206198	TFs and others	GFP	Digestive tract	HCT 116	13858	496/822	701/993	-5.32953	-2.92917	0.854754
SRX10119389	TFs and others	WWTR1	Breast	MDA-MB-231	9788	168/822	124/993	-5.30702	-2.91257	1.63668
SRX644410	TFs and others	ETS1	Pancreas	PANC-1	787	45/822	16/993	-5.25527	-2.86723	3.39758
SRX2281249	TFs and others	KMT2A	Blood	SEM	17528	393/822	581/993	-5.2501	-2.86723	0.817135
SRX3946908	TFs and others	MED1	Others	Mesenchymal stem cells	4074	64/822	30/993	-5.23053	-2.86195	2.57713
SRX4385550	TFs and others	SUPT5H	Digestive tract	HCT 116	13715	531/822	739/993	-5.22764	-2.86195	0.868016
SRX366169	TFs and others	NKX2-1	Lung	NCI-H441	36653	264/822	224/993	-5.22575	-2.86195	1.42375
SRX10382426	TFs and others	TET1	Pluripotent stem cell	hESC H1	20673	447/822	644/993	-5.22254	-2.86195	0.838492
SRX3436561	TFs and others	SSRP1	Bone	HT-1080	1571	52/822	21/993	-5.21454	-2.85934	2.99131
SRX3472375	TFs and others	TP53BP1	Pluripotent stem cell	hESC H9	29510	578/822	790/993	-5.16146	-2.81159	0.883849
SRX695951	TFs and others	MAZ	Adipocyte	T778	12964	362/822	543/993	-5.13408	-2.78947	0.805353
SRX3436562	TFs and others	SSRP1	Bone	HT-1080	891	31/822	7/993	-5.11871	-2.77931	5.34984
SRX366170	TFs and others	NKX2-1	Lung	NCI-H441	24176	176/822	133/993	-5.10597	-2.77171	1.5986
SRX250092	TFs and others	AR	Breast	MDA-MB-453	37368	503/822	707/993	-5.08065	-2.75146	0.859461
SRX5266973	TFs and others	KDM4A	Blood	THP-1	15430	395/822	581/993	-5.05488	-2.73072	0.821294
SRX190223	TFs and others	RXRA	Neural	SK-N-SH	10620	162/822	120/993	-5.04148	-2.72228	1.63084
SRX10119396	TFs and others	JUNB	Breast	MDA-MB-231	24949	184/822	142/993	-5.03339	-2.7191	1.56533
SRX8616835	TFs and others	FOSL2	Lung	A549	14559	253/822	214/993	-5.02767	-2.71823	1.42818
SRX2442440	TFs and others	FGFR1	Pluripotent stem cell	iPS derived neural cells	13470	460/822	657/993	-4.99425	-2.68961	0.845804
SRX190194	TFs and others	GATA3	Neural	SK-N-SH	67373	346/822	318/993	-4.98312	-2.68502	1.3144
SRX1514953	TFs and others	GFP	Kidney	293	32991	517/822	721/993	-4.98022	-2.68502	0.866229
SRX4484988	TFs and others	ERG	Blood	SEM	50919	589/822	800/993	-4.97462	-2.68406	0.889411
SRX3946904	TFs and others	MED1	Others	Mesenchymal stem cells	10814	116/822	76/993	-4.95949	-2.68003	1.84383
SRX689370	TFs and others	WDR5	Kidney	293	16083	471/822	669/993	-4.95329	-2.68003	0.850496
SRX190202	TFs and others	TCF12	Lung	A549	19573	474/822	469/993	-4.95064	-2.68003	1.22091
SRX268298	TFs and others	FOSL1	Breast	BT-549	12618	150/822	109/993	-4.94912	-2.68003	1.66243
SRX8119674	TFs and others	SMARCA2	Lung	MRC-5	39681	371/822	347/993	-4.94808	-2.68003	1.29158
SRX1672127	TFs and others	NR3C1	Lung	BEAS-2B	12673	171/822	130/993	-4.9282	-2.66452	1.58902
SRX992662	TFs and others	E2F1	Prostate	LNCAP	17851	530/822	735/993	-4.89861	-2.63925	0.871096
SRX6066492	TFs and others	POLR2C	Digestive tract	HCT 116	18389	540/822	746/993	-4.89421	-2.63913	0.874445
SRX8520806	TFs and others	NR3C1	Breast	MDA-MB-231	9156	99/822	61/993	-4.88067	-2.6343	1.96057
SRX268299	TFs and others	JUN	Breast	BT-549	10347	158/822	117/993	-4.87736	-2.6343	1.63136
SRX8616829	TFs and others	FOSL2	Lung	A549	21291	333/822	304/993	-4.87056	-2.6343	1.32327
SRX3583257	TFs and others	ZMYND8	Breast	MDA-MB-231	2432	60/822	28/993	-4.86537	-2.6343	2.58863
SRX5212371	TFs and others	SMARCA4	Others	Mel270	25835	211/822	171/993	-4.86265	-2.6343	1.49061
SRX190356	TFs and others	TCF12	Neural	SK-N-SH	63116	544/822	557/993	-4.86228	-2.6343	1.17983
SRX7030928	TFs and others	NELFA	Breast	MCF-7	13756	503/822	704/993	-4.86056	-2.6343	0.863123
SRX6066491	TFs and others	POLR2C	Digestive tract	HCT 116	17991	564/822	772/993	-4.84774	-2.62545	0.88255
SRX5576993	TFs and others	CRTC2	Lung	A549	17175	589/822	798/993	-4.83745	-2.61915	0.891641
SRX316368	TFs and others	SUMO2	Kidney	293	7209	100/822	62/993	-4.83361	-2.61915	1.94843
SRX1067070	TFs and others	AR	Prostate	LHSAR	64537	193/822	153/993	-4.8272	-2.61659	1.52385
SRX2513052	TFs and others	TET2	Blood	Jurkat	12358	252/822	402/993	-4.81731	-2.61053	0.757272
SRX1067071	TFs and others	AR	Prostate	LHSAR	59859	160/822	120/993	-4.7994	-2.60162	1.61071
SRX1878943	TFs and others	BRD4	Others	Fibroblasts	1438	53/822	23/993	-4.79596	-2.60162	2.78372
SRX716559	TFs and others	TEAD1	Neural	SF268	15126	53/822	23/993	-4.79596	-2.60162	2.78372
SRX5416007	TFs and others	PTEN	Liver	SMMC-7721	22609	145/822	259/993	-4.79342	-2.60162	0.67631
SRX1672128	TFs and others	NR3C1	Lung	BEAS-2B	16533	263/822	227/993	-4.78558	-2.60084	1.39961
SRX10131665	TFs and others	NELFCD	Lung	Bronchial tracheal epithelial cells	10829	401/822	585/993	-4.7807	-2.60084	0.828068
SRX029087	TFs and others	FOS	Blood	K-562	15095	161/822	121/993	-4.78034	-2.60084	1.60738
SRX5212366	TFs and others	SMARCA4	Others	Mel270	24568	196/822	156/993	-4.77816	-2.60084	1.51778
SRX5718140	TFs and others	YAP1	Kidney	293	45476	178/822	138/993	-4.77083	-2.59876	1.55818
SRX7692436	TFs and others	POLR2C	Digestive tract	HCT 116	17944	559/822	765/993	-4.76902	-2.59876	0.88273
SRX6957431	TFs and others	FOXL2	Gonad	KGN	58957	308/822	277/993	-4.75507	-2.5883	1.34322
SRX2609665	TFs and others	NR3C1	Lung	HASM2	28052	143/822	103/993	-4.74729	-2.58696	1.67717
SRX359409	TFs and others	CREBBP	Kidney	293	10317	306/822	469/993	-4.74684	-2.58696	0.788181
SRX265230	TFs and others	ERG	Blood	ME-1	26409	499/822	699/993	-4.73953	-2.58306	0.862384
SRX334238	TFs and others	E2F1	Unclassified	Unclassified	12609	420/822	607/993	-4.7318	-2.57871	0.835869
SRX8726297	TFs and others	BMI1	Others	Tumor	14115	271/822	425/993	-4.70963	-2.56672	0.770296
SRX2343934	TFs and others	EP300	Cardiovascular	Large pulmonary artery endothelial cells	1891	40/822	14/993	-4.70796	-2.56672	3.45151
SRX6101126	TFs and others	NANOG	Pluripotent stem cell	hESC H9	21432	40/822	14/993	-4.70796	-2.56672	3.45151
SRX9350646	TFs and others	JUN	Epidermis	Melanoma cell line	30529	260/822	225/993	-4.70525	-2.56672	1.39594
SRX366168	TFs and others	SMAD3	Lung	NCI-H441	19858	220/822	182/993	-4.70316	-2.56672	1.46026
SRX190357	TFs and others	JUND	Neural	SK-N-SH	32289	252/822	216/993	-4.70007	-2.56672	1.40937
SRX3946906	TFs and others	MED1	Others	Mesenchymal stem cells	5656	54/822	24/993	-4.68835	-2.55955	2.71807
SRX7692437	TFs and others	POLR2C	Digestive tract	HCT 116	18669	560/822	766/993	-4.68651	-2.55955	0.883155
SRX2055844	TFs and others	EP300	Kidney	Renal cell carcinoma	17509	348/822	324/993	-4.66833	-2.54453	1.29751
SRX189237	TFs and others	MAX	Lung	NCI-H2171	53418	566/822	772/993	-4.64782	-2.52715	0.885679
SRX667414	TFs and others	Epitope tags	Breast	MCF-7	20211	155/822	271/993	-4.63423	-2.51667	0.690939
SRX5887621	TFs and others	YAP1	Lung	PC-9	3378	65/822	33/993	-4.62786	-2.51599	2.37945
SRX3657349	TFs and others	Epitope tags	Kidney	293	78227	511/822	711/993	-4.62645	-2.51599	0.868218
SRX10119364	TFs and others	YAP1	Breast	MCF 10A	17615	173/822	134/993	-4.62434	-2.51599	1.55962
SRX8321653	TFs and others	CDYL2	Breast	MCF-7	23615	196/822	327/993	-4.61785	-2.51253	0.724079
SRX2578870	TFs and others	ESR1	Breast	MDA-MB-231	9438	42/822	16/993	-4.60813	-2.50709	3.17108
SRX3946911	TFs and others	MED1	Others	Mesenchymal stem cells	3397	52/822	23/993	-4.60642	-2.50709	2.7312
SRX4367431	TFs and others	TBP	Lung	Bronchial tracheal epithelial cells	11034	479/822	674/993	-4.60035	-2.50398	0.858525
SRX5887611	TFs and others	YAP1	Lung	PC-9	11607	133/822	95/993	-4.5917	-2.49828	1.69124
SRX147007	TFs and others	EP300	Lung	IMR-90	19389	281/822	249/993	-4.58495	-2.49445	1.36328
SRX248763	TFs and others	Epitope tags	Uterus	HeLa	12834	121/822	83/993	-4.57962	-2.49203	1.7611
SRX6066490	TFs and others	POLR2C	Digestive tract	HCT 116	18388	530/822	731/993	-4.57104	-2.48633	0.875862
SRX4708116	TFs and others	YY1	Liver	Hep G2	13946	540/822	742/993	-4.56197	-2.48013	0.879159
SRX5289980	TFs and others	NR3C1	Lung	BEAS-2B	5411	48/822	20/993	-4.53296	-2.45397	2.89927
SRX1036365	TFs and others	RUNX1	Blood	Peripheral blood stem cells	17551	482/822	677/993	-4.52653	-2.45037	0.860074
SRX4892338	TFs and others	Epitope tags	Kidney	293	78191	510/822	709/993	-4.52009	-2.44674	0.868963
SRX10119368	TFs and others	WWTR1	Breast	MCF 10A	20172	203/822	166/993	-4.51206	-2.4415	1.47729
SRX3367141	TFs and others	FOSL2	Epidermis	SK-MEL-147	39118	301/822	272/993	-4.50607	-2.43829	1.33683
SRX5195727	TFs and others	SMARCA4	Uterus	Endometrial epithelial cells	10487	151/822	113/993	-4.49811	-2.43308	1.61427
SRX9523535	TFs and others	NABP2	Bone	HT-1080	12504	376/822	552/993	-4.48397	-2.42475	0.82286
SRX10881821	TFs and others	SS18L1	Kidney	G-401	20099	519/822	718/993	-4.48275	-2.42475	0.873213
SRX10567335	TFs and others	HMGB1	Cardiovascular	HUVEC	8991	89/822	176/993	-4.48161	-2.42475	0.610878
SRX5212362	TFs and others	SMARCA4	Others	Mel270	30427	220/822	184/993	-4.47082	-2.41665	1.44438
SRX2194235	TFs and others	MED1	Breast	SUM 159PT	2768	107/822	71/993	-4.46667	-2.41596	1.82055
SRX3852890	TFs and others	NELFA	Blood	K-562	13716	503/822	700/993	-4.4648	-2.41596	0.868055
SRX3857004	TFs and others	CDKN1B	Breast	MDA-MB-231	36038	653/822	862/993	-4.45783	-2.41163	0.915131
SRX129107	TFs and others	MAX	Lung	NCI-H128	32315	558/822	761/993	-4.44379	-2.40022	0.885782
SRX10119363	TFs and others	YAP1	Breast	MCF 10A	10488	129/822	92/993	-4.43386	-2.39289	1.69387
SRX8030771	TFs and others	Epitope tags	Kidney	293	11590	341/822	509/993	-4.41002	-2.37362	0.809308
SRX100385	TFs and others	NR3C1	Uterus	ECC-1	8616	97/822	62/993	-4.40942	-2.37362	1.88998
SRX8616838	TFs and others	FOSL2	Lung	A549	11165	195/822	159/993	-4.40272	-2.3713	1.48155
SRX5877914	TFs and others	Epitope tags	Bone	U2OS	91697	673/822	881/993	-4.40199	-2.3713	0.922819
SRX2609662	TFs and others	NR3C1	Lung	HASM2	26877	160/822	123/993	-4.3931	-2.36494	1.57142
SRX1721490	TFs and others	ETV1	Epidermis	COLO 800	11880	204/822	168/993	-4.3797	-2.35612	1.46689
SRX212184	TFs and others	EP300	Lung	Lung fibroblasts	19413	281/822	251/993	-4.37925	-2.35612	1.35242
SRX3946910	TFs and others	MED1	Others	Mesenchymal stem cells	4181	62/822	32/993	-4.3634	-2.34313	2.34056
SRX1660875	TFs and others	TRIM25	Breast	Breast cancer cells	14495	203/822	333/993	-4.3613	-2.34313	0.736426
SRX148895	TFs and others	SMAD3	Liver	LX2	8324	114/822	78/993	-4.35573	-2.34002	1.76558
SRX2020847	TFs and others	STAT3	Breast	MDA-MB-468	16904	215/822	180/993	-4.31917	-2.30591	1.44292
SRX8706938	TFs and others	E2F1	Prostate	LNCAP	12750	494/822	688/993	-4.30864	-2.29781	0.867393
SRX253227	TFs and others	SSRP1	Others	Fibrosarcoma	1653	34/822	11/993	-4.30517	-2.29676	3.73391
SRX113706	TFs and others	SP1	Digestive tract	HCT 116	16733	283/822	435/993	-4.29494	-2.28893	0.785913
SRX667413	TFs and others	Epitope tags	Breast	MCF-7	27244	212/822	344/993	-4.28204	-2.27843	0.744483
SRX8588625	TFs and others	SMARCA4	Cardiovascular	Pulmonary artery endothelial cells	21688	96/822	62/993	-4.27068	-2.26945	1.8705
SRX186646	TFs and others	PHF8	Blood	K-562	24555	502/822	697/993	-4.26743	-2.26856	0.870058
SRX10119392	TFs and others	TEAD1	Breast	MDA-MB-231	1414	60/822	31/993	-4.26164	-2.26651	2.33812
SRX682375	TFs and others	ERG	Blood	TSU-1621MT	20208	467/822	657/993	-4.26068	-2.26651	0.858675
SRX818641	TFs and others	SUMO2	Kidney	293	12389	58/822	29/993	-4.24884	-2.25948	2.41606
SRX1046558	TFs and others	RAG2	Blood	Thymus	21556	549/822	749/993	-4.24739	-2.25948	0.885458
SRX818637	TFs and others	PIAS1	Kidney	293	8211	66/822	36/993	-4.24618	-2.25948	2.21472
SRX3642946	TFs and others	PRMT1	Epidermis	Keratinocytes	10115	184/822	149/993	-4.24441	-2.25948	1.49179
SRX1538804	TFs and others	JUND	Digestive tract	HT-29	9794	145/822	109/993	-4.24175	-2.2591	1.60701
SRX190311	TFs and others	NFIC	Uterus	ECC-1	27610	228/822	195/993	-4.23856	-2.25818	1.41246
SRX6957477	TFs and others	FOXL2	Gonad	KGN	32253	151/822	115/993	-4.22353	-2.2454	1.58619
SRX1058479	TFs and others	MAX	Epidermis	MKL-1	26543	495/822	688/993	-4.21872	-2.24346	0.869149
SRX2609659	TFs and others	NR3C1	Lung	HASM2	26975	186/822	151/993	-4.21711	-2.24346	1.48804
SRX4708020	TFs and others	HNRNPC	Liver	Hep G2	10020	263/822	409/993	-4.21182	-2.24039	0.776801
SRX5576992	TFs and others	CREB1	Lung	A549	18211	615/822	820/993	-4.20913	-2.23991	0.906022
SRX6976723	TFs and others	TEAD1	Epidermis	Keratinocytes	8133	93/822	60/993	-4.20597	-2.23895	1.87245
SRX6743819	TFs and others	TFEB	Pluripotent stem cell	iPS cells	13773	138/822	243/993	-4.19897	-2.23414	0.686041
SRX5679787	TFs and others	ARID1A	Others	12Z	10006	114/822	79/993	-4.19484	-2.23359	1.74323
SRX433198	TFs and others	AR	Prostate	PC-3	40833	61/822	32/993	-4.19408	-2.23359	2.30281
SRX2368897	TFs and others	FOXA2	Lung	A549	15357	98/822	64/993	-4.18998	-2.23165	1.84979
SRX190282	TFs and others	FOXA1	Lung	A549	24558	109/822	75/993	-4.18777	-2.23158	1.75567
SRX3923184	TFs and others	FOSL1	Breast	BT-549	10001	157/822	122/993	-4.18396	-2.22991	1.55459
SRX150671	TFs and others	TRIM28	Kidney	293	22597	354/822	336/993	-4.17312	-2.22119	1.27275
SRX1514930	TFs and others	GFP	Kidney	293	9163	69/822	143/993	-4.15769	-2.20787	0.582895
SRX5286328	TFs and others	NANOG	Pluripotent stem cell	ES cells	7017	27/822	7/993	-4.14693	-2.20115	4.65954
SRX2585782	TFs and others	TP53	Breast	MDA-MB-231	31353	579/822	611/993	-4.14488	-2.20115	1.14476
SRX129110	TFs and others	MYC	Lung	NCI-H2171	44190	537/822	735/993	-4.14288	-2.20115	0.882601
SRX265420	TFs and others	KDM5B	Breast	T-47D	55824	595/822	798/993	-4.14099	-2.20115	0.900724
SRX018279	TFs and others	EP300	Neural	T98G	9949	360/822	344/993	-4.14055	-2.20115	1.26422
SRX1212238	TFs and others	CREB1	Prostate	LNCAP	12839	512/822	706/993	-4.13393	-2.20065	0.876078
SRX7807115	TFs and others	TEAD1	Unclassified	Unclassified	8109	95/822	62/993	-4.13335	-2.20065	1.85101
SRX150685	TFs and others	TBP	Uterus	HeLa	14590	470/822	475/993	-4.1311	-2.20065	1.19531
SRX150358	TFs and others	JUN	Cardiovascular	HUVEC	19921	166/822	131/993	-4.12979	-2.20065	1.53079
SRX1012690	TFs and others	PGR	Breast	MCF-7	538	23/822	5/993	-4.12787	-2.20065	5.55693
SRX1012697	TFs and others	PGR	Breast	MCF-7	476	23/822	5/993	-4.12787	-2.20065	5.55693
SRX5286309	TFs and others	AR	Prostate	LNCAP	28220	457/822	643/993	-4.12092	-2.19575	0.858584
SRX8949802	TFs and others	ASCL1	Unclassified	Unclassified	20597	309/822	465/993	-4.11899	-2.19575	0.802755
SRX190336	TFs and others	NFIC	Neural	SK-N-SH	33623	301/822	277/993	-4.10609	-2.18575	1.3127
SRX1538764	TFs and others	PPARG	Digestive tract	HT-29	17148	145/822	110/993	-4.10504	-2.18575	1.5924
SRX5286326	TFs and others	NANOG	Pluripotent stem cell	hESC WIBR2	42120	71/822	41/993	-4.09953	-2.1822	2.09195
SRX8588626	TFs and others	SMARCA4	Cardiovascular	Pulmonary artery endothelial cells	26830	113/822	79/993	-4.06946	-2.15408	1.72794
SRX190183	TFs and others	GATA3	Lung	A549	14128	233/822	202/993	-4.06689	-2.15345	1.39342
SRX10119395	TFs and others	JUNB	Breast	MDA-MB-231	21847	175/822	141/993	-4.0634	-2.15239	1.49933
SRX1021630	TFs and others	DAXX	Prostate	PC-3	25068	224/822	193/993	-4.06197	-2.15239	1.40206
SRX393516	TFs and others	TAL1	Cardiovascular	Primary endothelial cells	37579	157/822	123/993	-4.0567	-2.14963	1.54196
SRX3857002	TFs and others	CDKN1B	Breast	MDA-MB-231	35051	659/822	864/993	-4.05538	-2.14963	0.921402
SRX3642947	TFs and others	PRMT1	Epidermis	Keratinocytes	13863	252/822	223/993	-4.05336	-2.14951	1.36513
SRX129084	TFs and others	MAX	Blood	P493-6	20600	496/822	687/993	-4.03824	-2.13685	0.872172
SRX433201	TFs and others	AR	Prostate	PC-3	39378	105/822	72/993	-4.03692	-2.13685	1.76171
SRX366167	TFs and others	SMAD3	Lung	NCI-H441	9860	153/822	119/993	-4.02828	-2.13008	1.55318
SRX2731653	TFs and others	HOXC5	Prostate	PC-3	16367	275/822	249/993	-4.02357	-2.12724	1.33417
SRX2609666	TFs and others	NR3C1	Lung	HASM2	24838	134/822	100/993	-3.98855	-2.09678	1.61876
SRX6027693	TFs and others	ESR1	Uterus	Ishikawa	32832	573/822	773/993	-3.98754	-2.09678	0.895473
SRX3584202	TFs and others	CEBPB	Gonad	Epididymis	37004	172/822	139/993	-3.98621	-2.09678	1.49483
SRX9350647	TFs and others	FOSL1	Epidermis	Melanoma cell line	14945	207/822	175/993	-3.98571	-2.09678	1.42893
SRX5503030	TFs and others	Epitope tags	Kidney	293	13109	405/822	580/993	-3.98203	-2.09634	0.843538
SRX8512767	TFs and others	FOS	Digestive tract	HCT 116	4012	186/822	153/993	-3.98163	-2.09634	1.46858
SRX8616804	TFs and others	JUN	Lung	A549	1483	45/822	20/993	-3.96653	-2.08483	2.71807
SRX10119372	TFs and others	TEAD1	Breast	MCF 10A	7577	130/822	96/993	-3.96649	-2.08483	1.63587
SRX5576989	TFs and others	CREB1	Lung	A549	19952	606/822	808/993	-3.96397	-2.0841	0.906022
SRX5289981	TFs and others	NR3C1	Lung	BEAS-2B	10280	87/822	56/993	-3.95852	-2.08162	1.87676
