SRX6977278	TFs and others	Epitope tags	Neural	BE(2)-C	5261	40/44	88/178	-6.82139	-2.55674	1.83884
SRX3630819	TFs and others	NR3C1	Uterus	Ishikawa	247	6/44	0/178	-4.34245	-2.24727	inf
SRX3768737	TFs and others	MLLT3	Blood	CD34 Hematopoietic stem cells	337	6/44	0/178	-4.34245	-2.24727	inf
SRX4096891	TFs and others	TRPS1	Breast	SUM 159PT	3449	6/44	0/178	-4.34245	-2.24727	inf
SRX4155873	TFs and others	CTCFL	Bone	TC-71	611	6/44	0/178	-4.34245	-2.24727	inf
SRX4170712	TFs and others	WDR5	Blood	K-562	1352	6/44	0/178	-4.34245	-2.24727	inf
SRX5212361	TFs and others	BRD9	Others	Mel270	788	6/44	0/178	-4.34245	-2.24727	inf
SRX5234466	TFs and others	SMARCB1	Pluripotent stem cell	iPS cells	2704	6/44	0/178	-4.34245	-2.24727	inf
SRX5668139	TFs and others	MEN1	Blood	OCI-AML3	289	6/44	0/178	-4.34245	-2.24727	inf
SRX702053	TFs and others	OTX2	Pluripotent stem cell	hESC HUES64	2104	6/44	0/178	-4.34245	-2.24727	inf
SRX7627558	TFs and others	REST	Neural	Hippocampus	1804	6/44	0/178	-4.34245	-2.24727	inf
SRX8122235	TFs and others	LMO2	Pluripotent stem cell	hESC H9	1317	6/44	0/178	-4.34245	-2.24727	inf
SRX9600658	TFs and others	G-quadruplex	Blood	K-562	315	6/44	0/178	-4.34245	-2.24727	inf
SRX9600664	TFs and others	G-quadruplex	Blood	K-562	417	10/44	5/178	-4.28651	-2.24727	8.09091
SRX9317685	TFs and others	EP300	Blood	Fujioka	12598	26/44	46/178	-4.27067	-2.24727	2.28656
SRX3068920	TFs and others	AR	Prostate	22Rv1	2294	24/44	39/178	-4.26847	-2.24727	2.48951
SRX5307507	TFs and others	MAX	Blood	P493-6	8622	24/44	39/178	-4.26847	-2.24727	2.48951
SRX265221	TFs and others	MYH11	Blood	ME-1	1802	7/44	1/178	-4.26491	-2.24727	28.3182
SRX277131	TFs and others	SOX2	Digestive tract	KYSE-70	971	7/44	1/178	-4.26491	-2.24727	28.3182
SRX3345960	TFs and others	NAB2	Blood	HL-60	1151	7/44	1/178	-4.26491	-2.24727	28.3182
SRX5212367	TFs and others	GLTSCR1	Others	Mel270	997	7/44	1/178	-4.26491	-2.24727	28.3182
SRX9600615	TFs and others	G-quadruplex	Blood	K-562	293	7/44	1/178	-4.26491	-2.24727	28.3182
SRX9600621	TFs and others	G-quadruplex	Blood	K-562	368	9/44	4/178	-4.06027	-2.24727	9.10227
SRX9600651	TFs and others	G-quadruplex	Blood	K-562	309	9/44	4/178	-4.06027	-2.24727	9.10227
SRX5527607	TFs and others	EP300	Cardiovascular	HAEC	15525	15/44	16/178	-4.03922	-2.24727	3.79261
SRX10437635	TFs and others	ASCL2	Liver	Hep G2	2682	16/44	19/178	-3.92719	-2.24727	3.4067
SRX4792911	TFs and others	RAD21	Breast	T-47D	4086	16/44	19/178	-3.92719	-2.24727	3.4067
SRX5359048	TFs and others	SREBF2	Breast	HCC70	19760	13/44	12/178	-3.91028	-2.24727	4.38258
SRX5391691	TFs and others	CTCF	Blood	Neutrophils	3292	11/44	8/178	-3.8802	-2.24727	5.5625
SRX1460847	TFs and others	RELA	Blood	Th1 Cells	3744	12/44	10/178	-3.87891	-2.24727	4.85455
SRX6596845	TFs and others	EGR1	Others	Fibroblasts	2566	12/44	10/178	-3.87891	-2.24727	4.85455
SRX5359049	TFs and others	SREBF2	Breast	HCC70	10962	8/44	3/178	-3.85534	-2.24727	10.7879
SRX5624368	TFs and others	SREBF2	Blood	Macrophages	9792	32/44	72/178	-3.78392	-2.24727	1.79798
SRX1514930	TFs and others	GFP	Kidney	293	9163	18/44	25/178	-3.74191	-2.24727	2.91273
SRX2944451	TFs and others	MYC	Breast	MCF 10A	1827	9/44	5/178	-3.68333	-2.24727	7.28182
SRX9600659	TFs and others	G-quadruplex	Blood	K-562	394	9/44	5/178	-3.68333	-2.24727	7.28182
SRX1614805	TFs and others	ZNF366	Blood	Dendritic Cells	4003	7/44	2/178	-3.68267	-2.24727	14.1591
SRX3591430	TFs and others	BRD4	Blood	B-CLL cells	966	7/44	2/178	-3.68267	-2.24727	14.1591
SRX5076294	TFs and others	ZBTB7A	Prostate	VCaP	963	7/44	2/178	-3.68267	-2.24727	14.1591
SRX5212370	TFs and others	BRD9	Others	Mel270	999	7/44	2/178	-3.68267	-2.24727	14.1591
SRX5794310	TFs and others	TCF7	Breast	Breast organoids	663	7/44	2/178	-3.68267	-2.24727	14.1591
SRX6913061	TFs and others	BRD3	Blood	THP-1	985	7/44	2/178	-3.68267	-2.24727	14.1591
SRX7951322	TFs and others	SMARCA2	Lung	NCI-H1944	1079	7/44	2/178	-3.68267	-2.24727	14.1591
SRX873805	TFs and others	DNMT3B	Epidermis	Epidermal stem cells	1342	7/44	2/178	-3.68267	-2.24727	14.1591
SRX9600619	TFs and others	G-quadruplex	Blood	K-562	320	7/44	2/178	-3.68267	-2.24727	14.1591
SRX9600662	TFs and others	G-quadruplex	Blood	K-562	373	7/44	2/178	-3.68267	-2.24727	14.1591
SRX2609667	TFs and others	NR3C1	Lung	HASM2	25826	15/44	18/178	-3.63232	-2.24727	3.37121
SRX4169275	TFs and others	SUPT5H	Bone	U2OS	2663	10/44	7/178	-3.61432	-2.24727	5.77922
SRX6957481	TFs and others	FOXL2	Gonad	KGN	25937	11/44	9/178	-3.6024	-2.24727	4.94444
DRX059612	TFs and others	KMT2B	Blood	HB1119	811	5/44	0/178	-3.59705	-2.24727	inf
DRX144853	TFs and others	RUNX2	Blood	CAL-1	920	5/44	0/178	-3.59705	-2.24727	inf
ERX181465	TFs and others	TP53	Bone	Saos-2	4879	5/44	0/178	-3.59705	-2.24727	inf
ERX181466	TFs and others	TP53	Bone	Saos-2	935	5/44	0/178	-3.59705	-2.24727	inf
ERX181468	TFs and others	TP53	Bone	Saos-2	2022	5/44	0/178	-3.59705	-2.24727	inf
ERX181469	TFs and others	TP53	Bone	Saos-2	1562	5/44	0/178	-3.59705	-2.24727	inf
ERX371697	TFs and others	BCL11A	Breast	Mammary epithelial cells	125	5/44	0/178	-3.59705	-2.24727	inf
ERX371712	TFs and others	BCL11A	Breast	Mammary epithelial cells	125	5/44	0/178	-3.59705	-2.24727	inf
ERX371713	TFs and others	BRD4	Breast	Mammary epithelial cells	1064	5/44	0/178	-3.59705	-2.24727	inf
SRX016557	TFs and others	BRF1	Lung	IMR-90	392	5/44	0/178	-3.59705	-2.24727	inf
SRX017276	TFs and others	POU5F1	Pluripotent stem cell	hESC H1	1042	5/44	0/178	-3.59705	-2.24727	inf
SRX021069	TFs and others	POU5F1	Pluripotent stem cell	hESC H9	302	5/44	0/178	-3.59705	-2.24727	inf
SRX023135	TFs and others	PRDM14	Pluripotent stem cell	ES cells	3156	5/44	0/178	-3.59705	-2.24727	inf
SRX026263	TFs and others	CDX2	Digestive tract	Caco-2	797	5/44	0/178	-3.59705	-2.24727	inf
SRX026636	TFs and others	RUNX1T1	Blood	Kasumi-1	912	5/44	0/178	-3.59705	-2.24727	inf
SRX026646	TFs and others	MethylCap	Blood	Acute myeloid leukemia	7687	5/44	0/178	-3.59705	-2.24727	inf
SRX026748	TFs and others	DDX5	Uterus	HeLa	438	5/44	0/178	-3.59705	-2.24727	inf
SRX029434	TFs and others	GATA2	Blood	CD34+	306	5/44	0/178	-3.59705	-2.24727	inf
SRX029437	TFs and others	TAL1	Blood	CD34+	799	5/44	0/178	-3.59705	-2.24727	inf
SRX047083	TFs and others	MED12	Prostate	LNCAP	30	5/44	0/178	-3.59705	-2.24727	inf
SRX047084	TFs and others	MED12	Prostate	LNCAP	39	5/44	0/178	-3.59705	-2.24727	inf
SRX054457	TFs and others	NR1H3	Blood	THP-1	292	5/44	0/178	-3.59705	-2.24727	inf
SRX054458	TFs and others	NR1H3	Blood	THP-1	286	5/44	0/178	-3.59705	-2.24727	inf
SRX055348	TFs and others	CBX3	Digestive tract	HCT 116	1093	5/44	0/178	-3.59705	-2.24727	inf
SRX059367	TFs and others	NR2F1	Pluripotent stem cell	hESC derived neural crests	488	5/44	0/178	-3.59705	-2.24727	inf
SRX059714	TFs and others	HDAC3	Prostate	VCaP	2213	5/44	0/178	-3.59705	-2.24727	inf
SRX064482	TFs and others	SMAD3	Pluripotent stem cell	hESC H9	773	5/44	0/178	-3.59705	-2.24727	inf
SRX064484	TFs and others	FOXH1	Pluripotent stem cell	hESC H9	4203	5/44	0/178	-3.59705	-2.24727	inf
SRX064489	TFs and others	SMAD2	Pluripotent stem cell	hESC derived mesendodermal cells	374	5/44	0/178	-3.59705	-2.24727	inf
SRX064493	TFs and others	FOXH1	Pluripotent stem cell	hESC derived mesendodermal cells	14498	5/44	0/178	-3.59705	-2.24727	inf
SRX099406	TFs and others	RBL2	Lung	IMR-90	230	5/44	0/178	-3.59705	-2.24727	inf
SRX099878	TFs and others	MYC	Others	FB0167P	272	5/44	0/178	-3.59705	-2.24727	inf
SRX10003072	TFs and others	MSX2	Placenta	Trophoblast stem cells	1919	5/44	0/178	-3.59705	-2.24727	inf
SRX10104974	TFs and others	RXRA	Others	5637	702	5/44	0/178	-3.59705	-2.24727	inf
SRX1011294	TFs and others	YAP1	Liver	HuCCT1	286	5/44	0/178	-3.59705	-2.24727	inf
SRX10131668	TFs and others	MLLT1	Lung	Bronchial tracheal epithelial cells	507	5/44	0/178	-3.59705	-2.24727	inf
SRX10131669	TFs and others	MLLT1	Lung	Bronchial tracheal epithelial cells	563	5/44	0/178	-3.59705	-2.24727	inf
SRX10145207	TFs and others	REL	Blood	CD4+ T cells	1364	5/44	0/178	-3.59705	-2.24727	inf
SRX1033266	TFs and others	AR	Prostate	LNCAP	1374	5/44	0/178	-3.59705	-2.24727	inf
SRX1033288	TFs and others	AR	Prostate	DU 145	154	5/44	0/178	-3.59705	-2.24727	inf
SRX1033289	TFs and others	AR	Prostate	DU 145	86	5/44	0/178	-3.59705	-2.24727	inf
SRX1048459	TFs and others	MEF2B	Blood	DOHH-2	2033	5/44	0/178	-3.59705	-2.24727	inf
SRX1048530	TFs and others	ARID1A	Liver	Hep G2	101	5/44	0/178	-3.59705	-2.24727	inf
SRX1048534	TFs and others	ARID2	Liver	Hep G2	105	5/44	0/178	-3.59705	-2.24727	inf
SRX10511721	TFs and others	Epitope tags	Digestive tract	HCT 116	1114	5/44	0/178	-3.59705	-2.24727	inf
SRX10511725	TFs and others	Epitope tags	Digestive tract	HCT 116	786	5/44	0/178	-3.59705	-2.24727	inf
SRX1065301	TFs and others	Epitope tags	Breast	IMEC	449	5/44	0/178	-3.59705	-2.24727	inf
SRX1076935	TFs and others	LMTK3	Breast	MCF-7	899	5/44	0/178	-3.59705	-2.24727	inf
SRX1076936	TFs and others	LMTK3	Breast	MDA-MB-231	319	5/44	0/178	-3.59705	-2.24727	inf
SRX1078843	TFs and others	CDK9	Digestive tract	HCT 116	180	5/44	0/178	-3.59705	-2.24727	inf
SRX1078861	TFs and others	LEO1	Digestive tract	HCT 116	416	5/44	0/178	-3.59705	-2.24727	inf
SRX1085072	TFs and others	KDM2B	Blood	K-562	618	5/44	0/178	-3.59705	-2.24727	inf
SRX10881809	TFs and others	BRD7	Others	BT-16	351	5/44	0/178	-3.59705	-2.24727	inf
SRX10881846	TFs and others	SMARCB1	Kidney	G-401	1569	5/44	0/178	-3.59705	-2.24727	inf
SRX10881853	TFs and others	ARID2	Others	BT-16	777	5/44	0/178	-3.59705	-2.24727	inf
SRX1089828	TFs and others	NFE2	Blood	Hematopoietic Stem Cells	786	5/44	0/178	-3.59705	-2.24727	inf
SRX1092379	TFs and others	Epitope tags	Blood	K-562	440	5/44	0/178	-3.59705	-2.24727	inf
SRX109477	TFs and others	BMI1	Neural	Fetal neural progenitor cells	804	5/44	0/178	-3.59705	-2.24727	inf
SRX109480	TFs and others	BMI1	Neural	GBM1-HAM	1088	5/44	0/178	-3.59705	-2.24727	inf
SRX11007095	TFs and others	HIF1A	Kidney	HK-2	3276	5/44	0/178	-3.59705	-2.24727	inf
SRX11136855	TFs and others	KDM6A	Blood	THP-1	966	5/44	0/178	-3.59705	-2.24727	inf
SRX11136856	TFs and others	KDM6A	Blood	THP-1	623	5/44	0/178	-3.59705	-2.24727	inf
SRX11136857	TFs and others	KDM6A	Blood	THP-1	537	5/44	0/178	-3.59705	-2.24727	inf
SRX1116228	TFs and others	Epitope tags	Cardiovascular	HUVEC	918	5/44	0/178	-3.59705	-2.24727	inf
SRX1116232	TFs and others	EP300	Cardiovascular	HUVEC	6166	5/44	0/178	-3.59705	-2.24727	inf
SRX1116234	TFs and others	Epitope tags	Cardiovascular	HUVEC	271	5/44	0/178	-3.59705	-2.24727	inf
SRX1131552	TFs and others	BRD4	Breast	MDA-MB-436	229	5/44	0/178	-3.59705	-2.24727	inf
SRX1131553	TFs and others	BRD4	Breast	MDA-MB-436	1242	5/44	0/178	-3.59705	-2.24727	inf
SRX1131556	TFs and others	BRD4	Breast	SUM 1315M02	903	5/44	0/178	-3.59705	-2.24727	inf
SRX1131559	TFs and others	BRD4	Breast	SUM 149PT	1478	5/44	0/178	-3.59705	-2.24727	inf
SRX1131563	TFs and others	BRD4	Breast	SUM 149PT	726	5/44	0/178	-3.59705	-2.24727	inf
SRX1131564	TFs and others	BRD4	Breast	SUM 149PT	1329	5/44	0/178	-3.59705	-2.24727	inf
SRX1131569	TFs and others	BRD4	Others	SUM 185PE	1027	5/44	0/178	-3.59705	-2.24727	inf
SRX11320616	TFs and others	CUL3	Digestive tract	DLD-1	361	5/44	0/178	-3.59705	-2.24727	inf
SRX11320620	TFs and others	CUL3	Digestive tract	DLD-1	418	5/44	0/178	-3.59705	-2.24727	inf
SRX113590	TFs and others	RYBP	Kidney	293	610	5/44	0/178	-3.59705	-2.24727	inf
SRX1136633	TFs and others	GTF2B	Uterus	HeLa	318	5/44	0/178	-3.59705	-2.24727	inf
SRX1136653	TFs and others	GTF2B	Uterus	HeLa	867	5/44	0/178	-3.59705	-2.24727	inf
SRX11472293	TFs and others	CTCF	Uterus	HeLa	727	5/44	0/178	-3.59705	-2.24727	inf
SRX1156534	TFs and others	SMARCA4	Breast	MDA-MB-231	1477	5/44	0/178	-3.59705	-2.24727	inf
SRX116416	TFs and others	CHD1	Blood	K-562	230	5/44	0/178	-3.59705	-2.24727	inf
SRX116418	TFs and others	CHD7	Blood	K-562	459	5/44	0/178	-3.59705	-2.24727	inf
SRX116424	TFs and others	HDAC2	Blood	K-562	406	5/44	0/178	-3.59705	-2.24727	inf
SRX116428	TFs and others	KDM5B	Blood	K-562	223	5/44	0/178	-3.59705	-2.24727	inf
SRX116433	TFs and others	WHSC1	Blood	K-562	246	5/44	0/178	-3.59705	-2.24727	inf
SRX116439	TFs and others	KDM5B	Blood	K-562	431	5/44	0/178	-3.59705	-2.24727	inf
SRX116461	TFs and others	KDM5B	Pluripotent stem cell	hESC H1	453	5/44	0/178	-3.59705	-2.24727	inf
SRX119638	TFs and others	Epitope tags	Lung	A549	174	5/44	0/178	-3.59705	-2.24727	inf
SRX119642	TFs and others	Epitope tags	Lung	A549	1207	5/44	0/178	-3.59705	-2.24727	inf
SRX129087	TFs and others	MED1	Blood	P493-6	424	5/44	0/178	-3.59705	-2.24727	inf
SRX1293533	TFs and others	AFF1	Blood	MV-4-11	986	5/44	0/178	-3.59705	-2.24727	inf
SRX1293535	TFs and others	ASH1L	Blood	MV-4-11	1124	5/44	0/178	-3.59705	-2.24727	inf
SRX1299480	TFs and others	Epitope tags	Kidney	293	1685	5/44	0/178	-3.59705	-2.24727	inf
SRX1299481	TFs and others	Epitope tags	Kidney	293	1932	5/44	0/178	-3.59705	-2.24727	inf
SRX1299482	TFs and others	Epitope tags	Kidney	293	1318	5/44	0/178	-3.59705	-2.24727	inf
SRX1299483	TFs and others	Epitope tags	Kidney	293	1817	5/44	0/178	-3.59705	-2.24727	inf
SRX1304815	TFs and others	EP400	Bone	U2OS	515	5/44	0/178	-3.59705	-2.24727	inf
SRX1397402	TFs and others	GATA1	Blood	CD34+	5512	5/44	0/178	-3.59705	-2.24727	inf
SRX1424693	TFs and others	NANOG	Prostate	LNCAP	375	5/44	0/178	-3.59705	-2.24727	inf
SRX1427030	TFs and others	MBD3L2	Kidney	293	741	5/44	0/178	-3.59705	-2.24727	inf
SRX142906	TFs and others	AR	Prostate	LNCAP	1378	5/44	0/178	-3.59705	-2.24727	inf
SRX1471739	TFs and others	BRD4	Epidermis	SK-MEL-5	106	5/44	0/178	-3.59705	-2.24727	inf
SRX1477647	TFs and others	Epitope tags	Lung	MRC-5	911	5/44	0/178	-3.59705	-2.24727	inf
SRX1477648	TFs and others	Epitope tags	Lung	MRC-5	944	5/44	0/178	-3.59705	-2.24727	inf
SRX148964	TFs and others	CDK9	Blood	P493-6	153	5/44	0/178	-3.59705	-2.24727	inf
SRX151222	TFs and others	KMT2A	Blood	RS4-11	652	5/44	0/178	-3.59705	-2.24727	inf
SRX1514957	TFs and others	GFP	Kidney	293	355	5/44	0/178	-3.59705	-2.24727	inf
SRX151952	TFs and others	STAT4	Blood	PBMC	794	5/44	0/178	-3.59705	-2.24727	inf
SRX1530787	TFs and others	EBNA2	Blood	GM12878	651	5/44	0/178	-3.59705	-2.24727	inf
SRX1531788	TFs and others	NIPBL	Breast	MCF-7	953	5/44	0/178	-3.59705	-2.24727	inf
SRX155748	TFs and others	HSF1	Breast	MCF-7	153	5/44	0/178	-3.59705	-2.24727	inf
SRX1569431	TFs and others	TOP1	Digestive tract	HCT 116	148	5/44	0/178	-3.59705	-2.24727	inf
SRX1569432	TFs and others	TOP1	Digestive tract	HCT 116	115	5/44	0/178	-3.59705	-2.24727	inf
SRX1569438	TFs and others	BRD4	Digestive tract	HCT 116	551	5/44	0/178	-3.59705	-2.24727	inf
SRX1569440	TFs and others	TOP1	Digestive tract	HCT 116	127	5/44	0/178	-3.59705	-2.24727	inf
SRX1569441	TFs and others	TOP1	Digestive tract	HCT 116	186	5/44	0/178	-3.59705	-2.24727	inf
SRX1585812	TFs and others	ISL1	Liver	HuH-7	754	5/44	0/178	-3.59705	-2.24727	inf
SRX159188	TFs and others	CREBBP	Digestive tract	LS-180	289	5/44	0/178	-3.59705	-2.24727	inf
SRX159189	TFs and others	CREBBP	Digestive tract	LS-180	369	5/44	0/178	-3.59705	-2.24727	inf
SRX1616411	TFs and others	GTF3C5	Neural	IMR-5	1017	5/44	0/178	-3.59705	-2.24727	inf
SRX1629236	TFs and others	AR	Prostate	VCaP	1422	5/44	0/178	-3.59705	-2.24727	inf
SRX1629241	TFs and others	AR	Prostate	VCaP	6596	5/44	0/178	-3.59705	-2.24727	inf
SRX1629247	TFs and others	AR	Prostate	VCaP	1533	5/44	0/178	-3.59705	-2.24727	inf
SRX1629252	TFs and others	ERG	Prostate	VCaP	994	5/44	0/178	-3.59705	-2.24727	inf
SRX1637466	TFs and others	BRD4	Blood	MOLT-4	1414	5/44	0/178	-3.59705	-2.24727	inf
SRX1674502	TFs and others	ZMYND8	Uterus	HeLa	279	5/44	0/178	-3.59705	-2.24727	inf
SRX1674503	TFs and others	ZMYND8	Uterus	HeLa	417	5/44	0/178	-3.59705	-2.24727	inf
SRX1703573	TFs and others	AR	Prostate	LNCAP	1780	5/44	0/178	-3.59705	-2.24727	inf
SRX1703574	TFs and others	AR	Prostate	LNCAP	1916	5/44	0/178	-3.59705	-2.24727	inf
SRX1728403	TFs and others	TP53	Breast	MCF 10A	458	5/44	0/178	-3.59705	-2.24727	inf
SRX1735801	TFs and others	Epitope tags	Blood	MOLM-13	423	5/44	0/178	-3.59705	-2.24727	inf
SRX1735802	TFs and others	Epitope tags	Blood	MOLM-13	444	5/44	0/178	-3.59705	-2.24727	inf
SRX1738255	TFs and others	GFP	Unclassified	Unclassified	751	5/44	0/178	-3.59705	-2.24727	inf
SRX1738256	TFs and others	GFP	Unclassified	Unclassified	625	5/44	0/178	-3.59705	-2.24727	inf
SRX1772413	TFs and others	Epitope tags	Breast	MCF-7	468	5/44	0/178	-3.59705	-2.24727	inf
SRX1772416	TFs and others	NEDD4	Breast	MCF-7	356	5/44	0/178	-3.59705	-2.24727	inf
SRX1781663	TFs and others	Epitope tags	Uterus	HeLa	619	5/44	0/178	-3.59705	-2.24727	inf
SRX1823812	TFs and others	FOSL2	Bone	Osteoblasts	200	5/44	0/178	-3.59705	-2.24727	inf
SRX186643	TFs and others	HDAC2	Blood	K-562	804	5/44	0/178	-3.59705	-2.24727	inf
SRX186674	TFs and others	CHD7	Blood	K-562	457	5/44	0/178	-3.59705	-2.24727	inf
SRX186688	TFs and others	WHSC1	Blood	K-562	235	5/44	0/178	-3.59705	-2.24727	inf
SRX186720	TFs and others	EZH2	Pluripotent stem cell	hESC H1	3066	5/44	0/178	-3.59705	-2.24727	inf
SRX186741	TFs and others	SUZ12	Blood	K-562	169	5/44	0/178	-3.59705	-2.24727	inf
SRX1885169	TFs and others	RELA	Prostate	LNCAP	2560	5/44	0/178	-3.59705	-2.24727	inf
SRX1885172	TFs and others	RELA	Prostate	LNCAP	2432	5/44	0/178	-3.59705	-2.24727	inf
SRX1885174	TFs and others	AR	Prostate	LNCAP	6507	5/44	0/178	-3.59705	-2.24727	inf
SRX1885176	TFs and others	AR	Prostate	LNCAP	7458	5/44	0/178	-3.59705	-2.24727	inf
SRX1885199	TFs and others	RELA	Prostate	LNCAP	2486	5/44	0/178	-3.59705	-2.24727	inf
SRX189723	TFs and others	EP300	Cardiovascular	HUVEC	659	5/44	0/178	-3.59705	-2.24727	inf
SRX189726	TFs and others	EP300	Cardiovascular	HUVEC	1227	5/44	0/178	-3.59705	-2.24727	inf
SRX1945293	TFs and others	TRIM28	Pluripotent stem cell	hESC WIBR3	2670	5/44	0/178	-3.59705	-2.24727	inf
SRX1967779	TFs and others	SMC1A	Epidermis	Keratinocytes	592	5/44	0/178	-3.59705	-2.24727	inf
SRX1993515	TFs and others	HMGB2	Lung	IMR-90	963	5/44	0/178	-3.59705	-2.24727	inf
SRX1995008	TFs and others	ARNTL	Bone	U2OS	575	5/44	0/178	-3.59705	-2.24727	inf
SRX2013093	TFs and others	MYCN	Blood	CD34 Hematopoietic stem cells	510	5/44	0/178	-3.59705	-2.24727	inf
SRX2017926	TFs and others	AR	Prostate	LNCAP	15963	5/44	0/178	-3.59705	-2.24727	inf
SRX203387	TFs and others	BRD4	Blood	Plasma Cells	163	5/44	0/178	-3.59705	-2.24727	inf
SRX205164	TFs and others	TAL1	Blood	Erythroid Cells	2530	5/44	0/178	-3.59705	-2.24727	inf
SRX205166	TFs and others	TAL1	Blood	Erythroid Cells	2138	5/44	0/178	-3.59705	-2.24727	inf
SRX2060924	TFs and others	TP53	Bone	SJSA-1	1930	5/44	0/178	-3.59705	-2.24727	inf
SRX212442	TFs and others	RUNX1	Blood	Treg	511	5/44	0/178	-3.59705	-2.24727	inf
SRX2144097	TFs and others	Epitope tags	Neural	U-87 MG	292	5/44	0/178	-3.59705	-2.24727	inf
SRX2198834	TFs and others	LARP7	Uterus	HeLa	442	5/44	0/178	-3.59705	-2.24727	inf
SRX220075	TFs and others	AR	Prostate	LNCAP	6264	5/44	0/178	-3.59705	-2.24727	inf
SRX220076	TFs and others	AR	Prostate	LNCAP	6860	5/44	0/178	-3.59705	-2.24727	inf
SRX220079	TFs and others	AR	Prostate	LNCAP	21780	5/44	0/178	-3.59705	-2.24727	inf
SRX220080	TFs and others	AR	Prostate	LNCAP	31259	5/44	0/178	-3.59705	-2.24727	inf
SRX2207925	TFs and others	ERCC6	Epidermis	CS1AN	1400	5/44	0/178	-3.59705	-2.24727	inf
SRX2323893	TFs and others	AFF1	Kidney	293	490	5/44	0/178	-3.59705	-2.24727	inf
SRX2343922	TFs and others	NOTCH1	Cardiovascular	Large pulmonary artery endothelial cells	903	5/44	0/178	-3.59705	-2.24727	inf
SRX237289	TFs and others	INO80	Blood	CD4+ T cells	1345	5/44	0/178	-3.59705	-2.24727	inf
SRX2375355	TFs and others	MLLT1	Blood	MOLM-13	726	5/44	0/178	-3.59705	-2.24727	inf
SRX2375361	TFs and others	AFF4	Blood	MV-4-11	848	5/44	0/178	-3.59705	-2.24727	inf
