SRX2198835	TFs and others	LARP7	Uterus	HeLa	31176	78/143	843/955	-18.9115	-14.6385	0.617923
SRX116421	TFs and others	HDAC1	Blood	K-562	337	16/143	1/955	-13.3153	-11.3304	106.853
SRX116431	TFs and others	CHD4	Blood	K-562	178	16/143	1/955	-13.3153	-11.3304	106.853
SRX116445	TFs and others	RNF2	Blood	K-562	260	16/143	1/955	-13.3153	-11.3304	106.853
SRX1318619	TFs and others	SIX1	Kidney	Kidney Cortex	408	16/143	1/955	-13.3153	-11.3304	106.853
SRX1478538	TFs and others	SIX1	Kidney	Kidney Cortex	402	16/143	1/955	-13.3153	-11.3304	106.853
SRX173199	TFs and others	NR3C1	Prostate	LNCAP	5916	16/143	1/955	-13.3153	-11.3304	106.853
SRX1772417	TFs and others	NEDD4	Breast	MCF-7	695	16/143	1/955	-13.3153	-11.3304	106.853
SRX1772418	TFs and others	NEDD4	Breast	MCF-7	418	16/143	1/955	-13.3153	-11.3304	106.853
SRX1772419	TFs and others	NEDD4	Breast	MCF-7	443	16/143	1/955	-13.3153	-11.3304	106.853
SRX1772420	TFs and others	NEDD4	Breast	MCF-7	525	16/143	1/955	-13.3153	-11.3304	106.853
SRX1781651	TFs and others	LMNA	Epidermis	Dermal fibroblast	944	16/143	1/955	-13.3153	-11.3304	106.853
SRX1781655	TFs and others	LMNA	Epidermis	Dermal fibroblast	643	16/143	1/955	-13.3153	-11.3304	106.853
SRX1823799	TFs and others	BRD4	Bone	Osteoblasts	243	16/143	1/955	-13.3153	-11.3304	106.853
SRX186624	TFs and others	ZNF274	Pluripotent stem cell	hESC H1	1224	16/143	1/955	-13.3153	-11.3304	106.853
SRX186706	TFs and others	CHD4	Blood	K-562	167	16/143	1/955	-13.3153	-11.3304	106.853
SRX212433	TFs and others	STAT5	Blood	CD4+ T cells	515	16/143	1/955	-13.3153	-11.3304	106.853
SRX212447	TFs and others	FOXP3	Blood	CD4+ T cells	431	16/143	1/955	-13.3153	-11.3304	106.853
SRX212448	TFs and others	FOXP3	Blood	CD4+ T cells	393	16/143	1/955	-13.3153	-11.3304	106.853
SRX2143793	TFs and others	MEN1	Bone	HT-1080	366	16/143	1/955	-13.3153	-11.3304	106.853
SRX2145566	TFs and others	ESR1	Breast	MCF-7	1864	16/143	1/955	-13.3153	-11.3304	106.853
SRX2268292	TFs and others	CHD1	Bone	Osteoblasts	564	16/143	1/955	-13.3153	-11.3304	106.853
SRX256994	TFs and others	NR3C1	Blood	Lymphoblastoid cell line	941	16/143	1/955	-13.3153	-11.3304	106.853
SRX256997	TFs and others	RELA	Blood	Lymphoblastoid cell line	641	16/143	1/955	-13.3153	-11.3304	106.853
SRX278609	TFs and others	NR5A2	Breast	MCF-7	579	16/143	1/955	-13.3153	-11.3304	106.853
SRX278610	TFs and others	MED1	Breast	MCF-7	446	16/143	1/955	-13.3153	-11.3304	106.853
SRX288287	TFs and others	Epitope tags	Kidney	293	713	16/143	1/955	-13.3153	-11.3304	106.853
SRX2912057	TFs and others	ESR1	Breast	MCF-7	4272	16/143	1/955	-13.3153	-11.3304	106.853
SRX3229133	TFs and others	AR	Breast	Breast cancer	642	16/143	1/955	-13.3153	-11.3304	106.853
SRX3256863	TFs and others	RNF2	Pluripotent stem cell	hESC H1	482	16/143	1/955	-13.3153	-11.3304	106.853
SRX326373	TFs and others	NUP98	Pluripotent stem cell	hESC HUES6	385	16/143	1/955	-13.3153	-11.3304	106.853
SRX326375	TFs and others	NUP98	Pluripotent stem cell	hESC derived neural cells	388	16/143	1/955	-13.3153	-11.3304	106.853
SRX3337447	TFs and others	KDM1A	Kidney	293	865	16/143	1/955	-13.3153	-11.3304	106.853
SRX3421794	TFs and others	AR	Epidermis	Dermal fibroblast	642	16/143	1/955	-13.3153	-11.3304	106.853
SRX3520277	TFs and others	BrdU	Digestive tract	HCT 116	752	16/143	1/955	-13.3153	-11.3304	106.853
SRX3599302	TFs and others	FLI1	Cardiovascular	HUVEC	497	16/143	1/955	-13.3153	-11.3304	106.853
SRX3599315	TFs and others	GATA2	Cardiovascular	HUVEC	763	16/143	1/955	-13.3153	-11.3304	106.853
SRX3636820	TFs and others	NR3C1	Blood	ALL xenograft	682	16/143	1/955	-13.3153	-11.3304	106.853
SRX3666504	TFs and others	TP53	Blood	T cells	896	16/143	1/955	-13.3153	-11.3304	106.853
SRX3666508	TFs and others	TP53	Blood	T cells	833	16/143	1/955	-13.3153	-11.3304	106.853
SRX3768715	TFs and others	MLLT3	Blood	CD34 Hematopoietic stem cells	653	16/143	1/955	-13.3153	-11.3304	106.853
SRX3768721	TFs and others	MLLT3	Blood	Erythroblasts	563	16/143	1/955	-13.3153	-11.3304	106.853
SRX3768734	TFs and others	Epitope tags	Blood	CD34 Hematopoietic stem cells	425	16/143	1/955	-13.3153	-11.3304	106.853
SRX3768735	TFs and others	Epitope tags	Blood	CD34 Hematopoietic stem cells	517	16/143	1/955	-13.3153	-11.3304	106.853
SRX3768736	TFs and others	MLLT3	Blood	CD34 Hematopoietic stem cells	326	16/143	1/955	-13.3153	-11.3304	106.853
SRX3962737	TFs and others	LMNA	Unclassified	Unclassified	421	16/143	1/955	-13.3153	-11.3304	106.853
SRX3962739	TFs and others	LMNA	Unclassified	Unclassified	335	16/143	1/955	-13.3153	-11.3304	106.853
SRX3962745	TFs and others	LMNA	Unclassified	Unclassified	489	16/143	1/955	-13.3153	-11.3304	106.853
SRX396570	TFs and others	CBX8	Breast	Breast cells	558	16/143	1/955	-13.3153	-11.3304	106.853
SRX4345361	TFs and others	NFATC1	Blood	CD4+ T cells	404	16/143	1/955	-13.3153	-11.3304	106.853
SRX4417025	TFs and others	GATA3	Breast	MCF-7	689	16/143	1/955	-13.3153	-11.3304	106.853
SRX4417027	TFs and others	TFAP2C	Breast	MCF-7	578	16/143	1/955	-13.3153	-11.3304	106.853
SRX4525848	TFs and others	BRD9	Kidney	TTC-1240	936	16/143	1/955	-13.3153	-11.3304	106.853
SRX4531285	TFs and others	AHR	Uterus	T HESCs	1282	16/143	1/955	-13.3153	-11.3304	106.853
SRX4672372	TFs and others	ARNT	Breast	MCF-7	107	16/143	1/955	-13.3153	-11.3304	106.853
SRX4783030	TFs and others	AR	Prostate	Prostate cancer cells	807	16/143	1/955	-13.3153	-11.3304	106.853
SRX4783035	TFs and others	AR	Prostate	Prostate cancer cells	4885	16/143	1/955	-13.3153	-11.3304	106.853
SRX4783043	TFs and others	AR	Prostate	Prostate cancer cells	1163	16/143	1/955	-13.3153	-11.3304	106.853
SRX4783105	TFs and others	AR	Prostate	Prostate cancer cells	565	16/143	1/955	-13.3153	-11.3304	106.853
SRX4824359	TFs and others	AR	Prostate	22Rv1	1447	16/143	1/955	-13.3153	-11.3304	106.853
SRX4824362	TFs and others	AR	Prostate	22Rv1	3826	16/143	1/955	-13.3153	-11.3304	106.853
SRX490264	TFs and others	TP53	Epidermis	BJ	1634	16/143	1/955	-13.3153	-11.3304	106.853
SRX5525788	TFs and others	MYCN	Neural	SH-EP	420	16/143	1/955	-13.3153	-11.3304	106.853
SRX5665946	TFs and others	NFKB1	Kidney	293	455	16/143	1/955	-13.3153	-11.3304	106.853
SRX5883961	TFs and others	RAD21	Blood	Multiple Myeloma	575	16/143	1/955	-13.3153	-11.3304	106.853
SRX5883962	TFs and others	RAD21	Blood	Multiple Myeloma	579	16/143	1/955	-13.3153	-11.3304	106.853
SRX593750	TFs and others	SFPQ	Breast	MCF-7	1042	16/143	1/955	-13.3153	-11.3304	106.853
SRX5957534	TFs and others	WDR5	Pluripotent stem cell	hESC H1	337	16/143	1/955	-13.3153	-11.3304	106.853
SRX596338	TFs and others	CTNNB1	Pluripotent stem cell	ES cells	309	16/143	1/955	-13.3153	-11.3304	106.853
SRX596342	TFs and others	CTNNB1	Pluripotent stem cell	ES cells	504	16/143	1/955	-13.3153	-11.3304	106.853
SRX6098149	TFs and others	GATA3	Breast	MCF-7	1789	16/143	1/955	-13.3153	-11.3304	106.853
SRX620746	TFs and others	TP53	Lung	IMR-90	798	16/143	1/955	-13.3153	-11.3304	106.853
SRX6605237	TFs and others	BrdU	Uterus	HeLa	270	16/143	1/955	-13.3153	-11.3304	106.853
SRX6651673	TFs and others	NR3C1	Blood	697	461	16/143	1/955	-13.3153	-11.3304	106.853
SRX673732	TFs and others	PRKDC	Breast	MCF-7	360	16/143	1/955	-13.3153	-11.3304	106.853
SRX673734	TFs and others	PRKDC	Breast	MCF-7	332	16/143	1/955	-13.3153	-11.3304	106.853
SRX673739	TFs and others	ESR1	Breast	MCF-7	389	16/143	1/955	-13.3153	-11.3304	106.853
SRX6757651	TFs and others	ESR1	Breast	MCF-7	2496	16/143	1/955	-13.3153	-11.3304	106.853
SRX6757656	TFs and others	ESR1	Breast	MCF-7	1448	16/143	1/955	-13.3153	-11.3304	106.853
SRX6927344	TFs and others	SOX1	Pluripotent stem cell	hESC derived neural cells	443	16/143	1/955	-13.3153	-11.3304	106.853
SRX702044	TFs and others	NANOG	Pluripotent stem cell	hESC derived ectodermal cells	143	16/143	1/955	-13.3153	-11.3304	106.853
SRX702123	TFs and others	T	Pluripotent stem cell	hESC HUES64	147	16/143	1/955	-13.3153	-11.3304	106.853
SRX702142	TFs and others	TRIM28	Pluripotent stem cell	hESC HUES64	248	16/143	1/955	-13.3153	-11.3304	106.853
SRX7030915	TFs and others	CBX5	Breast	MCF-7	1341	16/143	1/955	-13.3153	-11.3304	106.853
SRX7030916	TFs and others	TRIM28	Breast	MCF-7	628	16/143	1/955	-13.3153	-11.3304	106.853
SRX7030920	TFs and others	KDM4B	Breast	MCF-7	495	16/143	1/955	-13.3153	-11.3304	106.853
SRX7030921	TFs and others	KDM4B	Breast	MCF-7	365	16/143	1/955	-13.3153	-11.3304	106.853
SRX7030946	TFs and others	SUV39H1	Breast	MCF-7	472	16/143	1/955	-13.3153	-11.3304	106.853
SRX7030947	TFs and others	SUV39H1	Breast	MCF-7	497	16/143	1/955	-13.3153	-11.3304	106.853
SRX7030948	TFs and others	SUV39H1	Breast	MCF-7	418	16/143	1/955	-13.3153	-11.3304	106.853
SRX730430	TFs and others	NCAPG	Breast	MCF-7	1571	16/143	1/955	-13.3153	-11.3304	106.853
SRX753134	TFs and others	GTF2I	Pluripotent stem cell	iPS cells	786	16/143	1/955	-13.3153	-11.3304	106.853
SRX758323	TFs and others	MBD2	Breast	HMEC	1028	16/143	1/955	-13.3153	-11.3304	106.853
SRX760969	TFs and others	LMNA	Adipocyte	Pre-adipocytes	634	16/143	1/955	-13.3153	-11.3304	106.853
SRX7692224	TFs and others	ARID1B	Breast	MCF-7	290	16/143	1/955	-13.3153	-11.3304	106.853
SRX8064816	TFs and others	E2F1	Blood	Lymphoblastoid cell line	2511	16/143	1/955	-13.3153	-11.3304	106.853
SRX8064820	TFs and others	RB1	Blood	Lymphoblastoid cell line	2311	16/143	1/955	-13.3153	-11.3304	106.853
SRX8089613	TFs and others	AR	Prostate	VCaP	3192	16/143	1/955	-13.3153	-11.3304	106.853
SRX821809	TFs and others	PPARG	Adipocyte	Adipose Tissue, White	294	16/143	1/955	-13.3153	-11.3304	106.853
SRX8400472	TFs and others	TAZ	Lung	NCI-H1299	605	16/143	1/955	-13.3153	-11.3304	106.853
SRX8406427	TFs and others	AR	Prostate	Prostate	2520	16/143	1/955	-13.3153	-11.3304	106.853
SRX8406445	TFs and others	AR	Prostate	Prostate	4958	16/143	1/955	-13.3153	-11.3304	106.853
SRX8406488	TFs and others	FOXA1	Prostate	Prostate	727	16/143	1/955	-13.3153	-11.3304	106.853
SRX8406491	TFs and others	FOXA1	Prostate	Prostate	3161	16/143	1/955	-13.3153	-11.3304	106.853
SRX8406543	TFs and others	HOXB13	Prostate	Prostate	3590	16/143	1/955	-13.3153	-11.3304	106.853
SRX852986	TFs and others	RUNX1	Breast	MCF-7	771	16/143	1/955	-13.3153	-11.3304	106.853
SRX8607604	TFs and others	SUPT6H	Epidermis	Keratinocytes	697	16/143	1/955	-13.3153	-11.3304	106.853
SRX8806007	TFs and others	ZNF410	Blood	HUDEP-2	580	16/143	1/955	-13.3153	-11.3304	106.853
SRX8806017	TFs and others	Epitope tags	Blood	HUDEP-2	710	16/143	1/955	-13.3153	-11.3304	106.853
SRX8814987	TFs and others	LMNB1	Pluripotent stem cell	iPS derived adipocytes	823	16/143	1/955	-13.3153	-11.3304	106.853
SRX1133781	TFs and others	KDM1A	Blood	SKNO-1	1902	17/143	2/955	-13.2937	-11.3304	56.7657
SRX1503375	TFs and others	HNF1A	Gonad	Caput epididymis	4256	17/143	2/955	-13.2937	-11.3304	56.7657
SRX3337442	TFs and others	KDM1A	Kidney	293	1277	17/143	2/955	-13.2937	-11.3304	56.7657
SRX3337443	TFs and others	KDM1A	Kidney	293	617	17/143	2/955	-13.2937	-11.3304	56.7657
SRX3554408	TFs and others	CREB1	Breast	MDA-MB-134-VI	648	17/143	2/955	-13.2937	-11.3304	56.7657
SRX355611	TFs and others	ESR1	Breast	MDA-MB-134-VI	827	17/143	2/955	-13.2937	-11.3304	56.7657
SRX396573	TFs and others	RNF2	Breast	Breast cells	477	17/143	2/955	-13.2937	-11.3304	56.7657
SRX396583	TFs and others	RING1	Epidermis	Hs 68	712	17/143	2/955	-13.2937	-11.3304	56.7657
SRX4417024	TFs and others	GATA3	Breast	MCF-7	2698	17/143	2/955	-13.2937	-11.3304	56.7657
SRX4783025	TFs and others	AR	Prostate	Prostate cancer cells	3363	17/143	2/955	-13.2937	-11.3304	56.7657
SRX4797397	TFs and others	LMNA	Cardiovascular	Myocytes, Cardiac	9297	17/143	2/955	-13.2937	-11.3304	56.7657
SRX6614771	TFs and others	SMC3	Lung	IMR-90	8180	28/143	21/955	-13.2819	-11.3207	8.90443
SRX8984329	TFs and others	RAD21	Bone	A-673	16344	32/143	31/955	-13.2508	-11.2917	6.89375
SRX7202556	TFs and others	CTCF	Uterus	HEC-1-B	10146	29/143	25/955	-12.8017	-10.9678	7.74685
SRX8984322	TFs and others	RAD21	Bone	A-673	24598	40/143	57/955	-12.7922	-10.9678	4.68654
SRX361892	TFs and others	RAD21	Digestive tract	LoVo	6318	24/143	14/955	-12.7264	-10.9678	11.4486
SRX10567333	TFs and others	HMGB1	Lung	IMR-90	542	14/143	0/955	-12.6431	-10.9678	inf
SRX176871	TFs and others	GATA3	Breast	MCF-7	2601	14/143	0/955	-12.6431	-10.9678	inf
SRX1835122	TFs and others	ERG	Prostate	RWPE-1	641	14/143	0/955	-12.6431	-10.9678	inf
SRX3025917	TFs and others	TP53	Breast	MCF-7	643	14/143	0/955	-12.6431	-10.9678	inf
SRX3566180	TFs and others	TEAD1	Digestive tract	HCT 116	249	14/143	0/955	-12.6431	-10.9678	inf
SRX3566184	TFs and others	TEAD1	Digestive tract	HCT 116	259	14/143	0/955	-12.6431	-10.9678	inf
SRX3566186	TFs and others	TEAD1	Digestive tract	HCT 116	314	14/143	0/955	-12.6431	-10.9678	inf
SRX3566188	TFs and others	TEAD1	Digestive tract	HCT 116	251	14/143	0/955	-12.6431	-10.9678	inf
SRX3566190	TFs and others	TEAD1	Digestive tract	HCT 116	282	14/143	0/955	-12.6431	-10.9678	inf
SRX3587644	TFs and others	MYC	Kidney	G-401	1013	14/143	0/955	-12.6431	-10.9678	inf
SRX3587645	TFs and others	MYC	Kidney	G-401	1137	14/143	0/955	-12.6431	-10.9678	inf
SRX4711140	TFs and others	LMNB1	Adipocyte	Adipose stem cells	973	14/143	0/955	-12.6431	-10.9678	inf
SRX4711141	TFs and others	LMNB1	Adipocyte	Adipose stem cells	1005	14/143	0/955	-12.6431	-10.9678	inf
SRX4783031	TFs and others	AR	Prostate	Prostate cancer cells	639	14/143	0/955	-12.6431	-10.9678	inf
SRX5167216	TFs and others	KDM6A	Blood	Acute myeloid leukemia	327	14/143	0/955	-12.6431	-10.9678	inf
SRX5203293	TFs and others	ESR1	Breast	MCF-7	936	14/143	0/955	-12.6431	-10.9678	inf
SRX5203302	TFs and others	ESR1	Breast	MCF-7	716	14/143	0/955	-12.6431	-10.9678	inf
SRX5286336	TFs and others	POU5F1	Pluripotent stem cell	ES cells	700	14/143	0/955	-12.6431	-10.9678	inf
SRX5504739	TFs and others	Epitope tags	Pluripotent stem cell	hESC derived neural cells	223	14/143	0/955	-12.6431	-10.9678	inf
SRX5504741	TFs and others	Epitope tags	Pluripotent stem cell	hESC derived neural cells	362	14/143	0/955	-12.6431	-10.9678	inf
SRX5527648	TFs and others	NR2F2	Cardiovascular	HUVEC	56	14/143	0/955	-12.6431	-10.9678	inf
SRX5824555	TFs and others	BRD7	Breast	SUM 159PT	617	14/143	0/955	-12.6431	-10.9678	inf
SRX5849926	TFs and others	TP53	Lung	A549	898	14/143	0/955	-12.6431	-10.9678	inf
SRX5930149	TFs and others	MYOG	Muscle	RH-4	1162	14/143	0/955	-12.6431	-10.9678	inf
SRX6175596	TFs and others	STAG1	Bone	A-673	437	14/143	0/955	-12.6431	-10.9678	inf
SRX666593	TFs and others	RBPJ	Epidermis	Dermal fibroblast	930	14/143	0/955	-12.6431	-10.9678	inf
SRX701974	TFs and others	FOXA1	Pluripotent stem cell	hESC HUES64	634	14/143	0/955	-12.6431	-10.9678	inf
SRX7223843	TFs and others	CTCF	Bone	U2OS	701	14/143	0/955	-12.6431	-10.9678	inf
SRX7223845	TFs and others	CTCF	Bone	U2OS	917	14/143	0/955	-12.6431	-10.9678	inf
SRX7371437	TFs and others	TP53	Pluripotent stem cell	hESC derived endodermal cells	485	14/143	0/955	-12.6431	-10.9678	inf
SRX8026053	TFs and others	SOX2	Pluripotent stem cell	hESC WIBR3	636	14/143	0/955	-12.6431	-10.9678	inf
SRX8089616	TFs and others	AR	Prostate	VCaP	2210	14/143	0/955	-12.6431	-10.9678	inf
SRX8406537	TFs and others	HOXB13	Prostate	Prostate	738	14/143	0/955	-12.6431	-10.9678	inf
SRX8699671	TFs and others	PPP2CA	Digestive tract	DLD-1	317	14/143	0/955	-12.6431	-10.9678	inf
SRX8699675	TFs and others	PPP2CA	Digestive tract	DLD-1	289	14/143	0/955	-12.6431	-10.9678	inf
SRX8716245	TFs and others	AGO1	Breast	MCF-7	1187	14/143	0/955	-12.6431	-10.9678	inf
SRX9683839	TFs and others	NR3C1	Adipocyte	Adipocytes	1348	14/143	0/955	-12.6431	-10.9678	inf
