SRX150511	TFs and others	CHD2	Uterus	HeLa	16185	256/407	1135/2340	-7.03032	-2.75897	1.29678
SRX4473678	TFs and others	SMARCC1	Gonad	SCCOHT-1	8562	120/407	525/2340	-2.62922	-0.323979	1.31415
SRX150657	TFs and others	RCOR1	Uterus	HeLa	11556	141/407	636/2340	-2.6287	-0.323979	1.27463
SRX6910069	TFs and others	PGR	Uterus	Uterin leiomyoma	14368	142/407	639/2340	-2.62793	-0.323979	1.27764
SRX5716463	TFs and others	SMARCA4	Neural	Neural progenitor cells	4478	30/407	90/2340	-2.62219	-0.323979	1.91646
SRX4473695	TFs and others	SS18	Gonad	BIN-67	4068	42/407	141/2340	-2.61925	-0.323979	1.71258
SRX8673364	TFs and others	SP1	Blood	Kasumi-1	2091	56/407	205/2340	-2.61907	-0.323979	1.57056
SRX8420196	TFs and others	JUN	Blood	KARPAS-299	12874	63/407	517/2340	-2.6163	-0.323979	0.700602
SRX4001483	TFs and others	BRD2	Lung	NCI-H23	4542	4/407	88/2340	-2.61508	-0.323979	0.261336
SRX717859	TFs and others	EP300	Uterus	HeLa	14403	110/407	471/2340	-2.61432	-0.323979	1.34274
SRX037419	TFs and others	NFYB	Blood	K-562	10238	122/407	534/2340	-2.61061	-0.323979	1.31353
SRX2059878	TFs and others	O-GlcNAc	Blood	BJAB	8170	136/407	608/2340	-2.60689	-0.323979	1.28605
SRX2837386	TFs and others	REL	Blood	GM12878	4304	5/407	97/2340	-2.60103	-0.323979	0.29636
SRX9004381	TFs and others	USF2	Blood	SEM	11319	82/407	330/2340	-2.59488	-0.323979	1.42864
SRX8588640	TFs and others	KLF4	Cardiovascular	Pulmonary artery endothelial cells	13139	111/407	478/2340	-2.59124	-0.323979	1.33511
SRX286202	TFs and others	ING5	Digestive tract	RKO	11760	21/407	225/2340	-2.59101	-0.323979	0.536609
SRX236112	TFs and others	RUNX1T1	Blood	Kasumi-1	7899	74/407	292/2340	-2.5854	-0.322646	1.45704
SRX5709753	TFs and others	CTCF	Breast	MCF-7	3685	82/407	333/2340	-2.57049	-0.319515	1.41576
SRX8536128	TFs and others	NFYB	Blood	HUDEP-2	4143	82/407	333/2340	-2.57049	-0.319515	1.41576
SRX4385552	TFs and others	SUPT5H	Digestive tract	HCT 116	615	0/407	40/2340	-2.56968	-0.319515	0
SRX5716464	TFs and others	SMARCA4	Neural	Neural progenitor cells	2232	18/407	43/2340	-2.54492	-0.298873	2.40672
SRX186780	TFs and others	RBBP5	Pluripotent stem cell	hESC H1	11092	29/407	282/2340	-2.5301	-0.28813	0.591249
SRX518679	TFs and others	IRF4	Blood	NCI-H929	5348	15/407	179/2340	-2.50391	-0.276864	0.481792
SRX186613	TFs and others	GATA1	Blood	K-562	9186	3/407	75/2340	-2.50268	-0.276864	0.229975
SRX4212570	TFs and others	EZH2	Blood	Peripheral blood mononuclear cells	1172	3/407	75/2340	-2.50268	-0.276864	0.229975
SRX9932061	TFs and others	STAT5A	Breast	MCF-7	6722	129/407	577/2340	-2.49912	-0.276864	1.28539
SRX250092	TFs and others	AR	Breast	MDA-MB-453	37368	194/407	931/2340	-2.499	-0.276864	1.19805
SRX6027684	TFs and others	ESR1	Uterus	Ishikawa	25029	167/407	781/2340	-2.48489	-0.272452	1.22938
SRX4473692	TFs and others	SMARCC1	Gonad	BIN-67	3346	34/407	108/2340	-2.48204	-0.272452	1.80999
SRX7214022	TFs and others	KLF3	Epidermis	Keratinocytes	15744	138/407	626/2340	-2.47877	-0.272452	1.26744
SRX717858	TFs and others	EP300	Uterus	HeLa	7080	56/407	207/2340	-2.47773	-0.272452	1.55539
SRX003799	TFs and others	STAT1	Uterus	HeLa	12435	118/407	518/2340	-2.47562	-0.272452	1.30971
SRX5289972	TFs and others	NR3C1	Lung	BEAS-2B	11672	184/407	876/2340	-2.46501	-0.268128	1.20763
SRX2897209	TFs and others	ESR1	Breast	Breast cancer cells	5967	4/407	85/2340	-2.46262	-0.268128	0.270559
SRX150488	TFs and others	NFYB	Uterus	HeLa	5752	101/407	432/2340	-2.4603	-0.268128	1.34419
SRX1514973	TFs and others	GFP	Kidney	293	19348	188/407	898/2340	-2.44814	-0.26403	1.20366
SRX684293	TFs and others	ASUN	Uterus	HeLa	3941	16/407	184/2340	-2.43841	-0.26403	0.499947
SRX334246	TFs and others	E2F1	Unclassified	Unclassified	10415	135/407	609/2340	-2.43543	-0.26403	1.27449
SRX065547	TFs and others	TRIM28	Kidney	293	6338	16/407	185/2340	-2.43521	-0.26403	0.497244
SRX3271015	TFs and others	KDM1A	Pluripotent stem cell	hESC derived pancreatic cells	27558	16/407	185/2340	-2.43521	-0.26403	0.497244
SRX5624369	TFs and others	SREBF2	Blood	Macrophages	31892	240/407	1197/2340	-2.43375	-0.26403	1.15276
SRX8037077	TFs and others	KLF5	Digestive tract	HT-29	20557	193/407	927/2340	-2.42748	-0.26403	1.19701
SRX666556	TFs and others	HIF1A	Breast	T-47D	75130	283/407	1452/2340	-2.42207	-0.26403	1.12058
SRX265219	TFs and others	CBFB	Blood	ME-1	9808	98/407	417/2340	-2.42205	-0.26403	1.35117
SRX10059515	TFs and others	CEBPD	Others	Fibroblasts	11907	42/407	145/2340	-2.42144	-0.26403	1.66534
SRX5600893	TFs and others	OLIG2	Neural	Prefrontal Cortex	9713	145/407	664/2340	-2.41533	-0.261247	1.25551
SRX7054669	TFs and others	RELA	Cardiovascular	HAEC	2852	35/407	113/2340	-2.40227	-0.251538	1.78078
SRX9419961	TFs and others	MED1	Breast	SK-BR-3	15490	123/407	548/2340	-2.39904	-0.251538	1.29046
SRX6780893	TFs and others	CREB1	Pluripotent stem cell	iPS derived neural cells	5266	105/407	454/2340	-2.39147	-0.247221	1.3297
SRX7951323	TFs and others	SMARCA2	Lung	NCI-H1944	5770	65/407	253/2340	-2.37971	-0.240717	1.47711
SRX5289963	TFs and others	NR3C1	Lung	BEAS-2B	18674	211/407	1031/2340	-2.37657	-0.240717	1.17664
SRX3271002	TFs and others	KDM1A	Pluripotent stem cell	hESC derived pancreatic cells	21954	36/407	326/2340	-2.37535	-0.240717	0.634901
SRX1514930	TFs and others	GFP	Kidney	293	9163	46/407	164/2340	-2.35461	-0.227368	1.61263
SRX5770333	TFs and others	Epitope tags	Digestive tract	HCT 116	10537	119/407	530/2340	-2.35227	-0.227368	1.2909
SRX8616858	TFs and others	JUND	Lung	A549	378	11/407	21/2340	-2.34738	-0.227368	3.01158
SRX9237237	TFs and others	PAF1	Blood	K-562	2588	1/407	50/2340	-2.34186	-0.227368	0.114988
SRX1041800	TFs and others	RUNX1	Blood	Jurkat	7021	3/407	73/2340	-2.33356	-0.227368	0.236276
SRX334239	TFs and others	E2F1	Unclassified	Unclassified	6229	102/407	442/2340	-2.33328	-0.227368	1.32678
SRX306184	TFs and others	ICE1	Digestive tract	HCT 116	5549	44/407	380/2340	-2.33241	-0.227368	0.665718
SRX8861822	TFs and others	ESR1	Breast	T-47D	2574	1/407	51/2340	-2.3288	-0.227368	0.112733
SRX9237235	TFs and others	PAF1	Blood	K-562	2325	1/407	51/2340	-2.3288	-0.227368	0.112733
SRX9419924	TFs and others	BRD4	Breast	SK-BR-3	23621	166/407	782/2340	-2.32864	-0.227368	1.22046
SRX100433	TFs and others	BCL11A	Blood	GM12878	13795	11/407	142/2340	-2.32846	-0.227368	0.445375
SRX4342286	TFs and others	AHR	Blood	GM17212	3379	66/407	261/2340	-2.32384	-0.225672	1.45387
SRX4374939	TFs and others	RBPJ	Breast	HCC1599	16857	181/407	867/2340	-2.3181	-0.22504	1.20028
SRX334262	TFs and others	E2F1	Unclassified	Unclassified	3368	56/407	212/2340	-2.31486	-0.22504	1.51871
SRX424010	TFs and others	KDM4C	Digestive tract	KYSE-150	10469	18/407	196/2340	-2.31455	-0.22504	0.528005
SRX4193368	TFs and others	SMARCA4	Prostate	22Rv1	5006	5/407	90/2340	-2.3117	-0.225038	0.31941
SRX150440	TFs and others	STAT1	Uterus	HeLa	12433	116/407	516/2340	-2.30214	-0.218307	1.2925
SRX8616835	TFs and others	FOSL2	Lung	A549	14559	159/407	746/2340	-2.29376	-0.212738	1.22541
SRX100585	TFs and others	GATA2	Blood	K-562	14830	10/407	133/2340	-2.28944	-0.211211	0.432285
SRX9029199	TFs and others	POU2F2	Blood	Neutrophils	9569	105/407	459/2340	-2.28344	-0.207986	1.31522
SRX4473689	TFs and others	DPF2	Gonad	BIN-67	3702	29/407	91/2340	-2.26582	-0.195976	1.83222
SRX6367581	TFs and others	NCOA1	Kidney	293	14175	17/407	43/2340	-2.26569	-0.195976	2.27301
SRX541387	TFs and others	EZH2	Blood	Multiple Myeloma	11656	21/407	217/2340	-2.26321	-0.195976	0.556392
SRX4404392	TFs and others	MYCN	Prostate	LNCAP	11634	113/407	501/2340	-2.25808	-0.193552	1.29677
SRX9932060	TFs and others	STAT5A	Breast	MCF-7	2277	65/407	258/2340	-2.23588	-0.175925	1.44849
SRX5089560	TFs and others	BRD4	Breast	MCF-7	5713	2/407	60/2340	-2.23444	-0.175925	0.191646
SRX1165104	TFs and others	Epitope tags	Liver	Hep G2	10162	146/407	679/2340	-2.22896	-0.175925	1.23624
SRX6780892	TFs and others	CREB1	Pluripotent stem cell	iPS derived neural cells	5664	115/407	513/2340	-2.22737	-0.175925	1.28885
SRX3230401	TFs and others	SP1	Liver	Hep G2	12274	158/407	743/2340	-2.22252	-0.175925	1.22262
SRX8363487	TFs and others	SMARCA4	Neural	NGP	4104	69/407	279/2340	-2.22014	-0.175925	1.42189
SRX685530	TFs and others	DEK	Blood	U-937	1793	2/407	61/2340	-2.21971	-0.175925	0.188504
SRX10119391	TFs and others	TEAD1	Breast	MDA-MB-231	2041	42/407	150/2340	-2.21885	-0.175925	1.60983
SRX2355073	TFs and others	JUN	Cardiovascular	HAEC	35523	218/407	1080/2340	-2.21683	-0.175925	1.16052
SRX190287	TFs and others	ZBTB7A	Liver	Hep G2	4925	21/407	59/2340	-2.21234	-0.174895	2.04639
SRX6780891	TFs and others	CREB1	Pluripotent stem cell	iPS derived neural cells	2291	55/407	210/2340	-2.21072	-0.174895	1.50579
SRX6743813	TFs and others	CHD6	Pluripotent stem cell	iPS derived neural cells	2929	16/407	178/2340	-2.20763	-0.174323	0.516799
SRX10760646	TFs and others	BRD2	Blood	MM.1S	16161	58/407	467/2340	-2.20338	-0.172576	0.714056
ERX626821	TFs and others	EP300	Blood	U-937	7247	0/407	34/2340	-2.18794	-0.170969	0
SRX3592682	TFs and others	GATA6	Pluripotent stem cell	hESC HUES8	18069	0/407	34/2340	-2.18794	-0.170969	0
SRX2250317	TFs and others	TP63	Others	JHU-029	6094	3/407	68/2340	-2.18757	-0.170969	0.253649
SRX471870	TFs and others	BRD3	Prostate	VCaP	3773	3/407	68/2340	-2.18757	-0.170969	0.253649
SRX8850928	TFs and others	Epitope tags	Breast	MCF 10A	741	3/407	68/2340	-2.18757	-0.170969	0.253649
SRX7099470	TFs and others	Epitope tags	Kidney	293	18315	7/407	107/2340	-2.18705	-0.170969	0.376128
SRX6857970	TFs and others	PGR	Uterus	Myometrium	14608	199/407	972/2340	-2.18206	-0.168385	1.17709
SRX9258678	TFs and others	CPSF3L	Kidney	293	733	0/407	35/2340	-2.17881	-0.167528	0
SRX7624161	TFs and others	ESR1	Breast	T-47D	21300	90/407	384/2340	-2.16782	-0.165588	1.34751
SRX5709754	TFs and others	CTCF	Breast	MCF-7	3225	71/407	290/2340	-2.16733	-0.165588	1.40761
ERX181467	TFs and others	TP53	Bone	Saos-2	17048	5/407	87/2340	-2.16615	-0.165588	0.330424
SRX8037082	TFs and others	KLF5	Digestive tract	KYSE-70	10350	95/407	411/2340	-2.16589	-0.165588	1.32893
SRX2993669	TFs and others	NR5A1	Pluripotent stem cell	hESC H9	10340	6/407	98/2340	-2.1651	-0.165588	0.352003
SRX687556	TFs and others	GATA2	Blood	Erythroid progenitors	1526	1/407	48/2340	-2.15624	-0.162087	0.119779
SRX268450	TFs and others	GRHL2	Lung	Tracheal epithelial cells	17346	15/407	169/2340	-2.15554	-0.162087	0.510301
SRX2245437	TFs and others	ZEB1	Pancreas	MIA Paca-2	1220	0/407	36/2340	-2.15229	-0.162087	0
SRX8699803	TFs and others	TP53	Kidney	293	970	0/407	36/2340	-2.15229	-0.162087	0
SRX4473687	TFs and others	SMARCC1	Gonad	BIN-67	9375	102/407	446/2340	-2.15014	-0.162087	1.31488
SRX8037074	TFs and others	KLF5	Digestive tract	NCI-H508	8889	102/407	447/2340	-2.14709	-0.161294	1.31194
SRX5624370	TFs and others	SREBF2	Blood	Macrophages	15569	172/407	823/2340	-2.13893	-0.158562	1.20157
SRX3230381	TFs and others	ERF	Liver	Hep G2	6395	86/407	366/2340	-2.13776	-0.158562	1.35095
SRX6853584	TFs and others	ARNT	Epidermis	SK-MEL-28	6830	72/407	296/2340	-2.13766	-0.158562	1.3985
SRX243629	TFs and others	TEAD4	Digestive tract	SNU-216	8614	44/407	160/2340	-2.12919	-0.153279	1.58108
SRX6367582	TFs and others	NCOA1	Kidney	293	17928	22/407	63/2340	-2.12739	-0.153279	2.00772
SRX10881813	TFs and others	BRD9	Others	BT-16	7474	12/407	144/2340	-2.12578	-0.153279	0.479115
SRX9600663	TFs and others	G-quadruplex	Blood	K-562	603	18/407	48/2340	-2.12212	-0.152102	2.15602
SRX1460848	TFs and others	RELA	Blood	Th1 Cells	5864	110/407	490/2340	-2.11836	-0.152102	1.29068
SRX3229161	TFs and others	ESR1	Breast	Breast cancer	28396	175/407	843/2340	-2.11774	-0.152102	1.19353
SRX2731518	TFs and others	NCAPH2	Kidney	293	9884	92/407	398/2340	-2.11596	-0.152102	1.329
SRX9932057	TFs and others	STAT5A	Breast	MCF-7	4751	93/407	401/2340	-2.11069	-0.14911	1.3334
SRX8037075	TFs and others	KLF5	Lung	HARA	12247	125/407	569/2340	-2.10871	-0.14911	1.26305
SRX6596849	TFs and others	EGR1	Others	Fibroblasts	3935	44/407	162/2340	-2.10128	-0.145933	1.56156
SRX8949798	TFs and others	NEUROD1	Unclassified	Unclassified	34927	202/407	995/2340	-2.09869	-0.145933	1.16721
SRX5286318	TFs and others	KLF17	Pluripotent stem cell	ES cells	2358	54/407	209/2340	-2.09749	-0.145933	1.48549
SRX9206199	TFs and others	GFP	Digestive tract	HCT 116	13651	181/407	875/2340	-2.09714	-0.145933	1.1893
SRX190202	TFs and others	TCF12	Lung	A549	19573	183/407	887/2340	-2.08853	-0.141924	1.18618
SRX3789539	TFs and others	RUNX1	Blood	Acute myeloid leukemia	3079	79/407	331/2340	-2.08694	-0.141924	1.37221
SRX6483126	TFs and others	SMARCA4	Neural	NGP	4915	36/407	125/2340	-2.08586	-0.141924	1.65582
SRX4374942	TFs and others	RBPJ	Breast	HCC1599	13661	168/407	806/2340	-2.07853	-0.141924	1.19838
SRX265230	TFs and others	ERG	Blood	ME-1	26409	169/407	810/2340	-2.07813	-0.141924	1.19956
SRX213628	TFs and others	MYC	Uterus	HeLa	11770	146/407	685/2340	-2.07142	-0.141924	1.22542
SRX9419923	TFs and others	BRD4	Breast	SK-BR-3	25843	188/407	915/2340	-2.07106	-0.141924	1.18129
SRX5718142	TFs and others	TEAD1	Kidney	293	2846	22/407	65/2340	-2.06824	-0.141924	1.94595
SRX3472380	TFs and others	TP53BP1	Pluripotent stem cell	hESC derived neural cells	3097	23/407	226/2340	-2.06634	-0.141924	0.585114
SRX6665794	TFs and others	Epitope tags	Kidney	HK-2	7391	171/407	823/2340	-2.06417	-0.141924	1.19459
SRX6366606	TFs and others	Epitope tags	Uterus	Ishikawa	18247	190/407	928/2340	-2.06267	-0.141924	1.17714
SRX541385	TFs and others	EZH2	Blood	Multiple Myeloma	12945	31/407	283/2340	-2.06197	-0.141924	0.629791
SRX334238	TFs and others	E2F1	Unclassified	Unclassified	12609	148/407	695/2340	-2.05983	-0.141924	1.22433
SRX9317681	TFs and others	RUNX1	Blood	Fujioka	29984	138/407	642/2340	-2.05892	-0.141924	1.23585
SRX6367596	TFs and others	NCOA1	Kidney	293	21227	15/407	37/2340	-2.05777	-0.141924	2.33083
SRX190260	TFs and others	REST	Pluripotent stem cell	hESC derived neural cells	22218	62/407	487/2340	-2.05618	-0.141924	0.731955
SRX3990986	TFs and others	PGR	Breast	T-47D	28657	63/407	253/2340	-2.05199	-0.141924	1.43167
SRX1460854	TFs and others	MED1	Blood	Th1 Cells	875	24/407	74/2340	-2.04966	-0.141924	1.86467
SRX190283	TFs and others	EP300	Lung	A549	13777	122/407	558/2340	-2.04625	-0.141924	1.25703
SRX4786545	TFs and others	TET2	Breast	MCF-7	5613	108/407	484/2340	-2.04555	-0.141924	1.28292
SRX5289968	TFs and others	NR3C1	Lung	BEAS-2B	4678	85/407	365/2340	-2.04537	-0.141924	1.3389
SRX8616836	TFs and others	FOSL2	Lung	A549	4286	63/407	254/2340	-2.04401	-0.141924	1.42603
SRX11196888	TFs and others	G-quadruplex	Kidney	293	1389	37/407	129/2340	-2.04316	-0.141924	1.64905
SRX9932050	TFs and others	STAT5A	Breast	MCF-7	2544	67/407	274/2340	-2.04272	-0.141924	1.40587
SRX9178826	TFs and others	HAP1	Blood	HAP1	14614	38/407	329/2340	-2.04227	-0.141924	0.664063
SRX1304827	TFs and others	MED26	Bone	U2OS	3003	19/407	196/2340	-2.04221	-0.141924	0.557338
SRX1304828	TFs and others	MED26	Bone	U2OS	2644	17/407	180/2340	-2.03854	-0.140098	0.542998
SRX150645	TFs and others	BHLHE40	Liver	Hep G2	11478	81/407	344/2340	-2.03441	-0.13903	1.35378
SRX3657345	TFs and others	Epitope tags	Kidney	293	27855	165/407	790/2340	-2.02571	-0.13903	1.20082
SRX9433103	TFs and others	MYC	Bone	U2OS	15879	153/407	726/2340	-2.01877	-0.13903	1.21165
SRX9932045	TFs and others	STAT5A	Breast	MCF-7	8210	134/407	622/2340	-2.01521	-0.13903	1.23861
