SRX1674506	TFs and others	MBD3	Uterus	HeLa	35004	133/257	130/740	-24.1423	-19.8722	2.94582
SRX2251225	TFs and others	BRD4	Prostate	C4-2	24585	103/257	129/740	-12.0036	-8.9888	2.29904
SRX6473438	TFs and others	Epitope tags	Pluripotent stem cell	hESC derived neural crests	23131	184/257	342/740	-11.8752	-8.88388	1.54914
SRX2251223	TFs and others	BRD4	Prostate	C4-2	29879	115/257	157/740	-11.8373	-8.86826	2.1091
SRX3256873	TFs and others	BCOR	Pluripotent stem cell	hESC H1	20179	146/257	234/740	-11.8087	-8.86215	1.79653
SRX3271002	TFs and others	KDM1A	Pluripotent stem cell	hESC derived pancreatic cells	21954	125/257	181/740	-11.7898	-8.86215	1.98852
SRX7061817	TFs and others	BRD2	Blood	SEM	24707	170/257	302/740	-11.6387	-8.73035	1.62084
SRX2513054	TFs and others	RUNX1	Kidney	293	51344	151/257	251/740	-11.3488	-8.45894	1.73222
SRX8321653	TFs and others	CDYL2	Breast	MCF-7	23615	136/257	212/740	-11.2885	-8.41637	1.84715
SRX3256874	TFs and others	BCOR	Pluripotent stem cell	hESC H1	18331	162/257	284/740	-11.0496	-8.1945	1.64246
SRX6473439	TFs and others	Epitope tags	Pluripotent stem cell	hESC derived neural crests	36458	190/257	370/740	-10.8598	-8.02109	1.4786
SRX534844	TFs and others	CHD8	Neural	Neural Stem Cells	24387	161/257	283/740	-10.8356	-8.01268	1.63809
SRX5738751	TFs and others	Crotonyllysine	Pluripotent stem cell	ES cells	17499	80/257	88/740	-10.7826	-7.97493	2.61762
SRX6473441	TFs and others	Epitope tags	Pluripotent stem cell	hESC derived neural crests	16651	117/257	169/740	-10.7526	-7.95965	1.99342
SRX5416007	TFs and others	PTEN	Liver	SMMC-7721	22609	120/257	177/740	-10.713	-7.93429	1.95212
SRX1660873	TFs and others	TRIM25	Breast	Breast cancer cells	25717	156/257	271/740	-10.5072	-7.74228	1.6575
SRX063921	TFs and others	ERG	Blood	K-562	19370	166/257	301/740	-10.3341	-7.58254	1.58796
SRX9178813	TFs and others	HAP1	Blood	HAP1	6985	53/257	42/740	-10.2766	-7.53801	3.6335
SRX9562887	TFs and others	SMARCA4	Muscle	RH-4	14459	142/257	235/740	-10.2545	-7.53733	1.73988
SRX5286307	TFs and others	AR	Prostate	LNCAP	43005	190/257	375/740	-10.2511	-7.53733	1.45888
SRX1898037	TFs and others	RAG1	Blood	REH	30711	77/257	86/740	-10.1089	-7.40703	2.57805
SRX10567335	TFs and others	HMGB1	Cardiovascular	HUVEC	8991	94/257	123/740	-9.84392	-7.15363	2.2005
SRX9178836	TFs and others	HAP1	Blood	HAP1	8680	76/257	86/740	-9.80925	-7.13024	2.54457
SRX116465	TFs and others	PHF8	Pluripotent stem cell	hESC H1	10414	112/257	165/740	-9.72707	-7.05906	1.95449
SRX1041842	TFs and others	TRIM24	Prostate	LNCAP	13175	173/257	328/740	-9.654	-6.99671	1.5187
SRX1091814	TFs and others	CTCFL	Blood	K-562	19775	176/257	338/740	-9.63556	-6.98874	1.49932
SRX6473436	TFs and others	Epitope tags	Pluripotent stem cell	hESC derived neural crests	14564	101/257	141/740	-9.56369	-6.92709	2.06253
SRX1660872	TFs and others	TRIM25	Breast	Breast cancer cells	16755	122/257	191/740	-9.51394	-6.88732	1.83918
SRX186705	TFs and others	PHF8	Pluripotent stem cell	hESC H1	10408	112/257	166/740	-9.49358	-6.87672	1.94271
SRX3640569	TFs and others	INTS3	Uterus	HeLa	8505	72/257	80/740	-9.45776	-6.85044	2.59144
SRX149659	TFs and others	CDK8	Digestive tract	HCT 116	11224	169/257	319/740	-9.42919	-6.83121	1.52544
SRX7135367	TFs and others	HDAC1	Blood	K-562	6839	56/257	321/740	-9.37989	-6.79106	0.502321
SRX5286305	TFs and others	AR	Prostate	LNCAP	51453	193/257	394/740	-9.31043	-6.73055	1.41046
SRX7728608	TFs and others	EP300	Pluripotent stem cell	hESC H9	23691	181/257	356/740	-9.29034	-6.71924	1.46395
SRX7214022	TFs and others	KLF3	Epidermis	Keratinocytes	15744	181/257	357/740	-9.26351	-6.70101	1.45985
SRX063920	TFs and others	ERG	Blood	K-562	10128	134/257	226/740	-8.91649	-6.36708	1.70724
SRX9178809	TFs and others	HAP1	Blood	HAP1	7923	55/257	51/740	-8.91288	-6.36708	3.10521
SRX026653	TFs and others	ERG	Blood	CD34 Hematopoietic stem cells	22246	135/257	230/740	-8.84497	-6.30729	1.69007
SRX265225	TFs and others	TCF12	Blood	ME-1	11836	137/257	236/740	-8.76763	-6.23792	1.6715
SRX9178821	TFs and others	HAP1	Blood	HAP1	5976	46/257	37/740	-8.73473	-6.21284	3.57977
SRX9178824	TFs and others	HAP1	Blood	HAP1	7969	68/257	76/740	-8.72106	-6.20686	2.57629
SRX8570844	TFs and others	HAP1	Blood	KBM-7	30809	121/257	197/740	-8.54757	-6.04092	1.76855
SRX265222	TFs and others	RUNX1	Blood	ME-1	14180	162/257	307/740	-8.47428	-5.97804	1.51941
SRX7214021	TFs and others	KLF3	Epidermis	Keratinocytes	15248	177/257	352/740	-8.46996	-5.97804	1.44787
SRX4937340	TFs and others	MED1	Digestive tract	HCT 116	11020	43/257	33/740	-8.38221	-5.89747	3.75192
SRX4377538	TFs and others	BRD2	Breast	MDA-MB-231	16922	184/257	374/740	-8.36719	-5.88951	1.41659
SRX9178811	TFs and others	HAP1	Blood	HAP1	7183	49/257	43/740	-8.30225	-5.83152	3.28115
SRX8246294	TFs and others	FGFR1	Breast	MCF-7	6424	72/257	87/740	-8.27585	-5.81196	2.38293
SRX10722980	TFs and others	CSTF2	Bone	U2OS	5379	70/257	83/740	-8.26525	-5.80809	2.42839
SRX5359048	TFs and others	SREBF2	Breast	HCC70	19760	57/257	58/740	-8.24503	-5.79897	2.82973
SRX1177905	TFs and others	HEXIM1	Digestive tract	HCT 116	17690	149/257	273/740	-8.24297	-5.79897	1.57153
SRX2765964	TFs and others	HMGB1	Cardiovascular	HUVEC	8564	77/257	97/740	-8.23514	-5.79758	2.28569
SRX7719081	TFs and others	SMAD3	Others	H69	11378	135/257	235/740	-8.20956	-5.77834	1.65411
SRX4172744	TFs and others	GATA1	Digestive tract	HCT 116	10091	64/257	72/740	-8.17847	-5.7535	2.55945
SRX6743819	TFs and others	TFEB	Pluripotent stem cell	iPS cells	13773	124/257	208/740	-8.16415	-5.74533	1.71655
SRX7719080	TFs and others	SMAD3	Others	H69	10951	135/257	237/740	-7.99526	-5.58252	1.64015
SRX667413	TFs and others	Epitope tags	Breast	MCF-7	27244	144/257	263/740	-7.92143	-5.51696	1.57654
SRX7135363	TFs and others	HDAC2	Blood	K-562	3766	17/257	158/740	-7.9178	-5.51696	0.309806
SRX4937336	TFs and others	MED1	Digestive tract	HCT 116	11386	42/257	34/740	-7.89946	-5.50445	3.55688
SRX7719077	TFs and others	SMAD3	Others	H69	10619	127/257	219/740	-7.81194	-5.42268	1.66978
SRX063919	TFs and others	ERG	Blood	K-562	6497	55/257	57/740	-7.77819	-5.39461	2.77835
SRX8570845	TFs and others	HAP1	Blood	KBM-7	32790	137/257	245/740	-7.7236	-5.34562	1.6101
SRX3256864	TFs and others	PCGF1	Pluripotent stem cell	hESC H1	17539	125/257	214/740	-7.71511	-5.34266	1.68188
SRX2897208	TFs and others	ESR1	Breast	Breast cancer cells	26916	170/257	339/740	-7.6869	-5.31992	1.44394
SRX5286309	TFs and others	AR	Prostate	LNCAP	28220	218/257	497/740	-7.64235	-5.28076	1.26299
SRX1424886	TFs and others	CXXC1	Blood	SEM	13146	151/257	285/740	-7.61241	-5.25615	1.52556
SRX10382402	TFs and others	QSER1	Pluripotent stem cell	hESC H1	34365	214/257	483/740	-7.585	-5.23401	1.27575
SRX2731517	TFs and others	NCAPH2	Kidney	293	10745	170/257	341/740	-7.50413	-5.15834	1.43547
SRX3256876	TFs and others	KDM2B	Pluripotent stem cell	hESC H1	29582	207/257	460/740	-7.41979	-5.07914	1.29572
SRX063922	TFs and others	ERG	Blood	K-562	20765	181/257	376/740	-7.40446	-5.06889	1.38608
SRX9178841	TFs and others	HAP1	Blood	HAP1	9141	63/257	74/740	-7.35172	-5.02448	2.45136
SRX10382426	TFs and others	TET1	Pluripotent stem cell	hESC H1	20673	219/257	504/740	-7.35007	-5.02448	1.25116
SRX8030771	TFs and others	Epitope tags	Kidney	293	11590	168/257	337/740	-7.32042	-4.99974	1.43542
SRX1514278	TFs and others	RUNX1T1	Blood	Kasumi-1	10606	92/257	138/740	-7.3034	-4.98757	1.91958
SRX8570843	TFs and others	HAP1	Blood	KBM-7	23581	84/257	120/740	-7.26456	-4.95353	2.01556
SRX10760632	TFs and others	BRD4	Blood	MM.1S	12641	108/257	177/740	-7.17886	-4.87727	1.75691
SRX8570841	TFs and others	HAP1	Blood	KBM-7	30100	108/257	177/740	-7.17886	-4.87727	1.75691
SRX5416008	TFs and others	WDR5	Liver	SMMC-7721	22521	109/257	179/740	-7.15931	-4.86236	1.75336
SRX3800332	TFs and others	STAG2	Others	RT-112	26517	168/257	340/740	-7.12281	-4.83046	1.42275
SRX9534427	TFs and others	POU2AF1	Blood	Tonsil germinal center cells	15303	58/257	303/740	-7.11402	-4.82622	0.551168
SRX9523535	TFs and others	NABP2	Bone	HT-1080	12504	187/257	399/740	-6.99048	-4.70718	1.34948
SRX5486428	TFs and others	GFP	Digestive tract	HCT 116	12539	122/257	214/740	-6.96957	-4.69072	1.64151
SRX9550859	TFs and others	FOXA1	Prostate	Prostate cancer	34888	166/257	337/740	-6.7904	-4.51596	1.41833
SRX8726297	TFs and others	BMI1	Others	Tumor	14115	162/257	326/740	-6.78053	-4.51046	1.43086
SRX9178852	TFs and others	HAP1	Blood	HAP1	3235	27/257	16/740	-6.74609	-4.48034	4.85895
SRX10722979	TFs and others	CSTF2	Bone	U2OS	6802	97/257	154/740	-6.73327	-4.4718	1.81363
SRX063917	TFs and others	ERG	Breast	MCF-7	14218	182/257	387/740	-6.72696	-4.46972	1.35413
SRX265412	TFs and others	KDM5B	Breast	MCF-7	19926	151/257	296/740	-6.66371	-4.41067	1.46887
SRX3256875	TFs and others	KDM2B	Pluripotent stem cell	hESC H1	30407	209/257	476/740	-6.65494	-4.40606	1.26426
SRX9178855	TFs and others	HAP1	Blood	HAP1	6448	42/257	40/740	-6.59119	-4.34642	3.02335
SRX7030913	TFs and others	HEXIM1	Breast	MCF-7	4217	55/257	63/740	-6.58632	-4.34563	2.51374
SRX151246	TFs and others	SMC1A	Blood	BCBL1	22436	121/257	216/740	-6.57063	-4.33398	1.61298
SRX695951	TFs and others	MAZ	Adipocyte	T778	12964	188/257	408/740	-6.50815	-4.2755	1.32677
SRX1787312	TFs and others	KDM2B	Blood	OCI-LY1	14641	118/257	209/740	-6.48913	-4.26759	1.62568
SRX2014504	TFs and others	RUNX1	Blood	Jurkat	33270	174/257	364/740	-6.48908	-4.26759	1.37641
SRX2867680	TFs and others	Epitope tags	Kidney	293	23228	84/257	126/740	-6.48844	-4.26759	1.91958
SRX9005596	TFs and others	Epitope tags	Others	TM5	104760	186/257	403/740	-6.45355	-4.23656	1.32894
SRX6473448	TFs and others	Epitope tags	Pluripotent stem cell	hESC derived neural crests	5029	59/257	73/740	-6.44088	-4.22771	2.32717
SRX8673472	TFs and others	DDIT3	Bone	HT-1080	4414	111/257	191/740	-6.41275	-4.20476	1.67336
SRX117010	TFs and others	FLI1	Blood	U-937	12322	182/257	390/740	-6.41038	-4.20476	1.34371
SRX2009518	TFs and others	BRD2	Neural	Diffuse intrinsic pontine glioma	11979	102/257	170/740	-6.38305	-4.18116	1.72763
SRX2270409	TFs and others	JMJD6	Others	Tumor	12999	123/257	222/740	-6.35876	-4.16057	1.59533
SRX4473691	TFs and others	SMARCA4	Gonad	BIN-67	9058	72/257	100/740	-6.3472	-4.15267	2.07315
SRX8673357	TFs and others	EGR1	Blood	Kasumi-1	6763	118/257	211/740	-6.29402	-4.10313	1.61027
SRX3285611	TFs and others	KDM5B	Breast	MCF-7	6978	65/257	86/740	-6.28103	-4.09633	2.17627
SRX265227	TFs and others	TAL1	Blood	ME-1	7018	97/257	158/740	-6.28004	-4.09633	1.76772
SRX209673	TFs and others	EP300	Neural	Fetal brain	4672	42/257	41/740	-6.23839	-4.05822	2.94961
SRX9317685	TFs and others	EP300	Blood	Fujioka	12598	135/257	256/740	-6.22188	-4.04523	1.51842
SRX3511931	TFs and others	TFAP2A	Pluripotent stem cell	iPS cells	16159	122/257	222/740	-6.18472	-4.01156	1.58236
SRX100418	TFs and others	NR3C1	Lung	A549	7057	117/257	209/740	-6.16697	-3.99727	1.6119
SRX8272901	TFs and others	BRD4	Blood	BLaER1	3637	53/257	63/740	-6.10945	-3.94318	2.42233
SRX2731518	TFs and others	NCAPH2	Kidney	293	9884	161/257	331/740	-6.10593	-3.94307	1.40054
SRX8082233	TFs and others	BRD4	Epidermis	Keratinocytes	11652	125/257	231/740	-6.09215	-3.93267	1.5581
SRX2251224	TFs and others	BRD4	Prostate	C4-2	6987	39/257	37/740	-6.08646	-3.93033	3.03502
SRX7196715	TFs and others	BMI1	Neural	SU-DIPG-IV	22502	137/257	264/740	-6.00442	-3.85162	1.49422
SRX2963102	TFs and others	RUNX1	Blood	PBMC	20938	186/257	408/740	-5.99056	-3.84106	1.31266
SRX7805372	TFs and others	ZFX	Kidney	293	12819	90/257	145/740	-5.98467	-3.83845	1.7872
SRX150435	TFs and others	FOS	Blood	K-562	8213	42/257	235/740	-5.96324	-3.82042	0.514612
SRX2550933	TFs and others	MYCN	Neural	NGP	17518	159/257	326/740	-5.96016	-3.82042	1.40436
SRX2897209	TFs and others	ESR1	Breast	Breast cancer cells	5967	43/257	45/740	-5.90062	-3.76727	2.75141
SRX4046314	TFs and others	CXXC1	Blood	Lymphoblastoid cell line	3382	43/257	45/740	-5.90062	-3.76727	2.75141
SRX2897217	TFs and others	ESR1	Breast	Breast cancer cells	5349	66/257	91/740	-5.86916	-3.73897	2.08834
SRX117011	TFs and others	FLI1	Blood	U-937	13833	187/257	412/740	-5.85809	-3.73103	1.3069
SRX7719078	TFs and others	SMAD3	Others	H69	12184	138/257	269/740	-5.81418	-3.69053	1.47715
SRX5718165	TFs and others	RAD21	Kidney	293	19812	137/257	267/740	-5.80852	-3.69053	1.47743
SRX7540325	TFs and others	BRD4	Breast	MCF-7	13302	129/257	245/740	-5.8061	-3.69053	1.51608
SRX424010	TFs and others	KDM4C	Digestive tract	KYSE-150	10469	94/257	155/740	-5.80527	-3.69053	1.7462
SRX7061818	TFs and others	BRD3	Blood	SEM	4692	35/257	32/740	-5.75821	-3.6465	3.14932
SRX10760645	TFs and others	BRD2	Blood	MM.1S	16817	189/257	420/740	-5.74157	-3.63287	1.29572
SRX9178839	TFs and others	HAP1	Blood	HAP1	6242	42/257	44/740	-5.72488	-3.61916	2.7485
SRX10881822	TFs and others	SS18L1	Others	BT-16	9543	72/257	106/740	-5.71729	-3.61453	1.9558
SRX100379	TFs and others	PAX5	Blood	GM12892	8525	114/257	206/740	-5.70463	-3.60482	1.59344
SRX4377539	TFs and others	BRD2	Breast	MDA-MB-231	18933	185/257	408/740	-5.67037	-3.57639	1.3056
SRX9975616	TFs and others	SMC1A	Bone	A-673	50079	185/257	408/740	-5.67037	-3.57639	1.3056
SRX9867021	TFs and others	BCL11B	Blood	DND-41	9534	109/257	195/740	-5.65165	-3.56055	1.6095
SRX097108	TFs and others	GATA1	Blood	K-562	10354	37/257	36/740	-5.63091	-3.54268	2.95936
SRX667412	TFs and others	Epitope tags	Breast	MCF-7	9880	76/257	116/740	-5.60617	-3.52079	1.88649
SRX265228	TFs and others	FLI1	Blood	ME-1	1439	32/257	28/740	-5.59285	-3.5103	3.29072
SRX4473671	TFs and others	SMARCA4	Gonad	BIN-67	13968	58/257	77/740	-5.58785	-3.50811	2.16888
SRX10382404	TFs and others	TET1	Pluripotent stem cell	hESC H1	20239	180/257	395/740	-5.57962	-3.50267	1.31212
SRX8337458	TFs and others	NFYA	Blood	HUDEP-1	4774	69/257	321/740	-5.57068	-3.49827	0.618932
SRX4017892	TFs and others	TCF7	Breast	MCF 10A	15558	102/257	178/740	-5.56969	-3.49827	1.64998
SRX265413	TFs and others	KDM5B	Breast	MCF-7	25024	177/257	385/740	-5.56291	-3.49423	1.32377
SRX4708020	TFs and others	HNRNPC	Liver	Hep G2	10020	145/257	292/740	-5.54846	-3.48251	1.42983
SRX2281250	TFs and others	AFF1	Blood	SEM	4700	48/257	57/740	-5.53688	-3.47363	2.42474
SRX4377561	TFs and others	BRD9	Breast	MDA-MB-231	25454	136/257	267/740	-5.51222	-3.45172	1.46665
SRX5576990	TFs and others	CRTC2	Lung	A549	19080	245/257	627/740	-5.5096	-3.45172	1.12512
SRX4377537	TFs and others	BRD2	Breast	MDA-MB-231	16171	170/257	365/740	-5.5009	-3.44567	1.34108
SRX5089554	TFs and others	BRD4	Breast	MCF-7	10139	62/257	85/740	-5.49089	-3.4383	2.10025
SRX015141	TFs and others	FOS	Blood	K-562	8231	43/257	232/740	-5.44584	-3.39703	0.533678
SRX063918	TFs and others	ERG	Breast	MCF-7	15396	180/257	396/740	-5.44439	-3.39703	1.30881
SRX9317680	TFs and others	HDAC1	Blood	Fujioka	3380	49/257	59/740	-5.43431	-3.38955	2.39135
SRX149661	TFs and others	CDK8	Digestive tract	HCT 116	6363	117/257	217/740	-5.42505	-3.38427	1.55248
SRX100518	TFs and others	ZBTB7A	Blood	K-562	21192	143/257	287/740	-5.42339	-3.38427	1.43467
SRX8299783	TFs and others	MYC	Bone	U2OS	20211	201/257	464/740	-5.42115	-3.38427	1.24732
SRX3285586	TFs and others	KDM5B	Breast	TAMR	6168	79/257	124/740	-5.41881	-3.38427	1.83444
SRX129116	TFs and others	MYC	Blood	Multiple Myeloma	18964	213/257	505/740	-5.40273	-3.3707	1.21447
SRX673749	TFs and others	MED1	Breast	MCF-7	2426	62/257	87/740	-5.38573	-3.35621	2.05197
SRX5089557	TFs and others	BRD4	Breast	MCF-7	15111	134/257	263/740	-5.38119	-3.35415	1.46706
SRX6840506	TFs and others	HAP1	Blood	KBM-7	16920	47/257	56/740	-5.37372	-3.35067	2.41662
SRX5718164	TFs and others	RAD21	Kidney	293	25762	126/257	241/740	-5.37277	-3.35067	1.5054
SRX326890	TFs and others	ERG	Blood	Jurkat	6685	53/257	265/740	-5.35991	-3.34026	0.575875
SRX4240288	TFs and others	ESR1	Gonad	SK-OV-3	14171	42/257	228/740	-5.34758	-3.33036	0.530412
SRX2537515	TFs and others	BRD2	Epidermis	SK-MEL-147	31443	218/257	523/740	-5.33747	-3.32267	1.2002
SRX734409	TFs and others	AR	Prostate	CWR22Pc	30897	161/257	340/740	-5.328	-3.31561	1.36347
SRX100416	TFs and others	NR3C1	Lung	A549	15364	115/257	213/740	-5.30816	-3.29816	1.55459
SRX3873726	TFs and others	MYC	Lung	SW 1271	19168	220/257	530/740	-5.28785	-3.28023	1.19521
SRX6867661	TFs and others	RUNX1T1	Pluripotent stem cell	hESC H9	6676	122/257	233/740	-5.26451	-3.26216	1.50766
SRX4377550	TFs and others	BRD2	Breast	HCC1806	11279	142/257	287/740	-5.26409	-3.26216	1.42464
SRX2796998	TFs and others	ERG	Prostate	VCaP	2880	48/257	58/740	-5.26272	-3.26216	2.38293
SRX2166889	TFs and others	BRD4	Neural	Retina	11208	144/257	293/740	-5.2412	-3.24297	1.41512
SRX4001483	TFs and others	BRD2	Lung	NCI-H23	4542	44/257	51/740	-5.22445	-3.22853	2.48417
SRX150446	TFs and others	E2F1	Uterus	HeLa	9552	146/257	299/740	-5.2207	-3.22709	1.40598
SRX4172743	TFs and others	GATA1	Digestive tract	HCT 116	11164	82/257	133/740	-5.20938	-3.21806	1.77526
SRX10484575	TFs and others	AFF1	Blood	RS4-11	10250	113/257	209/740	-5.19287	-3.20439	1.55679
SRX7677736	TFs and others	NCBP1	Digestive tract	DLD-1	7164	125/257	242/740	-5.19116	-3.20439	1.48728
SRX150512	TFs and others	NFYA	Blood	K-562	4095	36/257	204/740	-5.18513	-3.20147	0.508125
SRX5307507	TFs and others	MAX	Blood	P493-6	8622	127/257	246/740	-5.18374	-3.20147	1.48651
SRX4404392	TFs and others	MYCN	Prostate	LNCAP	11634	158/257	333/740	-5.17916	-3.19912	1.36619
SRX9178834	TFs and others	HAP1	Blood	HAP1	6164	50/257	64/740	-5.12914	-3.15132	2.24951
SRX150639	TFs and others	RFX5	Uterus	HeLa	18692	69/257	314/740	-5.11467	-3.13906	0.632729
SRX2009507	TFs and others	BRD2	Neural	SF8628	8466	116/257	219/740	-5.08765	-3.11424	1.52515
SRX9975615	TFs and others	SMC1A	Bone	A-673	39758	145/257	298/740	-5.07589	-3.10467	1.40104
SRX2578880	TFs and others	ESR1	Breast	MDA-MB-231	11938	92/257	158/740	-5.07334	-3.1043	1.6766
SRX5089561	TFs and others	BRD4	Breast	MCF-7	4319	31/257	28/740	-5.07008	-3.1032	3.18788
SRX9562888	TFs and others	PBRM1	Muscle	RH-4	4781	49/257	62/740	-5.05002	-3.0853	2.27564
SRX9187408	TFs and others	HDAC1	Pancreas	MIA Paca-2	9334	136/257	273/740	-5.02836	-3.06578	1.43442
SRX673743	TFs and others	EP300	Breast	MCF-7	6969	119/257	227/740	-5.02495	-3.06451	1.50945
SRX186675	TFs and others	KDM4A	Pluripotent stem cell	hESC H1	14730	93/257	162/740	-4.99532	-3.03845	1.65298
SRX4377548	TFs and others	BRD2	Breast	HCC1806	19981	206/257	486/740	-4.99466	-3.03845	1.22048
SRX150586	TFs and others	NFYB	Blood	GM12878	11115	68/257	309/740	-4.9866	-3.0325	0.633649
SRX8299813	TFs and others	MYC	Bone	U2OS	17511	188/257	427/740	-4.98273	-3.03072	1.26774
SRX1091550	TFs and others	TFAP2A	Pluripotent stem cell	hESC derived neural crests	43176	187/257	424/740	-4.96591	-3.01815	1.26991
SRX9556501	TFs and others	GATA3	Breast	MDA-MB-231	17696	69/257	106/740	-4.96484	-3.01815	1.87431
SRX1514276	TFs and others	FLI1	Blood	Kasumi-1	14182	142/257	290/740	-4.96394	-3.01815	1.4099
SRX1478537	TFs and others	EP300	Kidney	Kidney Cortex	15725	148/257	308/740	-4.91395	-2.97021	1.3836
SRX8272937	TFs and others	BRD4	Blood	BLaER1	8693	134/257	269/740	-4.90125	-2.95956	1.43434
SRX4792908	TFs and others	RAD21	Breast	T-47D	25585	149/257	312/740	-4.89179	-2.95213	1.37509
SRX3285613	TFs and others	KDM5B	Breast	C70R	2328	34/257	35/740	-4.8844	-2.94799	2.79711
SRX1272808	TFs and others	BRD4	Digestive tract	COLO 741	8894	118/257	226/740	-4.88361	-2.94799	1.50339
SRX116463	TFs and others	KDM4A	Pluripotent stem cell	hESC H1	14674	92/257	160/740	-4.87968	-2.9462	1.65564
SRX3256862	TFs and others	KDM2B	Pluripotent stem cell	hESC H1	25577	197/257	458/740	-4.87782	-2.9462	1.23851
SRX3285589	TFs and others	KDM5B	Breast	C70R	2613	25/257	20/740	-4.85263	-2.923	3.59922
SRX4377558	TFs and others	BRD4	Breast	MDA-MB-231	13498	113/257	213/740	-4.84786	-2.92021	1.52756
SRX8949797	TFs and others	ASCL1	Unclassified	Unclassified	22112	217/257	526/740	-4.83968	-2.914	1.18788
SRX116467	TFs and others	RBBP5	Pluripotent stem cell	hESC H1	7960	78/257	127/740	-4.82931	-2.90559	1.76844
SRX2837386	TFs and others	REL	Blood	GM12878	4304	31/257	30/740	-4.82642	-2.90465	2.97536
SRX4377535	TFs and others	BRD4	Breast	MDA-MB-231	13592	114/257	216/740	-4.82057	-2.90074	1.51967
SRX6027700	TFs and others	ESR1	Uterus	Ishikawa	9814	68/257	105/740	-4.81838	-2.90049	1.86474
SRX4892338	TFs and others	Epitope tags	Kidney	293	78191	225/257	554/740	-4.80944	-2.89347	1.16942
SRX8673354	TFs and others	EGR1	Blood	Kasumi-1	16179	186/257	424/740	-4.79661	-2.88256	1.26312
SRX6027688	TFs and others	ESR1	Uterus	Ishikawa	21394	193/257	446/740	-4.79167	-2.87953	1.24601
SRX3434293	TFs and others	SKI	Blood	HL-60	38480	174/257	387/740	-4.78971	-2.87947	1.2946
SRX4172742	TFs and others	GATA1	Digestive tract	HCT 116	10123	66/257	101/740	-4.75435	-2.846	1.88157
SRX3800333	TFs and others	STAG2	Others	RT-112	27354	151/257	319/740	-4.74927	-2.84281	1.36297
SRX3271015	TFs and others	KDM1A	Pluripotent stem cell	hESC derived pancreatic cells	27558	40/257	47/740	-4.73697	-2.83239	2.45053
SRX5385026	TFs and others	BRD3	Pluripotent stem cell	hESC H1	3279	47/257	60/740	-4.72445	-2.82359	2.25551
SRX6473450	TFs and others	Epitope tags	Pluripotent stem cell	hESC derived neural crests	5039	47/257	60/740	-4.72445	-2.82359	2.25551
SRX6840507	TFs and others	HAP1	Blood	KBM-7	15400	37/257	41/740	-4.71162	-2.81262	2.59846
SRX7135365	TFs and others	BRD2	Blood	K-562	3061	29/257	172/740	-4.68777	-2.79061	0.485476
SRX1091551	TFs and others	TFAP2A	Pluripotent stem cell	hESC derived neural crests	46427	205/257	487/740	-4.67686	-2.78153	1.21206
SRX9206193	TFs and others	KDM6A	Digestive tract	HCT 116	4800	92/257	163/740	-4.66774	-2.77424	1.62517
SRX3657349	TFs and others	Epitope tags	Kidney	293	78227	225/257	556/740	-4.66221	-2.77066	1.16522
SRX9534426	TFs and others	POU2AF1	Blood	Tonsil germinal center cells	12453	48/257	239/740	-4.66052	-2.77066	0.578285
