SRX7805367	TFs and others	ZFY	Prostate	22Rv1	4941	143/361	82/312	-3.51726	0	1.5072
SRX1033285	TFs and others	FOXA1	Prostate	LNCAP	29893	39/361	56/312	-1.98288	0	0.601899
SRX3229150	TFs and others	ESR1	Breast	Breast cancer	3485	8/361	20/312	-1.97537	0	0.345706
SRX1134749	TFs and others	BRD4	Blood	MV-4-11	1518	10/361	22/312	-1.97138	0	0.392848
SRX176867	TFs and others	GATA3	Breast	MCF-7	7801	10/361	22/312	-1.97138	0	0.392848
SRX170373	TFs and others	BRD2	Kidney	293	4177	58/361	75/312	-1.93991	0	0.668366
SRX4931233	TFs and others	KMT2A	Kidney	293	2274	59/361	30/312	-1.92657	0	1.69972
SRX4931241	TFs and others	KMT2A	Kidney	293	5468	125/361	80/312	-1.92452	0	1.35042
SRX764811	TFs and others	FOXA2	Pluripotent stem cell	hESC derived mesendodermal cells	7441	59/361	76/312	-1.92351	0	0.670943
SRX092314	TFs and others	GATA3	Blood	Th1 Cells	8235	28/361	43/312	-1.92207	0	0.562778
SRX5123054	TFs and others	POU2F1	Digestive tract	HCT 116	2949	49/361	23/312	-1.92163	0	1.84126
SRX334244	TFs and others	AR	Unclassified	Unclassified	9678	17/361	4/312	-1.88346	0	3.67313
SRX3051209	TFs and others	EPAS1	Kidney	Renal cell carcinoma	2131	10/361	1/312	-1.8747	0	8.64266
SRX334236	TFs and others	AR	Unclassified	Unclassified	5664	10/361	1/312	-1.8747	0	8.64266
SRX4096883	TFs and others	TRPS1	Breast	HCC3153	3111	10/361	1/312	-1.8747	0	8.64266
SRX6944156	TFs and others	NFATC2	Blood	CD4+ T cells	1561	4/361	13/312	-1.87033	0	0.265928
SRX1514925	TFs and others	GFP	Kidney	293	1549	1/361	8/312	-1.84266	0	0.108033
SRX2404139	TFs and others	RELA	Others	Detroit 562	2338	1/361	8/312	-1.84266	0	0.108033
SRX4345358	TFs and others	NFATC2	Blood	CD4+ T cells	1144	1/361	8/312	-1.84266	0	0.108033
SRX687555	TFs and others	HDAC2	Blood	Erythroid progenitors	1109	15/361	3/312	-1.84168	0	4.32133
SRX3160998	TFs and others	BCL11A	Blood	HUDEP-2	4008	42/361	19/312	-1.82559	0	1.91048
SRX4404420	TFs and others	MYCN	Prostate	22Rv1	1785	42/361	19/312	-1.82559	0	1.91048
SRX092313	TFs and others	TBX21	Blood	Th1 Cells	2232	2/361	10/312	-1.8034	0	0.172853
SRX1652876	TFs and others	POU2F2	Blood	BJAB	1176	2/361	10/312	-1.8034	0	0.172853
SRX3517812	TFs and others	NR3C1	Lung	A549	4907	2/361	10/312	-1.8034	0	0.172853
SRX6944157	TFs and others	NFATC2	Blood	CD4+ T cells	754	2/361	10/312	-1.8034	0	0.172853
SRX7122005	TFs and others	FOXA1	Breast	MCF-7	2531	2/361	10/312	-1.8034	0	0.172853
SRX497611	TFs and others	FOXA1	Prostate	VCaP	57190	76/361	91/312	-1.79959	0	0.721805
SRX3509024	TFs and others	TFAP2C	Pluripotent stem cell	hESC UCLA1	1399	10/361	21/312	-1.784	0	0.411555
SRX4473671	TFs and others	SMARCA4	Gonad	BIN-67	13968	78/361	93/312	-1.78184	0	0.724868
SRX5323873	TFs and others	ESR1	Breast	MCF-7	27115	106/361	66/312	-1.77746	0	1.38806
SRX2431541	TFs and others	FOXA2	Epidermis	BJ	12969	18/361	31/312	-1.77406	0	0.501832
SRX5025673	TFs and others	BRCA1	Neural	SH-EP	578	7/361	0/312	-1.77284	0	inf
SRX5124860	TFs and others	TLE3	Prostate	22Rv1	3149	7/361	0/312	-1.77284	0	inf
SRX3230405	TFs and others	UBP1	Liver	Hep G2	3126	59/361	31/312	-1.77189	0	1.64489
SRX4931245	TFs and others	KMT2A	Kidney	293	2128	53/361	27/312	-1.77049	0	1.69652
SRX4802347	TFs and others	HIF1A	Kidney	RCC4	1767	27/361	10/312	-1.76503	0	2.33352
SRX5172061	TFs and others	SMARCC1	Breast	MCF-7	4036	27/361	10/312	-1.76503	0	2.33352
SRX7055008	TFs and others	RELA	Cardiovascular	HAEC	17986	62/361	77/312	-1.76405	0	0.695902
SRX5323878	TFs and others	ESR1	Breast	MCF-7	22601	89/361	53/312	-1.75143	0	1.45131
SRX5089455	TFs and others	ESR1	Breast	MCF-7	4423	35/361	15/312	-1.74399	0	2.01662
SRX8617017	TFs and others	ESR1	Breast	MCF-7	8640	35/361	15/312	-1.74399	0	2.01662
SRX2770850	TFs and others	MAF	Blood	Macrophages	17267	13/361	25/312	-1.74182	0	0.449418
SRX070885	TFs and others	ZNF143	Blood	CUTLL1	5567	99/361	61/312	-1.73848	0	1.40266
SRX6860623	TFs and others	FOXA1	Breast	T-47D	14428	34/361	49/312	-1.73737	0	0.599695
SRX2871348	TFs and others	FOXA1	Breast	T-47D	16021	39/361	54/312	-1.73595	0	0.624192
SRX100528	TFs and others	BHLHE40	Liver	Hep G2	1590	18/361	5/312	-1.73454	0	3.11136
SRX2922233	TFs and others	ESR1	Breast	SUM 44PE	29276	165/361	114/312	-1.73165	0	1.25091
SRX7054672	TFs and others	RELA	Cardiovascular	HAEC	7638	26/361	40/312	-1.72544	0	0.561773
SRX8616837	TFs and others	FOSL2	Lung	A549	13286	26/361	40/312	-1.72544	0	0.561773
SRX3461644	TFs and others	BCL6	Blood	OCI-LY1	14476	74/361	89/312	-1.72485	0	0.718603
SRX039146	TFs and others	FOXA1	Breast	T-47D	11810	16/361	28/312	-1.7175	0	0.493866
SRX4677288	TFs and others	FOXA2	Pancreas	PANC-1	9445	16/361	28/312	-1.7175	0	0.493866
SRX8617000	TFs and others	TET2	Breast	MCF-7	9090	32/361	13/312	-1.71098	0	2.12742
SRX6896407	TFs and others	FOXA1	Breast	T-47D	13426	35/361	49/312	-1.70676	0	0.617333
SRX3091909	TFs and others	ZFX	Prostate	C4-2	7860	176/361	124/312	-1.70227	0	1.2267
SRX5824551	TFs and others	BRD7	Breast	SUM 159PT	2554	7/361	17/312	-1.69355	0	0.355874
SRX9298955	TFs and others	NR3C1	Lung	Lung cancer cell line	9614	7/361	17/312	-1.69355	0	0.355874
SRX9178836	TFs and others	HAP1	Blood	HAP1	8680	188/361	134/312	-1.69288	0	1.21255
SRX063919	TFs and others	ERG	Blood	K-562	6497	93/361	57/312	-1.68856	0	1.41012
SRX7712498	TFs and others	HIF1A	Lung	NCI-H460	1565	22/361	7/312	-1.68125	0	2.71626
SRX5089511	TFs and others	HDAC1	Breast	MCF-7	1053	25/361	9/312	-1.68036	0	2.40074
SRX3123812	TFs and others	ESR1	Breast	MCF-7	6411	21/361	7/312	-1.67863	0	2.5928
SRX3395153	TFs and others	PDX1	Pluripotent stem cell	iPS derived pancreatic cells	4144	21/361	7/312	-1.67863	0	2.5928
SRX11220468	TFs and others	SOX9	Digestive tract	HT-29	452	0/361	5/312	-1.67682	0	0
SRX2514244	TFs and others	ESR1	Uterus	Carcinoma, Endometrioid	2611	0/361	5/312	-1.67682	0	0
SRX3159240	TFs and others	BRD4	Prostate	LREX	450	0/361	5/312	-1.67682	0	0
SRX594728	TFs and others	PGR	Breast	ZR-75-1	974	0/361	5/312	-1.67682	0	0
SRX7122006	TFs and others	FOXA1	Breast	MCF-7	1009	0/361	5/312	-1.67682	0	0
SRX3873717	TFs and others	ELL2	Lung	SW 1271	844	16/361	4/312	-1.67611	0	3.45706
SRX4466285	TFs and others	RUNX1	Blood	REH	3434	16/361	4/312	-1.67611	0	3.45706
SRX8616962	TFs and others	ESR1	Breast	MCF-7	3876	16/361	4/312	-1.67611	0	3.45706
SRX8147140	TFs and others	FOXA2	Prostate	LNCAP	28394	32/361	46/312	-1.6689	0	0.601228
SRX2922231	TFs and others	ESR1	Breast	SUM 44PE	18817	96/361	59/312	-1.66582	0	1.40626
SRX5574375	TFs and others	SPI1	Blood	Macrophages	36388	136/361	91/312	-1.65576	0	1.29165
SRX5089449	TFs and others	ESR1	Breast	MCF-7	14206	52/361	27/312	-1.64705	0	1.66451
SRX9469981	TFs and others	KLF4	Prostate	LAPC-4	8956	12/361	23/312	-1.64002	0	0.450921
SRX11094522	TFs and others	FLI1	Bone	EW-22	7457	4/361	12/312	-1.63861	0	0.288089
SRX150462	TFs and others	RFX5	Pluripotent stem cell	hESC H1	1625	4/361	12/312	-1.63861	0	0.288089
SRX3509023	TFs and others	TFAP2C	Pluripotent stem cell	hESC UCLA1	866	4/361	12/312	-1.63861	0	0.288089
SRX469458	TFs and others	EBF1	Adipocyte	Adipose stromal cell	2412	4/361	12/312	-1.63861	0	0.288089
SRX7572083	TFs and others	SREBF1	Digestive tract	KYSE-150	1160	4/361	12/312	-1.63861	0	0.288089
SRX8380651	TFs and others	ESR1	Bone	U2OS	4848	4/361	12/312	-1.63861	0	0.288089
SRX7944500	TFs and others	ESR1	Uterus	Ishikawa	12272	89/361	54/312	-1.63397	0	1.42444
SRX150723	TFs and others	MAX	Blood	NB-4	39360	265/361	203/312	-1.63364	0	1.12823
SRX1067071	TFs and others	AR	Prostate	LHSAR	59859	83/361	96/312	-1.63242	0	0.74723
SRX9178809	TFs and others	HAP1	Blood	HAP1	7923	170/361	119/312	-1.62941	0	1.23467
DRX059615	TFs and others	KMT2B	Blood	HB1119	3762	73/361	42/312	-1.62574	0	1.50218
SRX5702624	TFs and others	ESR1	Breast	Breast cancer cells	10400	81/361	48/312	-1.62415	0	1.45845
SRX2578887	TFs and others	MED1	Breast	MDA-MB-231	795	9/361	1/312	-1.62307	0	7.77839
SRX502065	TFs and others	AR	Prostate	Prostate cancer	4996	9/361	1/312	-1.62307	0	7.77839
SRX5089415	TFs and others	SMARCA4	Breast	MCF-7	2066	9/361	1/312	-1.62307	0	7.77839
SRX5089513	TFs and others	SMARCA4	Breast	MCF-7	3582	9/361	1/312	-1.62307	0	7.77839
SRX5286325	TFs and others	NANOG	Pluripotent stem cell	ES cells	2608	9/361	1/312	-1.62307	0	7.77839
SRX5286341	TFs and others	SOX2	Pluripotent stem cell	hESC WIBR2	4033	9/361	1/312	-1.62307	0	7.77839
SRX831873	TFs and others	STAT5B	Blood	CD8+ T cells	6722	29/361	42/312	-1.623	0	0.596755
SRX027272	TFs and others	SMARCC1	Uterus	HeLa	1965	14/361	3/312	-1.62188	0	4.03324
SRX10306508	TFs and others	AR	Prostate	LNCAP	8482	14/361	3/312	-1.62188	0	4.03324
SRX3583203	TFs and others	ESR1	Breast	MCF-7	4885	14/361	3/312	-1.62188	0	4.03324
SRX4741791	TFs and others	HIF1A	Cardiovascular	EA.hy926	2338	14/361	3/312	-1.62188	0	4.03324
SRX2198831	TFs and others	LARP7	Uterus	HeLa	12073	34/361	48/312	-1.61427	0	0.612188
SRX186614	TFs and others	JUN	Blood	K-562	11059	51/361	65/312	-1.61379	0	0.678116
SRX190287	TFs and others	ZBTB7A	Liver	Hep G2	4925	45/361	59/312	-1.60954	0	0.659186
SRX2059876	TFs and others	TRIM28	Blood	BJAB	21875	213/361	157/312	-1.60953	0	1.17254
SRX9317684	TFs and others	CEBPA	Blood	Fujioka	16786	74/361	43/312	-1.60656	0	1.48734
SRX054572	TFs and others	Epitope tags	Breast	MCF-7	6574	128/361	85/312	-1.60458	0	1.30148
SRX7693106	TFs and others	CRY1	Prostate	C4-2	1995	6/361	15/312	-1.60325	0	0.345706
SRX4345359	TFs and others	NFATC2	Blood	CD4+ T cells	2128	10/361	20/312	-1.60213	0	0.432133
SRX6976722	TFs and others	TEAD1	Epidermis	Keratinocytes	8484	26/361	10/312	-1.60156	0	2.24709
SRX8616991	TFs and others	ESR1	Breast	MCF-7	5766	23/361	8/312	-1.59274	0	2.48476
SRX8616997	TFs and others	TET2	Breast	MCF-7	6676	23/361	8/312	-1.59274	0	2.48476
SRX4815193	TFs and others	TLE3	Breast	SUM 149PT	27305	77/361	90/312	-1.59259	0	0.739428
SRX294971	TFs and others	RELA	Cardiovascular	HUVEC	2776	8/361	18/312	-1.59156	0	0.384118
SRX8616824	TFs and others	FOSL2	Lung	A549	7985	8/361	18/312	-1.59156	0	0.384118
SRX10119138	TFs and others	RUNX1	Blood	MV-4-11	3555	11/361	2/312	-1.59115	0	4.75346
SRX5089418	TFs and others	SMARCA4	Breast	MCF-7	3423	11/361	2/312	-1.59115	0	4.75346
SRX8406477	TFs and others	AR	Prostate	Prostatic Neoplasms, Castration-Resistant	5597	11/361	2/312	-1.59115	0	4.75346
SRX4824376	TFs and others	ZFX	Prostate	22Rv1	7106	130/361	87/312	-1.58894	0	1.29143
SRX5089458	TFs and others	ESR1	Breast	MCF-7	10334	55/361	29/312	-1.58772	0	1.63913
SRX5323823	TFs and others	FOXA1	Breast	T-47D	9425	19/361	31/312	-1.57751	0	0.529711
SRX1758525	TFs and others	Epitope tags	Breast	MCF-7	1549	13/361	24/312	-1.57619	0	0.468144
SRX747794	TFs and others	FOXA1	Breast	MCF-7	8537	13/361	24/312	-1.57619	0	0.468144
SRX4345357	TFs and others	NFATC2	Blood	CD4+ T cells	1361	3/361	11/312	-1.57579	0	0.235709
SRX2368897	TFs and others	FOXA2	Lung	A549	15357	31/361	44/312	-1.57026	0	0.608915
SRX9513907	TFs and others	FOXA1	Prostate	LNCAP	17088	31/361	44/312	-1.57026	0	0.608915
SRX627428	TFs and others	SPI1	Blood	Dendritic Cells	53273	158/361	110/312	-1.56717	0	1.2414
SRX8673355	TFs and others	EGR1	Blood	Kasumi-1	3904	56/361	30/312	-1.56167	0	1.6133
SRX8406512	TFs and others	FOXA1	Prostate	Prostate	19737	48/361	62/312	-1.55535	0	0.669109
SRX1477664	TFs and others	MED12	Blood	CD34 Hematopoietic stem cells	354	1/361	7/312	-1.55465	0	0.123467
SRX4937334	TFs and others	KAT2A	Digestive tract	HCT 116	461	1/361	7/312	-1.55465	0	0.123467
SRX3110721	TFs and others	ESR1	Breast	MCF-7	7179	63/361	35/312	-1.55219	0	1.55568
SRX259612	TFs and others	RUNX1	Blood	Kasumi-1	6822	40/361	19/312	-1.5506	0	1.81951
SRX356594	TFs and others	STAG1	Blood	GM18526	21316	87/361	53/312	-1.54814	0	1.4187
SRX1652877	TFs and others	POU2F2	Blood	BJAB	1667	2/361	9/312	-1.54626	0	0.192059
SRX3279752	TFs and others	NFATC2	Blood	CD4+ T cells	1537	2/361	9/312	-1.54626	0	0.192059
SRX1514981	TFs and others	GFP	Kidney	293	4194	32/361	45/312	-1.54456	0	0.614589
SRX1787684	TFs and others	KMT2C	Breast	MCF-7	5813	17/361	5/312	-1.54155	0	2.9385
SRX2578889	TFs and others	MED1	Breast	MDA-MB-231	1374	17/361	5/312	-1.54155	0	2.9385
SRX9298951	TFs and others	NR3C1	Lung	Lung cancer cell line	18478	20/361	32/312	-1.53507	0	0.540166
SRX8089632	TFs and others	FOXA1	Prostate	VCaP	25285	43/361	56/312	-1.53228	0	0.663633
SRX100387	TFs and others	BCL3	Blood	GM12878	11004	28/361	41/312	-1.52724	0	0.59023
SRX1514284	TFs and others	EP300	Blood	Kasumi-1	7477	80/361	48/312	-1.52194	0	1.44044
SRX112545	TFs and others	RUNX1	Blood	Kasumi-1	4951	24/361	9/312	-1.51361	0	2.30471
SRX5577164	TFs and others	AR	Prostate	LNCAP	3907	65/361	37/312	-1.51006	0	1.51831
SRX5441331	TFs and others	CPSF3	Uterus	HeLa	876	5/361	13/312	-1.50999	0	0.33241
SRX7677739	TFs and others	NCBP1	Digestive tract	DLD-1	895	5/361	13/312	-1.50999	0	0.33241
SRX5323871	TFs and others	ESR1	Breast	MCF-7	24701	90/361	56/312	-1.50763	0	1.389
SRX6867663	TFs and others	RUNX1	Pluripotent stem cell	hESC H9	2361	32/361	14/312	-1.50561	0	1.97546
SRX1053373	TFs and others	CTCF	Pluripotent stem cell	ES cells	4781	20/361	7/312	-1.50444	0	2.46933
SRX2881138	TFs and others	NANOG	Pluripotent stem cell	hESC H9	12218	20/361	7/312	-1.50444	0	2.46933
SRX3468013	TFs and others	ARID2	Others	Aska	1336	9/361	19/312	-1.50193	0	0.409389
SRX8151645	TFs and others	ARNTL	Adipocyte	Preadipocytes	1859	9/361	19/312	-1.50193	0	0.409389
SRX9317690	TFs and others	TLE3	Blood	Fujioka	7070	73/361	43/312	-1.50189	0	1.46724
SRX186620	TFs and others	RFX5	Lung	IMR-90	1861	7/361	16/312	-1.49853	0	0.378116
SRX8984316	TFs and others	SMC1A	Bone	A-673	6121	7/361	16/312	-1.49853	0	0.378116
SRX2194289	TFs and others	BRD4	Breast	SUM 229PE	8177	82/361	50/312	-1.49129	0	1.4174
SRX1510970	TFs and others	ZNF143	Breast	MCF-7	6531	115/361	76/312	-1.48879	0	1.30777
SRX5124861	TFs and others	TLE3	Prostate	22Rv1	3041	6/361	0/312	-1.48102	0	inf
SRX753154	TFs and others	GTF2I	Pluripotent stem cell	iPS cells	427	6/361	0/312	-1.48102	0	inf
SRX7785405	TFs and others	ATF4	Blood	Jurkat	1498	6/361	0/312	-1.48102	0	inf
SRX8406452	TFs and others	AR	Prostate	Prostatic Neoplasms, Castration-Resistant	3265	6/361	0/312	-1.48102	0	inf
SRX9600643	TFs and others	G-quadruplex	Blood	K-562	255	6/361	0/312	-1.48102	0	inf
SRX7944498	TFs and others	ESR1	Uterus	Ishikawa	10295	104/361	67/312	-1.48064	0	1.34155
SRX747572	TFs and others	RUNX1T1	Blood	Kasumi-1	15203	92/361	58/312	-1.48048	0	1.3709
SRX186705	TFs and others	PHF8	Pluripotent stem cell	hESC H1	10408	230/361	173/312	-1.47855	0	1.14902
SRX5574357	TFs and others	SPI1	Blood	Dendritic Cells	43953	158/361	111/312	-1.47846	0	1.23022
SRX1033282	TFs and others	FOXA1	Prostate	LNCAP	38152	61/361	74/312	-1.47497	0	0.712435
SRX080146	TFs and others	MYC	Liver	Hep G2	889	15/361	4/312	-1.47344	0	3.241
SRX5089410	TFs and others	SMARCA4	Breast	MCF-7	6176	15/361	4/312	-1.47344	0	3.241
SRX5089413	TFs and others	SMARCA4	Breast	MCF-7	4832	15/361	4/312	-1.47344	0	3.241
SRX5172062	TFs and others	SMARCA4	Breast	MCF-7	6356	15/361	4/312	-1.47344	0	3.241
SRX7135407	TFs and others	TP63	Blood	K-562	4427	12/361	22/312	-1.47285	0	0.471418
SRX10119114	TFs and others	CEBPA	Blood	MV-4-11	7130	67/361	39/312	-1.46899	0	1.48476
SRX4393711	TFs and others	RUNX1	Blood	ME-1	9235	67/361	39/312	-1.46899	0	1.48476
SRX5567179	TFs and others	RUNX1	Blood	ME-1	9235	67/361	39/312	-1.46899	0	1.48476
SRX150572	TFs and others	CEBPB	Liver	Hep G2	43465	136/361	93/312	-1.46758	0	1.26387
SRX10913943	TFs and others	SP1	Epidermis	Dermal fibroblast	1353	28/361	12/312	-1.46519	0	2.01662
SRX100586	TFs and others	ESR1	Uterus	ECC-1	9117	60/361	34/312	-1.46256	0	1.52518
SRX1012597	TFs and others	ESR1	Breast	T-47D	7227	15/361	26/312	-1.46198	0	0.498615
SRX100546	TFs and others	TAF7	Pluripotent stem cell	hESC H1	8342	139/361	95/312	-1.45914	0	1.26456
SRX5089461	TFs and others	ESR1	Breast	MCF-7	7711	37/361	18/312	-1.4532	0	1.77655
SRX1456192	TFs and others	EBF1	Blood	Mutu	21117	84/361	95/312	-1.44004	0	0.764193
SRX150570	TFs and others	MYC	Breast	MCF 10A	15169	61/361	35/312	-1.43905	0	1.50629
SRX4096728	TFs and others	HIF1A	Prostate	PC-3	11079	110/361	72/312	-1.436	0	1.32041
SRX6614768	TFs and others	SMC3	Lung	IMR-90	7424	19/361	30/312	-1.43426	0	0.547368
SRX5089417	TFs and others	SMARCA4	Breast	MCF-7	5394	18/361	6/312	-1.4296	0	2.5928
SRX102990	TFs and others	MYC	Liver	Hep G2	4760	69/361	41/312	-1.42904	0	1.4545
SRX5313221	TFs and others	Biotin	Digestive tract	HCT 116	7812	145/361	101/312	-1.42819	0	1.24078
SRX5076294	TFs and others	ZBTB7A	Prostate	VCaP	963	10/361	19/312	-1.42611	0	0.454877
SRX8147141	TFs and others	FOXA2	Prostate	LNCAP	28703	32/361	44/312	-1.42382	0	0.628557
SRX7121994	TFs and others	SMARCA4	Breast	MCF-7	5825	22/361	8/312	-1.42251	0	2.37673
SRX190282	TFs and others	FOXA1	Lung	A549	24558	43/361	55/312	-1.42194	0	0.675699
SRX4345363	TFs and others	JUNB	Blood	CD4+ T cells	4992	23/361	34/312	-1.42078	0	0.58465
SRX6957466	TFs and others	FOXL2	Kidney	HGrC1	9098	23/361	34/312	-1.42078	0	0.58465
SRX5323875	TFs and others	ESR1	Breast	MCF-7	10929	39/361	19/312	-1.41872	0	1.77402
SRX248935	TFs and others	RUNX1	Blood	CD34+	2625	13/361	23/312	-1.4156	0	0.488498
SRX8358262	TFs and others	AHR	Cardiovascular	HCASMC	2420	13/361	23/312	-1.4156	0	0.488498
SRX1272790	TFs and others	BRD4	Digestive tract	COLO 205	979	4/361	11/312	-1.4138	0	0.314279
SRX3124569	TFs and others	FXR1	Digestive tract	AGS	493	4/361	11/312	-1.4138	0	0.314279
SRX728762	TFs and others	PAF1	Blood	THP-1	797	4/361	11/312	-1.4138	0	0.314279
SRX8151648	TFs and others	ARNTL	Adipocyte	Preadipocytes	1197	4/361	11/312	-1.4138	0	0.314279
SRX3703142	TFs and others	MEF2B	Blood	B cells	7157	16/361	26/312	-1.4091	0	0.531856
DRX300408	TFs and others	MEAF6	Blood	HB1119	871	13/361	3/312	-1.40716	0	3.74515
SRX4572982	TFs and others	ATF3	Liver	Hep G2	444	13/361	3/312	-1.40716	0	3.74515
SRX5822372	TFs and others	AML1-ETO	Blood	Kasumi-1	2637	13/361	3/312	-1.40716	0	3.74515
DRX021118	TFs and others	MBD1	Digestive tract	HCT 116	11430	6/361	14/312	-1.40192	0	0.3704
ERX626855	TFs and others	SPI1	Blood	U-937	4081	6/361	14/312	-1.40192	0	0.3704
SRX734309	TFs and others	E2F1	Breast	HMEC	5785	130/361	89/312	-1.40188	0	1.26241
SRX356610	TFs and others	STAG1	Blood	GM18951	20460	72/361	43/312	-1.39996	0	1.44714
SRX7624162	TFs and others	ESR1	Breast	T-47D	21278	102/361	66/312	-1.39979	0	1.33568
SRX5574369	TFs and others	SPI1	Blood	Dendritic Cells	24108	81/361	50/312	-1.39411	0	1.40011
SRX092303	TFs and others	GATA2	Blood	K-562	8843	24/361	35/312	-1.39148	0	0.592639
