SRX424010	TFs and others	KDM4C	Digestive tract	KYSE-150	10469	226/421	405/538	-11.4842	-7.35499	0.713105
SRX334242	TFs and others	E2F1	Unclassified	Unclassified	7143	134/421	262/538	-6.78106	-4.06683	0.653587
SRX5824565	TFs and others	BRD2	Breast	SUM 149PT	18272	276/421	434/538	-6.75147	-4.06316	0.81268
SRX10484575	TFs and others	AFF1	Blood	RS4-11	10250	163/421	300/538	-6.74521	-4.06316	0.694331
SRX3934085	TFs and others	INTS13	Blood	HL-60	15372	258/421	414/538	-6.71533	-4.04852	0.796379
DRX234811	TFs and others	MEAF6	Kidney	293	13230	243/421	397/538	-6.68981	-4.03773	0.782197
SRX5757570	TFs and others	SMAD3	Breast	WHIM12	15711	313/421	471/538	-6.65843	-4.02059	0.849227
SRX5824570	TFs and others	BRD2	Breast	SUM 149PT	17177	288/421	445/538	-6.59161	-3.98077	0.827052
SRX9702212	TFs and others	IRF3	Blood	MM.1S	20658	230/421	381/538	-6.58586	-3.98077	0.771442
SRX3852899	TFs and others	NELFE	Blood	K-562	9007	205/421	351/538	-6.56987	-3.98077	0.746358
SRX10760645	TFs and others	BRD2	Blood	MM.1S	16817	292/421	449/538	-6.56591	-3.98077	0.831068
SRX7719080	TFs and others	SMAD3	Others	H69	10951	216/421	364/538	-6.53301	-3.96011	0.75832
SRX4172744	TFs and others	GATA1	Digestive tract	HCT 116	10091	191/421	334/538	-6.49306	-3.94428	0.730781
SRX5576992	TFs and others	CREB1	Lung	A549	18211	331/421	487/538	-6.48242	-3.94428	0.868559
SRX6102130	TFs and others	SUPT5H	Uterus	HeLa	21479	331/421	487/538	-6.48242	-3.94428	0.868559
SRX8706938	TFs and others	E2F1	Prostate	LNCAP	12750	268/421	423/538	-6.44829	-3.92114	0.809645
SRX10145216	TFs and others	REL	Unclassified	Unclassified	7457	141/421	268/538	-6.40411	-3.88769	0.672333
SRX334251	TFs and others	E2F1	Unclassified	Unclassified	5860	112/421	228/538	-6.34987	-3.84391	0.627745
SRX10881807	TFs and others	PBRM1	Others	BT-16	7701	157/421	289/538	-6.31585	-3.82011	0.694228
SRX3271002	TFs and others	KDM1A	Pluripotent stem cell	hESC derived pancreatic cells	21954	267/421	421/538	-6.25413	-3.76838	0.810456
SRX4377546	TFs and others	BRD2	Breast	SUM 159PT	13233	266/421	419/538	-6.19216	-3.72432	0.811274
SRX334263	TFs and others	E2F1	Unclassified	Unclassified	5884	112/421	226/538	-6.18693	-3.72432	0.6333
SRX334247	TFs and others	E2F1	Unclassified	Unclassified	4919	99/421	208/538	-6.17061	-3.72432	0.608236
SRX8272937	TFs and others	BRD4	Blood	BLaER1	8693	160/421	292/538	-6.16154	-3.72432	0.700225
SRX9730741	TFs and others	BRD4	Blood	THP-1	22108	286/421	441/538	-6.16082	-3.72432	0.828758
SRX10484574	TFs and others	KMT2A	Blood	RS4-11	21023	242/421	392/538	-6.15152	-3.72432	0.788914
SRX3852895	TFs and others	NELFA	Blood	K-562	7839	184/421	322/538	-6.14596	-3.72432	0.730234
SRX4484986	TFs and others	ELF1	Blood	SEM	24299	232/421	380/538	-6.12358	-3.71038	0.780198
SRX2270409	TFs and others	JMJD6	Others	Tumor	12999	203/421	345/538	-6.08956	-3.68463	0.751929
SRX159138	TFs and others	NOTCH1	Blood	HPB-ALL	38405	298/421	453/538	-6.07226	-3.67545	0.840656
SRX2314262	TFs and others	SUPT5H	Blood	MOLT-4	13732	245/421	395/538	-6.0556	-3.66676	0.792628
SRX1136632	TFs and others	GTF2B	Uterus	HeLa	7797	163/421	294/538	-5.99806	-3.61704	0.708501
SRX7719077	TFs and others	SMAD3	Others	H69	10619	220/421	365/538	-5.97057	-3.59724	0.770247
SRX4377544	TFs and others	BRD2	Breast	SUM 159PT	23777	317/421	471/538	-5.96293	-3.59715	0.860079
SRX334243	TFs and others	E2F1	Unclassified	Unclassified	6687	133/421	254/538	-5.91417	-3.56004	0.669142
SRX9523535	TFs and others	NABP2	Bone	HT-1080	12504	261/421	412/538	-5.9111	-3.56004	0.80955
SRX2281258	TFs and others	KMT2A	Blood	Cord blood mononuclear	15407	226/421	372/538	-5.90253	-3.55865	0.776365
SRX10333914	TFs and others	NELFA	Digestive tract	DLD-1	12641	290/421	443/538	-5.89485	-3.55804	0.836555
SRX2314263	TFs and others	SUPT5H	Blood	MOLT-4	13839	259/421	409/538	-5.84484	-3.5155	0.809239
SRX2585781	TFs and others	E2F1	Breast	MDA-MB-231	29852	293/421	446/538	-5.83853	-3.5155	0.839524
SRX334250	TFs and others	E2F1	Unclassified	Unclassified	7456	144/421	268/538	-5.81736	-3.50107	0.686638
SRX534844	TFs and others	CHD8	Neural	Neural Stem Cells	24387	297/421	450/538	-5.80887	-3.49921	0.84342
SRX373733	TFs and others	ETS1	Blood	CUTLL1	28895	266/421	416/538	-5.695	-3.39187	0.817125
SRX10045344	TFs and others	ASXL1	Blood	THP-1	12309	233/421	378/538	-5.67555	-3.38112	0.787706
SRX8449940	TFs and others	BAHCC1	Blood	Jurkat	22309	315/421	468/538	-5.67148	-3.38112	0.860132
SRX1892834	TFs and others	TFAP4	Digestive tract	SNU-1750	27215	249/421	397/538	-5.65419	-3.37008	0.80151
SRX4377539	TFs and others	BRD2	Breast	MDA-MB-231	18933	292/421	444/538	-5.62946	-3.35151	0.840427
SRX359408	TFs and others	CREBBP	Kidney	293	7325	135/421	254/538	-5.6147	-3.34283	0.679204
SRX2251225	TFs and others	BRD4	Prostate	C4-2	24585	247/421	394/538	-5.60729	-3.34141	0.801126
SRX2281250	TFs and others	AFF1	Blood	SEM	4700	88/421	187/538	-5.56887	-3.30889	0.601369
SRX5576993	TFs and others	CRTC2	Lung	A549	17175	338/421	489/538	-5.52233	-3.27148	0.8833
SRX2314264	TFs and others	SUPT5H	Blood	MOLT-4	15448	265/421	414/538	-5.51507	-3.27148	0.817986
SRX10760646	TFs and others	BRD2	Blood	MM.1S	16161	278/421	428/538	-5.5142	-3.27148	0.830044
SRX4708115	TFs and others	YY1	Liver	Hep G2	12034	272/421	421/538	-5.4971	-3.26729	0.825633
DRX300417	TFs and others	MEAF6	Kidney	293	11185	217/421	358/538	-5.49444	-3.26729	0.774599
SRX1514277	TFs and others	ERG	Blood	Kasumi-1	24468	241/421	386/538	-5.49341	-3.26729	0.797866
SRX3345950	TFs and others	CPSF3L	Blood	HL-60	12166	229/421	372/538	-5.4782	-3.25748	0.78667
SRX1514276	TFs and others	FLI1	Blood	Kasumi-1	14182	159/421	285/538	-5.46111	-3.24572	0.712939
SRX5824594	TFs and others	BRD2	Breast	SUM 159PT	12347	255/421	402/538	-5.44735	-3.23722	0.810614
SRX2059875	TFs and others	SUPT5H	Blood	BJAB	16599	276/421	425/538	-5.43794	-3.23301	0.82989
SRX2963102	TFs and others	RUNX1	Blood	PBMC	20938	225/421	367/538	-5.43213	-3.23234	0.78346
SRX1514953	TFs and others	GFP	Kidney	293	32991	346/421	496/538	-5.42616	-3.23145	0.891445
SRX4377537	TFs and others	BRD2	Breast	MDA-MB-231	16171	267/421	415/538	-5.38842	-3.20988	0.822173
SRX11196939	TFs and others	TAF1	Kidney	293	9368	234/421	377/538	-5.3878	-3.20988	0.793185
SRX186782	TFs and others	KDM5B	Blood	K-562	14561	233/421	376/538	-5.38261	-3.20988	0.791896
SRX7061817	TFs and others	BRD2	Blood	SEM	24707	296/421	446/538	-5.37045	-3.20988	0.848119
SRX1726514	TFs and others	TFDP1	Blood	MM.1S	7635	148/421	269/538	-5.36838	-3.20988	0.703088
SRX4393708	TFs and others	GATA2	Blood	ME-1	9130	111/421	218/538	-5.36393	-3.20988	0.650679
SRX4937340	TFs and others	MED1	Digestive tract	HCT 116	11020	200/421	336/538	-5.36069	-3.20988	0.760661
SRX6961669	TFs and others	SUPT5H	Digestive tract	HCT 116	13124	250/421	396/538	-5.35862	-3.20988	0.806761
SRX116465	TFs and others	PHF8	Pluripotent stem cell	hESC H1	10414	218/421	358/538	-5.35682	-3.20988	0.778169
SRX695951	TFs and others	MAZ	Adipocyte	T778	12964	218/421	358/538	-5.35682	-3.20988	0.778169
SRX186705	TFs and others	PHF8	Pluripotent stem cell	hESC H1	10408	217/421	357/538	-5.35155	-3.20912	0.776769
SRX5824569	TFs and others	BRD2	Breast	SUM 149PT	16930	294/421	444/538	-5.32722	-3.18999	0.846183
SRX4377545	TFs and others	BRD2	Breast	SUM 159PT	12755	271/421	419/538	-5.32356	-3.18999	0.826524
SRX4377540	TFs and others	BRD2	Breast	MDA-MB-231	12282	247/421	392/538	-5.30325	-3.17404	0.805214
SRX4367431	TFs and others	TBP	Lung	Bronchial tracheal epithelial cells	11034	281/421	430/538	-5.27131	-3.14644	0.835099
SRX3856998	TFs and others	JUN	Breast	MDA-MB-231	27108	331/421	481/538	-5.26503	-3.14644	0.879393
SRX689370	TFs and others	WDR5	Kidney	293	16083	307/421	457/538	-5.26281	-3.14644	0.858465
SRX2537516	TFs and others	BRD2	Epidermis	SK-MEL-147	18741	269/421	416/538	-5.25691	-3.14474	0.826341
SRX5824566	TFs and others	BRD2	Breast	SUM 149PT	14559	254/421	399/538	-5.25071	-3.14269	0.813506
SRX4484982	TFs and others	RUNX2	Blood	SEM	73053	323/421	473/538	-5.23115	-3.13065	0.872653
SRX4708116	TFs and others	YY1	Liver	Hep G2	13946	301/421	451/538	-5.23047	-3.13065	0.852884
SRX186636	TFs and others	MXI1	Neural	SK-N-SH	29389	280/421	428/538	-5.22062	-3.12484	0.836016
SRX186645	TFs and others	RBBP5	Blood	K-562	12117	218/421	357/538	-5.21642	-3.12464	0.780348
SRX8037089	TFs and others	BRD4	Lung	HARA	22780	279/421	427/538	-5.20395	-3.11904	0.834981
SRX4377552	TFs and others	BRD2	Breast	MDA-MB-231	14067	258/421	404/538	-5.20212	-3.11904	0.816091
SRX7030928	TFs and others	NELFA	Breast	MCF-7	13756	296/421	445/538	-5.19903	-3.11904	0.850025
SRX3271003	TFs and others	KDM1A	Pluripotent stem cell	hESC derived pancreatic cells	15286	240/421	383/538	-5.19128	-3.11515	0.800779
SRX9730740	TFs and others	BRD4	Blood	THP-1	23322	278/421	426/538	-5.18452	-3.11222	0.833941
SRX2281249	TFs and others	KMT2A	Blood	SEM	17528	289/421	438/538	-5.17109	-3.10593	0.843187
SRX190189	TFs and others	TAF1	Uterus	ECC-1	11555	248/421	392/538	-5.16621	-3.10593	0.808474
SRX752907	TFs and others	CREB1	Prostate	LNCAP	16061	257/421	402/538	-5.16599	-3.10593	0.816972
SRX9237232	TFs and others	SUPT5H	Blood	K-562	10020	178/421	307/538	-5.16325	-3.10593	0.740938
SRX10045364	TFs and others	ASXL1	Blood	THP-1	11513	211/421	348/538	-5.15693	-3.10327	0.774825
SRX4727911	TFs and others	TP53BP1	Pluripotent stem cell	hESC H9	7548	174/421	301/538	-5.1464	-3.09637	0.738725
SRX1873451	TFs and others	MED1	Blood	SEM	19169	255/421	400/538	-5.14191	-3.09549	0.814667
SRX3856999	TFs and others	JUN	Breast	MDA-MB-231	24152	313/421	462/538	-5.11368	-3.07083	0.86577
SRX2314265	TFs and others	SUPT5H	Blood	MOLT-4	13761	252/421	396/538	-5.08472	-3.04542	0.813215
SRX4377529	TFs and others	BRD2	Breast	MDA-MB-231	14102	259/421	404/538	-5.06565	-3.03201	0.819254
SRX4172742	TFs and others	GATA1	Digestive tract	HCT 116	10123	158/421	280/538	-5.06207	-3.03201	0.721106
SRX4377538	TFs and others	BRD2	Breast	MDA-MB-231	16922	280/421	427/538	-5.06085	-3.03201	0.837974
SRX3433644	TFs and others	USP7	Blood	CUTLL1	22404	331/421	480/538	-5.05559	-3.03019	0.881225
SRX7677724	TFs and others	SUPT5H	Digestive tract	DLD-1	15043	301/421	450/538	-5.0512	-3.0292	0.85478
SRX7061820	TFs and others	MED12	Blood	SEM	29959	279/421	426/538	-5.04322	-3.0246	0.836941
SRX129085	TFs and others	MAX	Neural	U-87 MG	47421	334/421	483/538	-5.03263	-3.01737	0.883689
SRX5757566	TFs and others	SMAD3	Breast	SUM 159PT	11483	258/421	402/538	-5.02723	-3.01529	0.820151
SRX5286307	TFs and others	AR	Prostate	LNCAP	43005	265/421	410/538	-5.02017	-3.01154	0.825966
SRX116442	TFs and others	RBBP5	Blood	K-562	12326	225/421	364/538	-5.00633	-3.00379	0.789917
SRX1726515	TFs and others	E2F1	Blood	MM.1S	5900	118/421	225/538	-5.00138	-3.00379	0.670193
SRX244178	TFs and others	MED1	Blood	MM.1S	13892	209/421	344/538	-4.99948	-3.00379	0.776404
SRX2198835	TFs and others	LARP7	Uterus	HeLa	31176	318/421	467/538	-4.99946	-3.00379	0.870183
SRX1758493	TFs and others	NELFE	Breast	MCF-7	6276	119/421	227/538	-4.99284	-3.00036	0.669917
SRX10881849	TFs and others	SS18	Others	BT-16	26048	289/421	436/538	-4.97215	-2.98282	0.847055
SRX359409	TFs and others	CREBBP	Kidney	293	10317	197/421	329/538	-4.94045	-2.95428	0.765192
SRX100493	TFs and others	HEY1	Liver	Hep G2	26419	313/421	461/538	-4.93398	-2.95428	0.867648
SRX5824579	TFs and others	BRD2	Breast	SUM 159PT	15456	282/421	428/538	-4.93239	-2.95428	0.841987
SRX2043230	TFs and others	TCF3	Blood	RCH-ACV	41561	333/421	481/538	-4.9312	-2.95428	0.884707
SRX5600893	TFs and others	OLIG2	Neural	Prefrontal Cortex	9713	191/421	321/538	-4.91514	-2.94127	0.760376
SRX10881808	TFs and others	PBRM1	Kidney	G-401	12666	214/421	349/538	-4.89231	-2.92146	0.783589
SRX8030771	TFs and others	Epitope tags	Kidney	293	11590	273/421	418/538	-4.88621	-2.91837	0.834616
SRX2194273	TFs and others	BRD4	Breast	SUM 159PT	24980	248/421	390/538	-4.87426	-2.915	0.81262
SRX3852891	TFs and others	NELFE	Blood	K-562	10548	248/421	390/538	-4.87426	-2.915	0.81262
SRX684292	TFs and others	SUPT5H	Uterus	HeLa	20213	265/421	409/538	-4.87102	-2.915	0.827986
SRX9730737	TFs and others	CPSF3L	Blood	THP-1	16114	265/421	409/538	-4.87102	-2.915	0.827986
SRX8037088	TFs and others	BRD4	Lung	HARA	24967	302/421	449/538	-4.86373	-2.9129	0.859529
SRX8420196	TFs and others	JUN	Blood	KARPAS-299	12874	95/421	191/538	-4.85891	-2.9129	0.63561
SRX10333912	TFs and others	NELFA	Digestive tract	DLD-1	10941	256/421	399/538	-4.85879	-2.9129	0.819912
SRX5503029	TFs and others	Epitope tags	Kidney	293	14661	264/421	408/538	-4.85741	-2.9129	0.826883
SRX3591434	TFs and others	BRD4	Blood	B-CLL cells	12363	224/421	361/538	-4.84972	-2.90803	0.792941
SRX2194261	TFs and others	BRD4	Breast	SUM 159PT	32249	278/421	423/538	-4.83695	-2.89807	0.839856
SRX7748766	TFs and others	BRD2	Digestive tract	DLD-1	25358	306/421	453/538	-4.83122	-2.89514	0.863224
SRX3433645	TFs and others	USP7	Blood	CUTLL1	18429	290/421	436/538	-4.82811	-2.8948	0.849986
SRX2281260	TFs and others	KMT2A	Blood	Bone marrow mononuclear cells	31999	299/421	446/538	-4.79899	-2.87065	0.856715
SRX7677723	TFs and others	SUPT5H	Digestive tract	DLD-1	17114	326/421	474/538	-4.79846	-2.87065	0.8789
SRX286202	TFs and others	ING5	Digestive tract	RKO	11760	162/421	283/538	-4.79173	-2.86761	0.731524
SRX4065875	TFs and others	CTCF	Breast	MCF-7	32925	338/421	485/538	-4.78999	-2.86761	0.890585
SRX2867628	TFs and others	BRD4	Blood	Lymphoblastoid cell line	11892	188/421	316/538	-4.77683	-2.85714	0.760275
SRX7677738	TFs and others	NCBP1	Digestive tract	DLD-1	7621	182/421	308/538	-4.76129	-2.84427	0.755128
SRX3857000	TFs and others	CDKN1B	Breast	MDA-MB-231	29267	337/421	484/538	-4.75069	-2.83633	0.889784
SRX11399798	TFs and others	HDAC1	Lung	NCI-H1963	5769	118/421	223/538	-4.74688	-2.83516	0.676203
SRX266856	TFs and others	FOXA2	Pluripotent stem cell	hESC derived mesendodermal cells	18201	256/421	398/538	-4.71334	-2.80578	0.821972
SRX3857004	TFs and others	CDKN1B	Breast	MDA-MB-231	36038	350/421	496/538	-4.71227	-2.80578	0.901751
SRX5824578	TFs and others	BRD2	Breast	SUM 159PT	14897	285/421	430/538	-4.70802	-2.80442	0.846987
SRX3934089	TFs and others	INTS13	Blood	Jurkat	5897	103/421	201/538	-4.70574	-2.80442	0.654849
SRX9178818	TFs and others	HAP1	Blood	HAP1	12304	256/421	397/538	-4.68977	-2.79101	0.824043
SRX4377556	TFs and others	BRD4	Breast	MDA-MB-231	35052	306/421	452/538	-4.66394	-2.76815	0.865134
SRX6066492	TFs and others	POLR2C	Digestive tract	HCT 116	18389	335/421	482/538	-4.66183	-2.76815	0.888174
SRX9237231	TFs and others	SUPT5H	Blood	K-562	9961	166/421	287/538	-4.65501	-2.76628	0.739139
SRX7551119	TFs and others	SETD1A	Uterus	HeLa	14212	289/421	434/538	-4.65494	-2.76628	0.850958
SRX9237233	TFs and others	SUPT5H	Blood	K-562	9971	189/421	316/538	-4.64777	-2.7616	0.764319
SRX6913086	TFs and others	BRD3	Blood	K-562	7724	107/421	206/538	-4.63741	-2.75372	0.663769
SRX1287844	TFs and others	CDK8	Blood	MOLM-14	50871	282/421	426/538	-4.62683	-2.74804	0.84594
SRX8706937	TFs and others	E2F1	Prostate	LNCAP	13977	282/421	426/538	-4.62683	-2.74804	0.84594
SRX204413	TFs and others	MAX	Blood	P493-6	14582	228/421	364/538	-4.61948	-2.74313	0.800449
SRX8673358	TFs and others	EGR1	Blood	Kasumi-1	22939	250/421	390/538	-4.61428	-2.74035	0.819173
SRX1477660	TFs and others	Epitope tags	Lung	MRC-5	3322	49/421	118/538	-4.60118	-2.72965	0.530657
SRX2765965	TFs and others	HMGB2	Cardiovascular	HUVEC	3554	60/421	136/538	-4.59539	-2.72626	0.563784
SRX217738	TFs and others	TAF3	Digestive tract	HCT 116	12045	257/421	398/538	-4.58407	-2.71877	0.825183
SRX7551117	TFs and others	SETD1A	Uterus	HeLa	14498	313/421	459/538	-4.58316	-2.71877	0.871429
SRX9702210	TFs and others	IRF3	Blood	MM.1S	28869	265/421	407/538	-4.57831	-2.71628	0.832054
SRX3091909	TFs and others	ZFX	Prostate	C4-2	7860	153/421	269/538	-4.57361	-2.71392	0.726841
SRX4377549	TFs and others	BRD2	Breast	HCC1806	10868	202/421	332/538	-4.5697	-2.71234	0.777523
SRX6961665	TFs and others	SUPT5H	Digestive tract	HCT 116	13616	285/421	429/538	-4.55418	-2.69976	0.848961
SRX7719078	TFs and others	SMAD3	Others	H69	12184	256/421	396/538	-4.55159	-2.69976	0.826123
SRX2251223	TFs and others	BRD4	Prostate	C4-2	29879	279/421	422/538	-4.55021	-2.69976	0.844874
SRX5705796	TFs and others	ETS1	Pluripotent stem cell	hESC derived cardiac cells	11129	191/421	318/538	-4.53273	-2.68588	0.76755
SRX2194275	TFs and others	BRD4	Breast	SUM 159PT	27747	263/421	404/538	-4.53179	-2.68588	0.831907
SRX5824561	TFs and others	BRD2	Breast	SUM 149PT	11873	232/421	368/538	-4.52559	-2.68489	0.805639
SRX6935370	TFs and others	MYCN	Neural	COG-N-415	14600	244/421	382/538	-4.52468	-2.68489	0.816256
SRX334246	TFs and others	E2F1	Unclassified	Unclassified	10415	216/421	349/538	-4.52248	-2.68489	0.790913
SRX5824560	TFs and others	BRD2	Breast	SUM 149PT	14859	270/421	412/538	-4.52184	-2.68489	0.837465
SRX4172743	TFs and others	GATA1	Digestive tract	HCT 116	11164	171/421	292/538	-4.51881	-2.68407	0.748365
SRX8299783	TFs and others	MYC	Bone	U2OS	20211	301/421	446/538	-4.51619	-2.68365	0.862446
SRX3934088	TFs and others	INTS13	Blood	Jurkat	9035	187/421	312/538	-4.51067	-2.68032	0.765927
SRX4046302	TFs and others	CXXC1	Blood	Erythroblasts	9882	215/421	347/538	-4.50565	-2.67747	0.791788
SRX2375366	TFs and others	CDK9	Blood	MV-4-11	27767	231/421	366/538	-4.49732	-2.67131	0.80655
SRX3857003	TFs and others	CDKN1B	Breast	MDA-MB-231	34166	347/421	492/538	-4.48647	-2.66441	0.90129
SRX129083	TFs and others	MAX	Blood	P493-6	16089	251/421	390/538	-4.48612	-2.66441	0.82245
SRX1046558	TFs and others	RAG2	Blood	Thymus	21556	319/421	465/538	-4.47828	-2.6587	0.876674
SRX7099471	TFs and others	Epitope tags	Kidney	293	4980	37/421	97/538	-4.47002	-2.65414	0.48745
SRX7677721	TFs and others	NELFE	Digestive tract	DLD-1	11272	268/421	409/538	-4.46948	-2.65414	0.837359
SRX2059876	TFs and others	TRIM28	Blood	BJAB	21875	208/421	338/538	-4.46255	-2.65354	0.786406
SRX4377550	TFs and others	BRD2	Breast	HCC1806	11279	208/421	338/538	-4.46255	-2.65354	0.786406
SRX8299809	TFs and others	MYC	Bone	U2OS	13516	226/421	360/538	-4.46212	-2.65354	0.802243
SRX10338564	TFs and others	MYC	Blood	NALM-6	20926	209/421	339/538	-4.46053	-2.65354	0.787856
SRX5576990	TFs and others	CRTC2	Lung	A549	19080	349/421	494/538	-4.43551	-2.63059	0.902815
SRX3852900	TFs and others	NELFE	Blood	K-562	9444	222/421	355/538	-4.43114	-2.62896	0.799144
SRX9237234	TFs and others	SUPT5H	Blood	K-562	10795	201/421	329/538	-4.42918	-2.62896	0.780729
SRX3856997	TFs and others	JUN	Breast	MDA-MB-231	34692	339/421	484/538	-4.42586	-2.62896	0.895065
SRX5213646	TFs and others	BRD4	Breast	HCC1937	4170	65/421	143/538	-4.42573	-2.62896	0.580868
SRX369136	TFs and others	BRD4	Blood	CUTLL1	15580	194/421	320/538	-4.40507	-2.61032	0.774733
SRX10338559	TFs and others	MYC	Blood	NALM-6	29369	285/421	428/538	-4.40259	-2.60984	0.850945
SRX3640569	TFs and others	INTS3	Uterus	HeLa	8505	174/421	295/538	-4.39518	-2.60642	0.75375
SRX6913085	TFs and others	BRD2	Blood	K-562	9098	174/421	295/538	-4.39518	-2.60642	0.75375
SRX5062475	TFs and others	SUPT5H	Bone	U2OS	6974	127/421	232/538	-4.3922	-2.60542	0.699545
SRX11196911	TFs and others	NELFB	Kidney	293	3445	58/421	131/538	-4.38746	-2.60265	0.565792
SRX3345956	TFs and others	INTS13	Blood	HL-60	11770	212/421	342/538	-4.35828	-2.57543	0.792155
SRX6027693	TFs and others	ESR1	Uterus	Ishikawa	32832	325/421	470/538	-4.35137	-2.57047	0.883661
SRX8299828	TFs and others	MYC	Bone	U2OS	20153	261/421	400/538	-4.34597	-2.56877	0.833836
SRX4377541	TFs and others	BRD2	Breast	MDA-MB-231	11960	240/421	376/538	-4.34579	-2.56877	0.815687
SRX250091	TFs and others	MYC	Breast	MDA-MB-453	26756	333/421	478/538	-4.34199	-2.56689	0.890259
SRX4393709	TFs and others	GATA2	Blood	ME-1	16062	209/421	338/538	-4.33785	-2.56634	0.790187
SRX117010	TFs and others	FLI1	Blood	U-937	12322	228/421	361/538	-4.33761	-2.56634	0.807101
SRX10045366	TFs and others	BAP1	Blood	THP-1	11115	204/421	332/538	-4.32204	-2.55267	0.785222
SRX8299830	TFs and others	NELFCD	Bone	U2OS	14909	274/421	415/538	-4.31128	-2.5438	0.843728
SRX1880278	TFs and others	BRD4	Blood	Jurkat	18551	248/421	385/538	-4.30756	-2.54197	0.823173
SRX8090642	TFs and others	BRD2	Others	Synoviocytes	8311	162/421	278/538	-4.2915	-2.52778	0.744681
SRX7677736	TFs and others	NCBP1	Digestive tract	DLD-1	7164	169/421	287/538	-4.27535	-2.51452	0.752497
SRX150446	TFs and others	E2F1	Uterus	HeLa	9552	186/421	309/538	-4.27338	-2.51452	0.769227
SRX684291	TFs and others	NELFE	Uterus	HeLa	13333	217/421	348/538	-4.27263	-2.51452	0.796858
SRX2194278	TFs and others	BRD4	Breast	SUM 159PT	39294	255/421	393/538	-4.27081	-2.51452	0.829178
SRX2207918	TFs and others	ATF3	Epidermis	CS1AN	30101	319/421	463/538	-4.26787	-2.51341	0.88046
SRX1514973	TFs and others	GFP	Kidney	293	19348	298/421	441/538	-4.26483	-2.5122	0.863531
SRX334238	TFs and others	E2F1	Unclassified	Unclassified	12609	244/421	380/538	-4.25972	-2.51174	0.820553
SRX4377528	TFs and others	BRD2	Breast	MDA-MB-231	14167	254/421	392/538	-4.25935	-2.51174	0.828033
SRX150563	TFs and others	E2F1	Uterus	HeLa	6539	128/421	232/538	-4.25893	-2.51174	0.705054
SRX4377533	TFs and others	BRD4	Breast	MDA-MB-231	35072	308/421	452/538	-4.25084	-2.50545	0.870788
SRX2194279	TFs and others	BRD4	Breast	SUM 159PT	34603	292/421	434/538	-4.24565	-2.50229	0.859792
SRX100476	TFs and others	TAF1	Blood	K-562	12659	231/421	364/538	-4.24411	-2.50229	0.810981
